Identifier,BPA-1ug/L-B
ENSDARG00000116259,8
ENSDARG00000093193,2
ENSDARG00000062096,1
ENSDARG00000037551,0
ENSDARG00000040161,1
ENSDARG00000080573,0
ENSDARG00000008263,0
ENSDARG00000012777,5
ENSDARG00000097278,0
ENSDARG00000077626,0
ENSDARG00000062357,1
ENSDARG00000084859,0
ENSDARG00000017781,6
ENSDARG00000083280,0
ENSDARG00000019205,6
ENSDARG00000029219,0
ENSDARG00000017659,6
ENSDARG00000019444,8
ENSDARG00000017037,1
ENSDARG00000070923,0
ENSDARG00000093891,0
ENSDARG00000093181,0
ENSDARG00000015003,0
ENSDARG00000094138,1
ENSDARG00000019503,0
ENSDARG00000035322,0
ENSDARG00000081473,0
ENSDARG00000020647,0
ENSDARG00000101461,0
ENSDARG00000087640,4
ENSDARG00000057403,1
ENSDARG00000093317,0
ENSDARG00000022509,7
ENSDARG00000008434,2
ENSDARG00000074702,2
ENSDARG00000094757,0
ENSDARG00000003865,0
ENSDARG00000095322,1
ENSDARG00000092723,0
ENSDARG00000046098,0
ENSDARG00000094530,0
ENSDARG00000094927,0
ENSDARG00000033533,0
ENSDARG00000104891,0
ENSDARG00000113992,0
ENSDARG00000092818,0
ENSDARG00000057426,0
ENSDARG00000013393,0
ENSDARG00000090787,0
ENSDARG00000113901,0
ENSDARG00000013346,1
ENSDARG00000087741,0
ENSDARG00000059987,0
ENSDARG00000090963,2
ENSDARG00000020764,2
ENSDARG00000092281,0
ENSDARG00000070894,0
ENSDARG00000115810,0
ENSDARG00000023703,1
ENSDARG00000089921,3
ENSDARG00000031489,0
ENSDARG00000092512,0
ENSDARG00000005464,2
ENSDARG00000025581,233
ENSDARG00000117085,0
ENSDARG00000074201,7
ENSDARG00000095774,2
ENSDARG00000037432,1
ENSDARG00000023445,14
ENSDARG00000109269,0
ENSDARG00000037537,0
ENSDARG00000070868,0
ENSDARG00000062329,0
ENSDARG00000002945,0
ENSDARG00000070857,1
ENSDARG00000037539,5
ENSDARG00000006019,7
ENSDARG00000006174,0
ENSDARG00000092934,0
ENSDARG00000004132,2
ENSDARG00000002084,0
ENSDARG00000110027,0
ENSDARG00000033950,3
ENSDARG00000093223,0
ENSDARG00000095453,0
ENSDARG00000037527,0
ENSDARG00000037526,0
ENSDARG00000095002,1
ENSDARG00000070835,278
ENSDARG00000070834,4
ENSDARG00000037517,2
ENSDARG00000108189,0
ENSDARG00000057011,2
ENSDARG00000097895,1
ENSDARG00000074293,0
ENSDARG00000057000,0
ENSDARG00000037559,8
ENSDARG00000037554,0
ENSDARG00000094280,0
ENSDARG00000056961,0
ENSDARG00000062231,2
ENSDARG00000089868,0
ENSDARG00000091221,0
ENSDARG00000067630,0
ENSDARG00000070818,0
ENSDARG00000062134,1
ENSDARG00000079199,0
ENSDARG00000094389,0
ENSDARG00000057255,1
ENSDARG00000009549,3
ENSDARG00000062101,1
ENSDARG00000056739,0
ENSDARG00000032963,0
ENSDARG00000056732,2
ENSDARG00000094426,1
ENSDARG00000070770,0
ENSDARG00000009822,0
ENSDARG00000056729,0
ENSDARG00000093156,0
ENSDARG00000087681,0
ENSDARG00000020241,0
ENSDARG00000012409,1
ENSDARG00000011510,2
ENSDARG00000074244,0
ENSDARG00000113781,0
ENSDARG00000056084,1
ENSDARG00000044982,0
ENSDARG00000094086,0
ENSDARG00000017986,1
ENSDARG00000075147,0
ENSDARG00000097585,0
ENSDARG00000037373,0
ENSDARG00000094644,0
ENSDARG00000089063,1
ENSDARG00000074331,0
ENSDARG00000056695,0
ENSDARG00000001437,0
ENSDARG00000056554,1
ENSDARG00000114307,0
ENSDARG00000056515,0
ENSDARG00000095377,0
ENSDARG00000110742,0
ENSDARG00000093376,0
ENSDARG00000081220,0
ENSDARG00000034975,0
ENSDARG00000077875,0
ENSDARG00000056499,3
ENSDARG00000022456,33
ENSDARG00000077353,3
ENSDARG00000112235,0
ENSDARG00000094655,0
ENSDARG00000077852,0
ENSDARG00000001754,4
ENSDARG00000037324,0
ENSDARG00000087844,0
ENSDARG00000094005,0
ENSDARG00000056438,0
ENSDARG00000079388,7
ENSDARG00000012340,2
ENSDARG00000111643,0
ENSDARG00000081868,0
ENSDARG00000081399,0
ENSDARG00000081438,0
ENSDARG00000101558,0
ENSDARG00000090472,0
ENSDARG00000088900,0
ENSDARG00000078853,0
ENSDARG00000095722,0
ENSDARG00000092130,0
ENSDARG00000077327,0
ENSDARG00000094508,0
ENSDARG00000078850,3
ENSDARG00000037318,6
ENSDARG00000074548,0
ENSDARG00000104441,2
ENSDARG00000022560,1
ENSDARG00000037320,0
ENSDARG00000022727,1
ENSDARG00000074245,11
ENSDARG00000097461,0
ENSDARG00000097606,1
ENSDARG00000003475,1
ENSDARG00000056338,1
ENSDARG00000061890,0
ENSDARG00000092713,0
ENSDARG00000094535,0
ENSDARG00000087916,0
ENSDARG00000056334,0
ENSDARG00000056318,2
ENSDARG00000079148,1
ENSDARG00000081648,0
ENSDARG00000096982,0
ENSDARG00000036102,8
ENSDARG00000080579,0
ENSDARG00000070682,1
ENSDARG00000070681,3
ENSDARG00000061852,0
ENSDARG00000076730,0
ENSDARG00000084935,0
ENSDARG00000094502,0
ENSDARG00000039255,1
ENSDARG00000039263,0
ENSDARG00000077751,2
ENSDARG00000004325,2
ENSDARG00000039265,0
ENSDARG00000007436,0
ENSDARG00000077589,1
ENSDARG00000023648,2
ENSDARG00000070675,3
ENSDARG00000021611,0
ENSDARG00000036993,1
ENSDARG00000070657,6
ENSDARG00000092807,605
ENSDARG00000034714,0
ENSDARG00000004372,0
ENSDARG00000029146,1
ENSDARG00000056150,1
ENSDARG00000078574,0
ENSDARG00000094688,0
ENSDARG00000034568,1
ENSDARG00000030650,0
ENSDARG00000021494,3
ENSDARG00000111751,0
ENSDARG00000070644,0
ENSDARG00000086471,1
ENSDARG00000003113,5
ENSDARG00000077882,0
ENSDARG00000112846,0
ENSDARG00000037155,0
ENSDARG00000037140,2
ENSDARG00000056037,0
ENSDARG00000056122,2
ENSDARG00000037153,0
ENSDARG00000056075,2
ENSDARG00000094399,0
ENSDARG00000095512,0
ENSDARG00000104197,0
ENSDARG00000098968,1
ENSDARG00000101869,0
ENSDARG00000086159,0
ENSDARG00000079307,1
ENSDARG00000089429,6
ENSDARG00000076564,0
ENSDARG00000085149,0
ENSDARG00000037267,1
ENSDARG00000014386,1
ENSDARG00000027797,0
ENSDARG00000108672,0
ENSDARG00000076030,0
ENSDARG00000115007,0
ENSDARG00000004218,2
ENSDARG00000025766,0
ENSDARG00000037284,4
ENSDARG00000037285,10
ENSDARG00000015902,1
ENSDARG00000057062,0
ENSDARG00000005775,3
ENSDARG00000093100,0
ENSDARG00000094330,0
ENSDARG00000005350,1
ENSDARG00000011298,3
ENSDARG00000003383,1
ENSDARG00000078401,0
ENSDARG00000014179,3
ENSDARG00000094977,1
ENSDARG00000084441,0
ENSDARG00000006584,0
ENSDARG00000070539,0
ENSDARG00000040925,0
ENSDARG00000055554,0
ENSDARG00000037071,77
ENSDARG00000037068,0
ENSDARG00000037067,0
ENSDARG00000004745,1
ENSDARG00000037062,0
ENSDARG00000037060,1
ENSDARG00000018968,1
ENSDARG00000018179,0
ENSDARG00000055638,1
ENSDARG00000100606,0
ENSDARG00000115868,0
ENSDARG00000078800,0
ENSDARG00000055585,0
ENSDARG00000061520,0
ENSDARG00000093089,1
ENSDARG00000094837,0
ENSDARG00000009899,0
ENSDARG00000055655,0
ENSDARG00000003469,0
ENSDARG00000033738,21
ENSDARG00000093306,0
ENSDARG00000011549,0
ENSDARG00000088398,0
ENSDARG00000016782,5
ENSDARG00000083425,0
ENSDARG00000081815,0
ENSDARG00000007149,3
ENSDARG00000108300,0
ENSDARG00000055739,0
ENSDARG00000055754,0
ENSDARG00000055760,1
ENSDARG00000031649,0
ENSDARG00000007988,0
ENSDARG00000080245,0
ENSDARG00000111652,0
ENSDARG00000055770,1
ENSDARG00000028322,0
ENSDARG00000085038,0
ENSDARG00000085725,0
ENSDARG00000093890,0
ENSDARG00000037030,0
ENSDARG00000093492,0
ENSDARG00000098029,0
ENSDARG00000004452,2
ENSDARG00000093804,1
ENSDARG00000015343,4
ENSDARG00000037020,7
ENSDARG00000037017,6
ENSDARG00000055893,0
ENSDARG00000091906,0
ENSDARG00000105748,0
ENSDARG00000055899,0
ENSDARG00000031720,12
ENSDARG00000111139,0
ENSDARG00000038954,1
ENSDARG00000003250,1
ENSDARG00000008010,0
ENSDARG00000077307,0
ENSDARG00000100857,1
ENSDARG00000039931,4
ENSDARG00000074985,3
ENSDARG00000062129,3
ENSDARG00000097185,0
ENSDARG00000095919,0
ENSDARG00000010515,0
ENSDARG00000060498,0
ENSDARG00000053857,1
ENSDARG00000053854,0
ENSDARG00000077428,0
ENSDARG00000092307,0
ENSDARG00000081294,0
ENSDARG00000011196,1
ENSDARG00000041080,0
ENSDARG00000036956,3
ENSDARG00000053820,1
ENSDARG00000097796,0
ENSDARG00000074030,4
ENSDARG00000079423,0
ENSDARG00000036952,0
ENSDARG00000076964,0
ENSDARG00000053804,1
ENSDARG00000078244,0
ENSDARG00000110139,0
ENSDARG00000060484,0
ENSDARG00000086679,0
ENSDARG00000036930,0
ENSDARG00000036903,2
ENSDARG00000094345,1
ENSDARG00000015970,0
ENSDARG00000036754,21
ENSDARG00000076153,0
ENSDARG00000094050,2
ENSDARG00000036878,1
ENSDARG00000036876,2
ENSDARG00000036875,317
ENSDARG00000081654,0
ENSDARG00000081875,0
ENSDARG00000012397,1
ENSDARG00000036869,0
ENSDARG00000036868,0
ENSDARG00000036865,1
ENSDARG00000025522,1
ENSDARG00000116953,0
ENSDARG00000092056,0
ENSDARG00000036776,0
ENSDARG00000107921,0
ENSDARG00000036778,0
ENSDARG00000053666,1
ENSDARG00000060394,0
ENSDARG00000020887,0
ENSDARG00000086703,0
ENSDARG00000093702,0
ENSDARG00000073899,0
ENSDARG00000058022,0
ENSDARG00000103255,0
ENSDARG00000074675,0
ENSDARG00000036855,2
ENSDARG00000016463,0
ENSDARG00000078654,1
ENSDARG00000031698,0
ENSDARG00000025147,6
ENSDARG00000030641,0
ENSDARG00000000887,0
ENSDARG00000092792,0
ENSDARG00000105912,0
ENSDARG00000000796,0
ENSDARG00000103681,0
ENSDARG00000000588,1
ENSDARG00000060626,0
ENSDARG00000036831,1
ENSDARG00000079525,0
ENSDARG00000036826,0
ENSDARG00000026806,2
ENSDARG00000097071,0
ENSDARG00000097446,0
ENSDARG00000109390,0
ENSDARG00000095268,4
ENSDARG00000117366,0
ENSDARG00000060372,0
ENSDARG00000114686,0
ENSDARG00000116022,0
ENSDARG00000080504,0
ENSDARG00000081646,0
ENSDARG00000026864,0
ENSDARG00000108431,0
ENSDARG00000036785,0
ENSDARG00000026907,0
ENSDARG00000079291,0
ENSDARG00000006353,1
ENSDARG00000082556,0
ENSDARG00000075972,1
ENSDARG00000060306,1
ENSDARG00000011570,0
ENSDARG00000007867,3
ENSDARG00000092856,0
ENSDARG00000003219,1
ENSDARG00000017811,1
ENSDARG00000015460,0
ENSDARG00000093922,0
ENSDARG00000104767,0
ENSDARG00000092645,0
ENSDARG00000103364,13
ENSDARG00000094469,0
ENSDARG00000070393,0
ENSDARG00000099667,4
ENSDARG00000060288,2
ENSDARG00000080256,0
ENSDARG00000024954,0
ENSDARG00000098048,0
ENSDARG00000024895,5
ENSDARG00000089004,0
ENSDARG00000113050,0
ENSDARG00000008237,2
ENSDARG00000003206,3
ENSDARG00000105452,1
ENSDARG00000117356,0
ENSDARG00000004018,0
ENSDARG00000061272,1
ENSDARG00000091127,4
ENSDARG00000105015,0
ENSDARG00000098252,0
ENSDARG00000030830,0
ENSDARG00000104936,0
ENSDARG00000116857,0
ENSDARG00000075172,0
ENSDARG00000096989,0
ENSDARG00000076486,3
ENSDARG00000091073,0
ENSDARG00000036704,2
ENSDARG00000017525,4
ENSDARG00000033760,0
ENSDARG00000055216,41
ENSDARG00000001889,31
ENSDARG00000045367,2
ENSDARG00000028625,5
ENSDARG00000028628,0
ENSDARG00000015997,2
ENSDARG00000097383,0
ENSDARG00000031161,0
ENSDARG00000034117,7
ENSDARG00000082534,0
ENSDARG00000070348,2
ENSDARG00000095755,0
ENSDARG00000036695,0
ENSDARG00000094148,0
ENSDARG00000070353,0
ENSDARG00000070352,0
ENSDARG00000070351,0
ENSDARG00000096956,0
ENSDARG00000070339,3
ENSDARG00000083309,0
ENSDARG00000097150,1
ENSDARG00000092809,0
ENSDARG00000070346,0
ENSDARG00000093797,0
ENSDARG00000070343,0
ENSDARG00000070340,1
ENSDARG00000082918,0
ENSDARG00000070338,0
ENSDARG00000094560,0
ENSDARG00000070337,2
ENSDARG00000061187,5
ENSDARG00000036675,9
ENSDARG00000020606,1
ENSDARG00000116736,0
ENSDARG00000017844,8
ENSDARG00000061174,0
ENSDARG00000095396,0
ENSDARG00000026348,0
ENSDARG00000075314,1
ENSDARG00000101441,3
ENSDARG00000080147,0
ENSDARG00000101982,0
ENSDARG00000082871,0
ENSDARG00000090833,0
ENSDARG00000031020,0
ENSDARG00000036616,0
ENSDARG00000019265,1
ENSDARG00000099874,1
ENSDARG00000114281,0
ENSDARG00000088792,0
ENSDARG00000074554,3
ENSDARG00000055740,0
ENSDARG00000084219,0
ENSDARG00000063594,0
ENSDARG00000108194,0
ENSDARG00000061161,0
ENSDARG00000075990,0
ENSDARG00000097943,0
ENSDARG00000113353,0
ENSDARG00000025212,0
ENSDARG00000052537,0
ENSDARG00000052535,1
ENSDARG00000044325,0
ENSDARG00000059705,0
ENSDARG00000097111,0
ENSDARG00000052528,0
ENSDARG00000052527,0
ENSDARG00000070222,0
ENSDARG00000117697,0
ENSDARG00000116457,0
ENSDARG00000111739,0
ENSDARG00000038891,0
ENSDARG00000111188,1
ENSDARG00000001929,0
ENSDARG00000059700,0
ENSDARG00000116112,0
ENSDARG00000059699,0
ENSDARG00000055856,0
ENSDARG00000090741,0
ENSDARG00000026895,0
ENSDARG00000101752,1
ENSDARG00000088187,0
ENSDARG00000002601,0
ENSDARG00000054968,0
ENSDARG00000091015,0
ENSDARG00000061240,0
ENSDARG00000095280,0
ENSDARG00000092691,0
ENSDARG00000082215,0
ENSDARG00000061228,3
ENSDARG00000026296,1
ENSDARG00000088123,0
ENSDARG00000117759,0
ENSDARG00000113348,0
ENSDARG00000082906,0
ENSDARG00000079201,0
ENSDARG00000061147,1
ENSDARG00000044485,0
ENSDARG00000115869,0
ENSDARG00000100927,0
ENSDARG00000117396,0
ENSDARG00000099038,0
ENSDARG00000008107,1
ENSDARG00000011809,0
ENSDARG00000008788,0
ENSDARG00000078859,1
ENSDARG00000022648,0
ENSDARG00000075468,3
ENSDARG00000078924,0
ENSDARG00000016095,0
ENSDARG00000101619,9
ENSDARG00000102199,0
ENSDARG00000076056,0
ENSDARG00000077341,3
ENSDARG00000104435,1
ENSDARG00000054847,0
ENSDARG00000104500,2
ENSDARG00000095788,0
ENSDARG00000102026,0
ENSDARG00000101595,0
ENSDARG00000005913,2
ENSDARG00000112258,0
ENSDARG00000054641,3
ENSDARG00000084142,0
ENSDARG00000027495,5
ENSDARG00000075455,0
ENSDARG00000094447,0
ENSDARG00000094198,0
ENSDARG00000094460,0
ENSDARG00000089981,7
ENSDARG00000085799,0
ENSDARG00000075960,0
ENSDARG00000111776,0
ENSDARG00000088040,0
ENSDARG00000067808,0
ENSDARG00000095001,0
ENSDARG00000092956,0
ENSDARG00000041644,2
ENSDARG00000115013,0
ENSDARG00000076768,0
ENSDARG00000117747,0
ENSDARG00000117352,0
ENSDARG00000070227,2
ENSDARG00000108259,0
ENSDARG00000011490,1
ENSDARG00000107663,0
ENSDARG00000074827,0
ENSDARG00000046021,0
ENSDARG00000086856,4
ENSDARG00000087798,0
ENSDARG00000093240,1
ENSDARG00000102356,0
ENSDARG00000019025,0
ENSDARG00000096846,0
ENSDARG00000026248,0
ENSDARG00000112217,0
ENSDARG00000113498,0
ENSDARG00000091511,0
ENSDARG00000070271,0
ENSDARG00000101404,0
ENSDARG00000102805,0
ENSDARG00000103766,0
ENSDARG00000104540,1
ENSDARG00000103456,0
ENSDARG00000098803,2
ENSDARG00000106940,0
ENSDARG00000102292,0
ENSDARG00000098890,1
ENSDARG00000099003,1
ENSDARG00000104811,0
ENSDARG00000103347,0
ENSDARG00000085946,0
ENSDARG00000094287,0
ENSDARG00000092072,0
ENSDARG00000107356,0
ENSDARG00000117411,0
ENSDARG00000013524,0
ENSDARG00000110366,0
ENSDARG00000091584,1
ENSDARG00000023840,1
ENSDARG00000038123,2
ENSDARG00000060849,2
ENSDARG00000117217,0
ENSDARG00000093939,0
ENSDARG00000103586,2
ENSDARG00000096947,0
ENSDARG00000070157,0
ENSDARG00000117576,0
ENSDARG00000094316,0
ENSDARG00000077571,0
ENSDARG00000107514,0
ENSDARG00000038113,1
ENSDARG00000004114,0
ENSDARG00000103868,0
ENSDARG00000103725,0
ENSDARG00000111412,0
ENSDARG00000099199,1
ENSDARG00000100939,0
ENSDARG00000104508,0
ENSDARG00000077810,0
ENSDARG00000007216,4
ENSDARG00000090152,1
ENSDARG00000054548,0
ENSDARG00000009524,0
ENSDARG00000088882,0
ENSDARG00000076011,1
ENSDARG00000095911,1
ENSDARG00000012125,0
ENSDARG00000070127,0
ENSDARG00000095873,0
ENSDARG00000101281,0
ENSDARG00000043918,0
ENSDARG00000107169,0
ENSDARG00000117337,0
ENSDARG00000015068,0
ENSDARG00000117592,0
ENSDARG00000074572,4
ENSDARG00000098477,0
ENSDARG00000095969,0
ENSDARG00000060597,0
ENSDARG00000035771,1
ENSDARG00000095809,0
ENSDARG00000039385,1
ENSDARG00000027112,1
ENSDARG00000015835,0
ENSDARG00000095799,1
ENSDARG00000088985,0
ENSDARG00000034107,1
ENSDARG00000075024,1
ENSDARG00000002240,16
ENSDARG00000039005,9
ENSDARG00000099967,0
ENSDARG00000087392,0
ENSDARG00000099607,0
ENSDARG00000088091,36
ENSDARG00000039007,95
ENSDARG00000116713,0
ENSDARG00000039008,0
ENSDARG00000092799,0
ENSDARG00000054448,0
ENSDARG00000086481,0
ENSDARG00000099203,26
ENSDARG00000054218,0
ENSDARG00000095832,4
ENSDARG00000054211,0
ENSDARG00000076317,2
ENSDARG00000095963,1
ENSDARG00000095962,0
ENSDARG00000095861,0
ENSDARG00000103727,0
ENSDARG00000070119,0
ENSDARG00000053990,20
ENSDARG00000039901,0
ENSDARG00000039900,0
ENSDARG00000027381,0
ENSDARG00000077405,12
ENSDARG00000100962,0
ENSDARG00000114104,0
ENSDARG00000099425,0
ENSDARG00000036897,0
ENSDARG00000036894,16
ENSDARG00000100797,2
ENSDARG00000023062,2
ENSDARG00000095817,0
ENSDARG00000095843,0
ENSDARG00000044169,0
ENSDARG00000101212,0
ENSDARG00000092260,0
ENSDARG00000053966,0
ENSDARG00000077799,0
ENSDARG00000076310,1
ENSDARG00000102845,0
ENSDARG00000102585,0
ENSDARG00000062262,0
ENSDARG00000033955,0
ENSDARG00000102005,0
ENSDARG00000112923,0
ENSDARG00000099483,0
ENSDARG00000007751,1
ENSDARG00000012946,1
ENSDARG00000043046,1
ENSDARG00000095825,0
ENSDARG00000100075,3
ENSDARG00000102050,0
ENSDARG00000105093,0
ENSDARG00000099479,0
ENSDARG00000103134,2
ENSDARG00000103042,0
ENSDARG00000069904,0
ENSDARG00000053940,0
ENSDARG00000096304,0
ENSDARG00000101407,0
ENSDARG00000098990,0
ENSDARG00000100598,0
ENSDARG00000017649,0
ENSDARG00000088466,0
ENSDARG00000090039,0
ENSDARG00000042259,0
ENSDARG00000045465,2
ENSDARG00000076373,0
ENSDARG00000077245,0
ENSDARG00000109959,0
ENSDARG00000085507,0
ENSDARG00000059410,0
ENSDARG00000026417,0
ENSDARG00000021909,0
ENSDARG00000106476,0
ENSDARG00000100958,0
ENSDARG00000074715,0
ENSDARG00000059411,0
ENSDARG00000076005,1
ENSDARG00000006617,2
ENSDARG00000097429,0
ENSDARG00000076791,0
ENSDARG00000116324,0
ENSDARG00000045463,0
ENSDARG00000059412,0
ENSDARG00000096936,0
ENSDARG00000077878,0
ENSDARG00000096447,0
ENSDARG00000071863,0
ENSDARG00000102153,4
ENSDARG00000071864,0
ENSDARG00000095432,1
ENSDARG00000092319,0
ENSDARG00000101358,0
ENSDARG00000117691,0
ENSDARG00000109809,0
ENSDARG00000110804,0
ENSDARG00000013965,1
ENSDARG00000012642,0
ENSDARG00000063701,0
ENSDARG00000090649,0
ENSDARG00000094832,0
ENSDARG00000045453,0
ENSDARG00000071860,1
ENSDARG00000091247,0
ENSDARG00000112662,0
ENSDARG00000101110,1
ENSDARG00000104576,0
ENSDARG00000098589,9
ENSDARG00000100251,0
ENSDARG00000105040,0
ENSDARG00000106273,0
ENSDARG00000102412,4
ENSDARG00000104801,0
ENSDARG00000098245,0
ENSDARG00000012671,1
ENSDARG00000102341,0
ENSDARG00000059391,13
ENSDARG00000059388,3
ENSDARG00000075369,0
ENSDARG00000045447,0
ENSDARG00000019976,5
ENSDARG00000074611,0
ENSDARG00000097918,0
ENSDARG00000071823,1
ENSDARG00000117682,0
ENSDARG00000117496,0
ENSDARG00000028000,1
ENSDARG00000084074,0
ENSDARG00000029072,6
ENSDARG00000094547,0
ENSDARG00000114445,0
ENSDARG00000063677,1
ENSDARG00000116895,0
ENSDARG00000045444,1
ENSDARG00000045442,78
ENSDARG00000045443,0
ENSDARG00000015567,2
ENSDARG00000031307,0
ENSDARG00000077468,0
ENSDARG00000011821,0
ENSDARG00000055629,0
ENSDARG00000058585,1
ENSDARG00000092898,0
ENSDARG00000061221,0
ENSDARG00000095333,0
ENSDARG00000095245,0
ENSDARG00000061203,0
ENSDARG00000055575,0
ENSDARG00000113632,0
ENSDARG00000055566,0
ENSDARG00000116862,0
ENSDARG00000034883,1
ENSDARG00000010155,2
ENSDARG00000017910,2
ENSDARG00000095609,0
ENSDARG00000055520,0
ENSDARG00000016505,1
ENSDARG00000110504,0
ENSDARG00000055506,0
ENSDARG00000096932,0
ENSDARG00000015537,12
ENSDARG00000010186,1
ENSDARG00000079278,1
ENSDARG00000055476,0
ENSDARG00000013976,1
ENSDARG00000077134,0
ENSDARG00000082329,0
ENSDARG00000104295,0
ENSDARG00000109429,0
ENSDARG00000074528,1
ENSDARG00000031248,0
ENSDARG00000076826,0
ENSDARG00000093011,0
ENSDARG00000089794,0
ENSDARG00000008790,0
ENSDARG00000013933,0
ENSDARG00000079312,10
ENSDARG00000063636,1
ENSDARG00000015174,1
ENSDARG00000059362,3
ENSDARG00000011640,10
ENSDARG00000008164,0
ENSDARG00000078297,1
ENSDARG00000018461,4
ENSDARG00000076055,0
ENSDARG00000079560,2
ENSDARG00000079401,0
ENSDARG00000038876,4
ENSDARG00000015686,0
ENSDARG00000009342,2
ENSDARG00000113426,0
ENSDARG00000111747,1
ENSDARG00000104791,0
ENSDARG00000071774,0
ENSDARG00000045437,0
ENSDARG00000059279,8
ENSDARG00000110836,3
ENSDARG00000059287,0
ENSDARG00000045413,0
ENSDARG00000116385,0
ENSDARG00000045414,2
ENSDARG00000113258,0
ENSDARG00000045415,0
ENSDARG00000045416,0
ENSDARG00000113438,0
ENSDARG00000094618,0
ENSDARG00000037415,0
ENSDARG00000097146,0
ENSDARG00000059337,1
ENSDARG00000100872,1
ENSDARG00000059333,1
ENSDARG00000094667,0
ENSDARG00000092172,2
ENSDARG00000045427,0
ENSDARG00000078261,2
ENSDARG00000063588,1
ENSDARG00000059322,0
ENSDARG00000106397,0
ENSDARG00000090230,1
ENSDARG00000023028,7
ENSDARG00000063573,2
ENSDARG00000092885,0
ENSDARG00000095281,0
ENSDARG00000093216,0
ENSDARG00000078638,0
ENSDARG00000092924,0
ENSDARG00000045424,0
ENSDARG00000045423,0
ENSDARG00000086362,2
ENSDARG00000107850,0
ENSDARG00000073931,1
ENSDARG00000045422,0
ENSDARG00000095829,0
ENSDARG00000071724,1
ENSDARG00000098036,0
ENSDARG00000045695,2
ENSDARG00000093108,0
ENSDARG00000095733,0
ENSDARG00000045417,0
ENSDARG00000084053,0
ENSDARG00000039729,2
ENSDARG00000071727,0
ENSDARG00000114677,0
ENSDARG00000102732,0
ENSDARG00000109069,0
ENSDARG00000113628,0
ENSDARG00000090548,0
ENSDARG00000007418,1
ENSDARG00000009178,1
ENSDARG00000071735,0
ENSDARG00000038814,2
ENSDARG00000094422,1
ENSDARG00000045411,0
ENSDARG00000040133,0
ENSDARG00000084290,0
ENSDARG00000040309,0
ENSDARG00000040310,1
ENSDARG00000052131,3
ENSDARG00000094942,0
ENSDARG00000110936,0
ENSDARG00000092528,0
ENSDARG00000022970,0
ENSDARG00000011404,2
ENSDARG00000103898,0
ENSDARG00000099738,0
ENSDARG00000100235,0
ENSDARG00000099575,0
ENSDARG00000105010,0
ENSDARG00000094941,0
ENSDARG00000110005,0
ENSDARG00000005220,2
ENSDARG00000069260,0
ENSDARG00000041492,0
ENSDARG00000096451,0
ENSDARG00000063882,1
ENSDARG00000041493,1
ENSDARG00000075113,0
ENSDARG00000041828,0
ENSDARG00000020956,6
ENSDARG00000002165,1
ENSDARG00000108683,0
ENSDARG00000009868,0
ENSDARG00000115898,0
ENSDARG00000045355,1
ENSDARG00000045360,6
ENSDARG00000026801,23
ENSDARG00000058730,1
ENSDARG00000094794,0
ENSDARG00000110160,0
ENSDARG00000058710,0
ENSDARG00000088842,0
ENSDARG00000110491,0
ENSDARG00000031875,0
ENSDARG00000110016,0
ENSDARG00000014259,5
ENSDARG00000026500,0
ENSDARG00000019137,3
ENSDARG00000017929,3
ENSDARG00000081993,0
ENSDARG00000045371,0
ENSDARG00000094442,0
ENSDARG00000093645,0
ENSDARG00000045372,2
ENSDARG00000045373,8
ENSDARG00000063049,0
ENSDARG00000092995,0
ENSDARG00000058603,2
ENSDARG00000110233,0
ENSDARG00000058601,0
ENSDARG00000045378,0
ENSDARG00000077275,0
ENSDARG00000063032,0
ENSDARG00000045391,0
ENSDARG00000004131,0
ENSDARG00000115878,0
ENSDARG00000058565,0
ENSDARG00000116720,0
ENSDARG00000077151,2
ENSDARG00000016897,0
ENSDARG00000110114,0
ENSDARG00000071596,0
ENSDARG00000093743,0
ENSDARG00000071594,0
ENSDARG00000096457,2
ENSDARG00000096455,0
ENSDARG00000096436,0
ENSDARG00000058821,2
ENSDARG00000111426,0
ENSDARG00000103141,0
ENSDARG00000084965,0
ENSDARG00000045398,2
ENSDARG00000045399,16
ENSDARG00000073786,1
ENSDARG00000001930,2
ENSDARG00000008292,57
ENSDARG00000074453,0
ENSDARG00000071626,6
ENSDARG00000027088,25
ENSDARG00000032098,4
ENSDARG00000018459,2
ENSDARG00000074708,0
ENSDARG00000003776,2
ENSDARG00000045401,1
ENSDARG00000045402,2
ENSDARG00000006010,0
ENSDARG00000020158,0
ENSDARG00000117494,0
ENSDARG00000097929,0
ENSDARG00000018491,3
ENSDARG00000010571,2
ENSDARG00000007691,3
ENSDARG00000096996,0
ENSDARG00000096926,0
ENSDARG00000058969,3
ENSDARG00000116293,0
ENSDARG00000115131,0
ENSDARG00000116030,0
ENSDARG00000038040,0
ENSDARG00000108243,0
ENSDARG00000018637,56
ENSDARG00000058966,3
ENSDARG00000089205,0
ENSDARG00000087804,0
ENSDARG00000101443,1
ENSDARG00000108928,0
ENSDARG00000100236,1
ENSDARG00000063474,2
ENSDARG00000096479,0
ENSDARG00000012013,0
ENSDARG00000071692,1
ENSDARG00000095034,0
ENSDARG00000115708,0
ENSDARG00000038428,5
ENSDARG00000071685,1
ENSDARG00000038429,0
ENSDARG00000100303,0
ENSDARG00000112015,0
ENSDARG00000059166,0
ENSDARG00000096121,0
ENSDARG00000096080,0
ENSDARG00000092007,0
