R-DRE-453274	Mitotic G2-G2/M phases	107	110	1	1	1	1	1	1	1	1	1	8	109	4784	0.98379	0.18489	0.18489	0.91	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5617833	Cilium Assembly	98	100	1	1	1	1	1	1	1	1	1	8	99	4794	0.98649	0.16944	0.16944	1.0	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5620912	Anchoring of the basal body to the plasma membrane	55	55	1	1	1	1	1	1	1	1	1	8	54	4839	0.99577	0.096639	0.096639	1.82	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-69275	G2/M Transition	106	109	1	1	1	1	1	1	1	1	1	8	108	4785	0.98407	0.18335	0.18335	0.92	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-8854518	AURKA Activation by TPX2	42	42	1	1	1	1	1	1	1	1	1	8	41	4852	0.99752	0.07458	0.07458	2.38	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-194002	Glucocorticoid biosynthesis	8	9	1	0	0	1	1	0	1	0	0	9	9	4884	0.98358	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-196071	Metabolism of steroid hormones	18	21	1	0	0	1	1	0	1	0	0	9	21	4872	0.96207	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-977443	GABA receptor activation	39	40	1	0	0	1	1	1	1	0	0	9	40	4853	0.92886	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-201681	TCF dependent signaling in response to WNT	107	127	1	1	0	1	1	1	1	0	0	9	127	4766	0.78943	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9018519	Estrogen-dependent gene expression	58	74	3	2	1	3	3	2	3	1	1	8	73	4820	0.99244	0.12804	0.12804	1.35	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-6811434	COPI-dependent Golgi-to-ER retrograde traffic	57	58	1	1	0	1	1	1	1	0	0	9	58	4835	0.89834	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8856688	Golgi-to-ER retrograde transport	64	65	1	1	0	1	1	1	1	0	0	9	65	4828	0.88671	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-983189	Kinesins	31	32	1	1	0	1	1	1	1	0	0	9	32	4861	0.94271	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-877300	Interferon gamma signaling	9	11	1	0	0	0	0	0	1	0	0	9	11	4882	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-877312	Regulation of IFNG signaling	5	7	1	0	0	0	0	0	1	0	0	9	7	4886	0.98721	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-913531	Interferon Signaling	22	25	1	0	0	0	0	0	1	0	0	9	25	4868	0.95499	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-211897	Cytochrome P450 - arranged by substrate type	36	37	1	0	0	1	1	0	1	0	0	9	37	4856	0.93403	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2187338	Visual phototransduction	47	47	1	0	0	1	1	1	1	0	0	9	47	4846	0.91688	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9709957	Sensory Perception	52	71	1	0	0	1	1	1	1	0	0	9	71	4822	0.87685	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8934593	Regulation of RUNX1 Expression and Activity	9	12	1	1	0	1	1	1	1	0	0	9	12	4881	0.97817	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8848584	Wax and plasmalogen biosynthesis	5	5	1	1	0	1	1	1	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9640463	Wax biosynthesis	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-75955	RNA Polymerase II Transcription Elongation	34	34	1	0	0	1	1	0	1	0	0	9	34	4859	0.93923	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8978934	Metabolism of cofactors	7	7	1	1	1	1	1	1	1	1	1	8	6	4887	0.99994	0.012789	0.012789	14.29	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-68875	Mitotic Prophase	49	64	1	0	0	1	1	1	1	0	0	9	64	4829	0.88836	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-211000	Gene Silencing by RNA	48	63	1	0	0	1	1	0	1	0	0	9	63	4830	0.89002	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-212165	Epigenetic regulation of gene expression	46	61	2	1	0	2	2	1	2	0	0	9	61	4832	0.89334	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5250913	Positive epigenetic regulation of rRNA expression	34	49	2	1	0	2	2	1	2	0	0	9	49	4844	0.91348	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5250924	B-WICH complex positively regulates rRNA expression	34	49	2	1	0	2	2	1	2	0	0	9	49	4844	0.91348	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5578749	Transcriptional regulation by small RNAs	42	57	1	0	0	1	1	0	1	0	0	9	57	4836	0.90001	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-73772	RNA Polymerase I Promoter Escape	36	51	2	1	0	2	2	1	2	0	0	9	51	4842	0.9101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-73854	RNA Polymerase I Promoter Clearance	45	60	2	1	0	2	2	1	2	0	0	9	60	4833	0.895	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-73864	RNA Polymerase I Transcription	46	61	2	1	0	2	2	1	2	0	0	9	61	4832	0.89334	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	29	44	1	1	0	1	1	1	1	0	0	9	44	4849	0.922	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	14	14	1	1	0	1	1	1	1	0	0	9	14	4879	0.97457	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4551638	SUMOylation of chromatin organization proteins	30	30	1	0	0	0	0	0	1	0	0	9	30	4863	0.94621	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-70171	Glycolysis	21	22	1	1	1	0	0	0	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-70326	Glucose metabolism	33	34	2	2	1	1	1	1	2	0	0	9	34	4859	0.93923	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8873719	RAB geranylgeranylation	39	40	1	1	0	1	1	1	1	0	0	9	40	4853	0.92886	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3371568	Attenuation phase	11	11	1	1	1	1	1	1	1	1	1	8	10	4883	0.99984	0.020032	0.020032	9.09	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689			0.232706		0.782376		0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-3371571	HSF1-dependent transactivation	16	17	1	1	1	1	1	1	1	1	1	8	16	4877	0.9996	0.030807	0.030807	5.88	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689			0.232706		0.782376		0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-211976	Endogenous sterols	16	16	1	0	0	1	1	0	1	0	0	9	16	4877	0.97098	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3371511	HSF1 activation	9	9	1	1	1	1	1	1	1	1	1	8	8	4885	0.99989	0.016416	0.016416	11.11	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-1482788	Acyl chain remodelling of PC	13	15	1	0	0	1	1	0	1	0	0	9	15	4878	0.97277	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1483166	Synthesis of PA	23	24	1	1	0	1	1	1	1	0	0	9	24	4869	0.95675	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2022857	Keratan sulfate degradation	6	6	1	1	0	1	1	1	1	0	0	9	6	4887	0.98903	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	9	9	1	1	0	1	1	1	1	0	0	9	9	4884	0.98358	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975577	N-Glycan antennae elongation	9	9	1	1	0	1	1	1	1	0	0	9	9	4884	0.98358	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3238698	WNT ligand biogenesis and trafficking	17	20	1	1	0	1	1	1	1	0	0	9	20	4873	0.96384	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	11	12	1	1	0	1	1	1	1	0	0	9	12	4881	0.97817	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-113418	Formation of the Early Elongation Complex	22	22	1	0	0	1	1	0	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6781823	Formation of TC-NER Pre-Incision Complex	38	38	1	0	0	1	1	0	1	0	0	9	38	4855	0.9323	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	44	44	1	0	0	1	1	0	1	0	0	9	44	4849	0.922	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6796648	TP53 Regulates Transcription of DNA Repair Genes	28	28	1	0	0	1	1	0	1	0	0	9	28	4865	0.94971	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6803529	FGFR2 alternative splicing	20	20	1	0	0	1	1	0	1	0	0	9	20	4873	0.96384	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6807505	RNA polymerase II transcribes snRNA genes	51	51	2	1	0	2	2	1	2	0	0	9	51	4842	0.9101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-72086	mRNA Capping	22	22	1	0	0	1	1	0	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-77075	RNA Pol II CTD phosphorylation and interaction with CE	22	22	1	0	0	1	1	0	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	38	41	1	1	1	1	1	1	1	1	1	8	40	4853	0.99763	0.072863	0.072863	2.44	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001										0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5213460	RIPK1-mediated regulated necrosis	14	16	1	1	1	1	1	1	1	1	1	8	15	4878	0.99965	0.029019	0.029019	6.25	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689			0.232706		0.782376		0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5675482	Regulation of necroptotic cell death	14	16	1	1	1	1	1	1	1	1	1	8	15	4878	0.99965	0.029019	0.029019	6.25	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689			0.232706		0.782376		0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-3232142	SUMOylation of ubiquitinylation proteins	24	27	1	0	0	0	0	0	1	0	0	9	27	4866	0.95147	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3899300	SUMOylation of transcription cofactors	34	34	1	0	0	0	0	0	1	0	0	9	34	4859	0.93923	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-390648	Muscarinic acetylcholine receptors	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-193648	NRAGE signals death through JNK	25	25	1	1	0	1	1	1	1	0	0	9	25	4868	0.95499	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-204998	Cell death signalling via NRAGE, NRIF and NADE	34	34	1	1	0	1	1	1	1	0	0	9	34	4859	0.93923	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6811440	Retrograde transport at the Trans-Golgi-Network	21	22	1	1	0	1	1	1	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	5	5	1	1	1	1	1	1	1	1	1	8	4	4889	0.99997	0.00915	0.00915	20.0	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5358346	Hedgehog ligand biogenesis	42	45	1	0	0	1	1	1	1	0	0	9	45	4848	0.92029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	7	8	1	1	0	1	1	1	1	0	0	9	8	4885	0.9854	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6807878	COPI-mediated anterograde transport	50	51	1	0	0	0	0	0	1	0	0	9	51	4842	0.9101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	23	23	1	1	0	1	1	1	1	0	0	9	23	4870	0.95852	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9706574	RHOBTB GTPase Cycle	16	16	1	1	1	1	1	1	1	1	1	8	15	4878	0.99965	0.029019	0.029019	6.25	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689			0.232706		0.782376		0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5654706	FRS-mediated FGFR3 signaling	11	11	1	0	0	1	1	1	1	0	0	9	11	4882	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5654708	Downstream signaling of activated FGFR3	15	15	1	0	0	1	1	1	1	0	0	9	15	4878	0.97277	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5654741	Signaling by FGFR3	27	27	1	0	0	1	1	1	1	0	0	9	27	4866	0.95147	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-432722	Golgi Associated Vesicle Biogenesis	27	27	1	1	0	1	1	1	1	0	0	9	27	4866	0.95147	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1296065	Inwardly rectifying K+ channels	26	28	1	1	0	1	1	1	1	0	0	9	28	4865	0.94971	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-75109	Triglyceride biosynthesis	6	6	1	0	0	1	1	1	1	0	0	9	6	4887	0.98903	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8979227	Triglyceride metabolism	13	13	1	0	0	1	1	1	1	0	0	9	13	4880	0.97636	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2672351	Stimuli-sensing channels	31	33	1	1	1	0	0	0	1	0	0	9	33	4860	0.94097	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5578768	Physiological factors	2	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013420	RHOU GTPase cycle	25	25	1	0	0	0	0	0	1	0	0	9	25	4868	0.95499	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013418	RHOBTB2 GTPase cycle	9	9	1	1	1	1	1	1	1	1	1	8	8	4885	0.99989	0.016416	0.016416	11.11	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-73762	RNA Polymerase I Transcription Initiation	29	29	2	1	0	2	2	1	2	0	0	9	29	4864	0.94796	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-73863	RNA Polymerase I Transcription Termination	22	22	2	1	0	2	2	1	2	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-74158	RNA Polymerase III Transcription	19	19	3	2	2	2	2	1	3	1	1	8	18	4875	0.9995	0.034375	0.034375	5.26	563394	gtf3c2	ENSDARG00000004574		0.0601629	0.0601629	0.0601629		0.0601629		0.0275297	0.0275297	0.0275297		0.0275297		0.131479	0.131479	0.131479		0.131479		0.0	0.0601629			0.0275297		0.131479		0.0601629	0.0275297	0.131479	1	0	1	563394	ENSDARG00000004574	0.0601629	0.0601629		0.0275297	0.0275297		0.131479	0.131479		0.0601629	0.0275297	0.131479	0															0						Poly 2,1(1)	1.5949532985687256	1.5949532985687256	1.5949532985687256	1.5949532985687256	0.0	1.5949532985687256	0.0601629	0.0601629	0.0275297	0.0275297	0.131479	0.131479	UP	1.0	0.0	0.0	
R-DRE-76046	RNA Polymerase III Transcription Initiation	19	19	3	2	2	2	2	1	3	1	1	8	18	4875	0.9995	0.034375	0.034375	5.26	563394	gtf3c2	ENSDARG00000004574		0.0601629	0.0601629	0.0601629		0.0601629		0.0275297	0.0275297	0.0275297		0.0275297		0.131479	0.131479	0.131479		0.131479		0.0	0.0601629			0.0275297		0.131479		0.0601629	0.0275297	0.131479	1	0	1	563394	ENSDARG00000004574	0.0601629	0.0601629		0.0275297	0.0275297		0.131479	0.131479		0.0601629	0.0275297	0.131479	0															0						Poly 2,1(1)	1.5949532985687256	1.5949532985687256	1.5949532985687256	1.5949532985687256	0.0	1.5949532985687256	0.0601629	0.0601629	0.0275297	0.0275297	0.131479	0.131479	UP	1.0	0.0	0.0	
R-DRE-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter	15	15	2	1	1	2	2	1	2	1	1	8	14	4879	0.99969	0.027227	0.027227	6.67	563394	gtf3c2	ENSDARG00000004574		0.0601629	0.0601629	0.0601629		0.0601629		0.0275297	0.0275297	0.0275297		0.0275297		0.131479	0.131479	0.131479		0.131479		0.0	0.0601629			0.0275297		0.131479		0.0601629	0.0275297	0.131479	1	0	1	563394	ENSDARG00000004574	0.0601629	0.0601629		0.0275297	0.0275297		0.131479	0.131479		0.0601629	0.0275297	0.131479	0															0						Poly 2,1(1)	1.5949532985687256	1.5949532985687256	1.5949532985687256	1.5949532985687256	0.0	1.5949532985687256	0.0601629	0.0601629	0.0275297	0.0275297	0.131479	0.131479	UP	1.0	0.0	0.0	
R-DRE-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter	15	15	2	1	1	2	2	1	2	1	1	8	14	4879	0.99969	0.027227	0.027227	6.67	563394	gtf3c2	ENSDARG00000004574		0.0601629	0.0601629	0.0601629		0.0601629		0.0275297	0.0275297	0.0275297		0.0275297		0.131479	0.131479	0.131479		0.131479		0.0	0.0601629			0.0275297		0.131479		0.0601629	0.0275297	0.131479	1	0	1	563394	ENSDARG00000004574	0.0601629	0.0601629		0.0275297	0.0275297		0.131479	0.131479		0.0601629	0.0275297	0.131479	0															0						Poly 2,1(1)	1.5949532985687256	1.5949532985687256	1.5949532985687256	1.5949532985687256	0.0	1.5949532985687256	0.0601629	0.0601629	0.0275297	0.0275297	0.131479	0.131479	UP	1.0	0.0	0.0	
R-DRE-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	15	15	2	1	1	1	1	0	2	0	0	9	15	4878	0.97277	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5685942	HDR through Homologous Recombination (HRR)	31	31	1	1	1	1	1	1	1	1	1	8	30	4863	0.99864	0.055541	0.055541	3.23	560212	top3a	ENSDARG00000052827		0.681507	0.681507	0.681507		0.681507		0.276456	0.276456	0.276456		0.276456		1.68002	1.68002	1.68002		1.68002										0.681507	0.276456	1.68002	0	1	0															1	560212	ENSDARG00000052827	0.681507	0.681507		0.276456	0.276456		1.68002	1.68002		0.681507	0.276456	1.68002	0						Linear,1(1)	1.538857340812683	1.538857340812683	1.538857340812683	1.538857340812683	0.0	1.538857340812683	0.681507	0.681507	0.276456	0.276456	1.68002	1.68002	DOWN	0.0	1.0	0.0	
R-DRE-9707616	Heme signaling	6	9	1	1	0	1	1	1	1	0	0	9	9	4884	0.98358	1.0	1.0	0.0																																		0	0	0															0															0																							
