Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Decanol_DESeq_normData
Work Source: Decanol_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 371
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-9748784	Drug ADME	61	67	2	2	2	2	2	2	2	2	2	62	65	4773	0.94366	0.21763	0.21763	2.99	767718;100534752	sult5a1;slc16a1a	ENSDARG00000007769;ENSDARG00000016963		0.5384074999999999	0.5384074999999999	0.399111	0.19699499949110416	0.5362623522245837	0.1969716388380401	0.27780150000000003	0.27780150000000003	0.241135	0.05185426158475288	0.2772368407235121	0.05184811244686668	1.060546	1.060546	0.660582	0.5656345132609925	1.0543866070156351	0.565567437489225									0.677704;0.399111	0.314468;0.241135	1.46051;0.660582	2	0	2	767718;100534752	ENSDARG00000007769;ENSDARG00000016963	0.5384074999999999	0.5384074999999999	0.19699499949110416	0.27780150000000003	0.27780150000000003	0.05185426158475288	1.060546	1.060546	0.5656345132609925	0.677704;0.399111	0.314468;0.241135	1.46051;0.660582	0															0						Linear,2(1)	1.7448356924116053	3.5241624116897583	1.5161572694778442	2.008005142211914	0.34778896612243876	1.7620812058448792	0.26538636	0.8114286399999999	0.20593516	0.34966784000000006	0.2766165600000001	1.8444754399999999	UP	1.0	0.0	0.0	
R-DRE-9753281	Paracetamol ADME	24	27	1	1	1	1	1	1	1	1	1	63	26	4812	0.95222	0.29937	0.29937	3.7	767718	sult5a1	ENSDARG00000007769		0.677704	0.677704	0.677704		0.677704		0.314468	0.314468	0.314468		0.314468		1.46051	1.46051	1.46051		1.46051										0.677704	0.314468	1.46051	1	0	1	767718	ENSDARG00000007769	0.677704	0.677704		0.314468	0.314468		1.46051	1.46051		0.677704	0.314468	1.46051	0															0						Linear,1(1)	2.008005142211914	2.008005142211914	2.008005142211914	2.008005142211914	0.0	2.008005142211914	0.677704	0.677704	0.314468	0.314468	1.46051	1.46051	UP	1.0	0.0	0.0	
R-DRE-15869	Metabolism of nucleotides	53	53	2	2	1	2	2	2	2	1	1	63	52	4786	0.84831	0.50355	0.50355	1.89	436652	entpd8	ENSDARG00000005565		0.0326919	0.0326919	0.0326919		0.0326919		0.0201177	0.0201177	0.0201177		0.0201177		0.0531255	0.0531255	0.0531255		0.0531255										0.0326919	0.0201177	0.0531255	0	1	0															1	436652	ENSDARG00000005565	0.0326919	0.0326919		0.0201177	0.0201177		0.0531255	0.0531255		0.0326919	0.0201177	0.0531255	0						Poly 2,1(1)	1.5397250652313232	1.5397250652313232	1.5397250652313232	1.5397250652313232	0.0	1.5397250652313232	0.0326919	0.0326919	0.0201177	0.0201177	0.0531255	0.0531255	DOWN	0.0	1.0	0.0	
R-DRE-1266738	Developmental Biology	201	204	3	3	2	3	3	2	3	1	1	63	203	4635	0.24684	0.93533	0.52251	0.49	140815	cebpa	ENSDARG00000036074		0.0158726	0.0158726	0.0158726		0.0158726		0.0113228	0.0113228	0.0113228		0.0113228		0.0222508	0.0222508	0.0222508		0.0222508										0.0158726	0.0113228	0.0222508	1	0	1	140815	ENSDARG00000036074	0.0158726	0.0158726		0.0113228	0.0113228		0.0222508	0.0222508		0.0158726	0.0113228	0.0222508	0															0						Poly 2,1(1)	1.879225730895996	1.879225730895996	1.879225730895996	1.879225730895996	0.0	1.879225730895996	0.0158726	0.0158726	0.0113228	0.0113228	0.0222508	0.0222508	UP	1.0	0.0	0.0	
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	67	73	1	1	1	1	1	1	1	1	1	63	72	4766	0.75331	0.6196	0.6196	1.37	114433	igf1	ENSDARG00000094132		0.0596749	0.0596749	0.0596749		0.0596749		0.0274976	0.0274976	0.0274976		0.0274976		0.129506	0.129506	0.129506		0.129506										0.0596749	0.0274976	0.129506	0	1	0															1	114433	ENSDARG00000094132	0.0596749	0.0596749		0.0274976	0.0274976		0.129506	0.129506		0.0596749	0.0274976	0.129506	0						Poly 2,1(1)	1.920430302619934	1.920430302619934	1.920430302619934	1.920430302619934	0.0	1.920430302619934	0.0596749	0.0596749	0.0274976	0.0274976	0.129506	0.129506	DOWN	0.0	1.0	0.0	
R-DRE-392499	Metabolism of proteins	945	977	10	9	7	9	9	9	10	6	6	58	971	3867	0.018235	0.9933	0.038909	0.61	768152;565875;561028;494033;324197;114433	ube2t;nr1i2;b3gnt3.3;tfap2c;toporsa;igf1	ENSDARG00000063285;ENSDARG00000029766;ENSDARG00000093521;ENSDARG00000040606;ENSDARG00000037260;ENSDARG00000094132		0.097712521	0.018786125	3.80396E-4	0.19241908056842133	0.04842619501503313	0.13570033283273975	0.05354763083333333	0.010921479	8.8708E-5	0.10749016827363206	0.02575015628950563	0.07568880639509958	0.17977453166666665	0.03340754	0.00163121	0.34400592540081065	0.09296472045448531	0.24303455739006913									0.487483;3.80396E-4;0.0346579;0.00291435;0.00116458;0.0596749	0.271623;8.8708E-5;0.020946;8.96958E-4;2.33519E-4;0.0274976	0.874887;0.00163121;0.0573459;0.00946918;0.0058079;0.129506	3	3	3	768152;561028;494033	ENSDARG00000063285;ENSDARG00000093521;ENSDARG00000040606	0.17501841666666665	0.0346579	0.27106733502933517	0.09782198600000001	0.020946	0.15084954548108717	0.3139006933333333	0.0573459	0.4864177960150308	0.487483;0.0346579;0.00291435	0.271623;0.020946;8.96958E-4	0.874887;0.0573459;0.00946918	3	565875;324197;114433	ENSDARG00000029766;ENSDARG00000037260;ENSDARG00000094132	0.020406625333333334	0.00116458	0.03400958368767612	0.009273275666666667	2.33519E-4	0.015782893923844396	0.04564837	0.0058079	0.07265285793932473	3.80396E-4;0.00116458;0.0596749	8.8708E-5;2.33519E-4;0.0274976	0.00163121;0.0058079;0.129506	0						Hill,3(0.5);Linear,1(0.17);Poly 2,2(0.34)	1.9010268378004	11.904903650283813	1.5180294513702393	3.437147378921509	0.7235983084150129	1.68449467420578	-0.05625480996158522	0.2516798519615852	-0.032462416947857856	0.1395576786145245	-0.09548753700380078	0.4550366003371341	CONFLICT	0.5	0.5	0.0	
R-DRE-597592	Post-translational protein modification	729	752	9	8	6	8	8	8	9	5	5	59	747	4091	0.057635	0.97688	0.1143	0.66	768152;565875;561028;494033;324197	ube2t;nr1i2;b3gnt3.3;tfap2c;toporsa	ENSDARG00000063285;ENSDARG00000029766;ENSDARG00000093521;ENSDARG00000040606;ENSDARG00000037260		0.1053200452	0.00291435	3.80396E-4	0.21411987302698898	0.04615414444692298	0.15171640982450996	0.058757636999999995	8.96958E-4	8.8708E-5	0.11932765443283418	0.02539720184004009	0.08468708831206748	0.18982823799999998	0.00946918	0.00163121	0.38362353721559933	0.0855839921784914	0.27119928267497595									0.487483;3.80396E-4;0.0346579;0.00291435;0.00116458	0.271623;8.8708E-5;0.020946;8.96958E-4;2.33519E-4	0.874887;0.00163121;0.0573459;0.00946918;0.0058079	3	2	3	768152;561028;494033	ENSDARG00000063285;ENSDARG00000093521;ENSDARG00000040606	0.17501841666666665	0.0346579	0.27106733502933517	0.09782198600000001	0.020946	0.15084954548108717	0.3139006933333333	0.0573459	0.4864177960150308	0.487483;0.0346579;0.00291435	0.271623;0.020946;8.96958E-4	0.874887;0.0573459;0.00946918	2	565875;324197	ENSDARG00000029766;ENSDARG00000037260	7.72488E-4	7.72488E-4	5.545018240979916E-4	1.611135E-4	1.611135E-4	1.0239684009040519E-4	0.0037195550000000003	0.0037195550000000003	0.00295336582191404	3.80396E-4;0.00116458	8.8708E-5;2.33519E-4	0.00163121;0.0058079	0						Hill,3(0.6);Linear,1(0.2);Poly 2,1(0.2)	1.8971697341424163	9.98447334766388	1.5180294513702393	3.437147378921509	0.8082543267539395	1.662338376045227	-0.08236429863741261	0.2930043890374126	-0.04583766378770915	0.16335293778770915	-0.14643261833733617	0.5260890943373362	UP	0.6	0.4	0.0	
R-DRE-109581	Apoptosis	57	71	1	1	1	1	1	1	1	1	1	63	70	4768	0.76302	0.60931	0.60931	1.41	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755										0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-1257604	PIP3 activates AKT signaling	152	159	6	6	6	6	6	4	6	4	4	60	155	4683	0.94454	0.15275	0.15275	2.52	792957;368245;317734;100005297	trib1;fgf19;esr2a;epgn	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000016454;ENSDARG00000104992		0.0347087525	0.024448249999999998	0.00637201	0.0346084455906121	0.02006812754433447	0.0213017835076425	0.01346468	0.01171197	0.00114438	0.013804299131821218	0.007777442760479388	0.010881337135365722	0.10262542499999999	0.0683018	0.0354801	0.0923384448561333	0.0678209816032164	0.05188273963990001									0.00637201;0.0146343;0.0835665;0.0342622	0.00114438;0.00267624;0.0292904;0.0207477	0.0354801;0.0800241;0.238418;0.0565795	3	1	3	792957;368245;100005297	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000104992	0.018422836666666668	0.0146343	0.01432586584172256	0.008189440000000001	0.00267624	0.010902709270433658	0.05736123333333334	0.0565795	0.022282287006798313	0.00637201;0.0146343;0.0342622	0.00114438;0.00267624;0.0207477	0.0354801;0.0800241;0.0565795	1	317734	ENSDARG00000016454	0.0835665	0.0835665		0.0292904	0.0292904		0.238418	0.238418		0.0835665	0.0292904	0.238418	0						Hill,2(0.5);Poly 2,2(0.5)	2.40076712356356	10.903170347213745	1.7175103425979614	5.385933876037598	1.7789379254976705	1.899863064289093	7.924758212001434E-4	0.06862502917879987	-6.353314918479402E-5	0.026992893149184797	0.012133749040989392	0.19311710095901058	UP	0.75	0.25	0.0	
R-DRE-1280215	Cytokine Signaling in Immune system	179	206	4	4	4	4	4	4	4	4	4	60	202	4636	0.87	0.28155	0.34447	1.94	678605;566761;436866;100331628	crfb12;edaradd;tnfsf10;tnfsf11	ENSDARG00000052413;ENSDARG00000062289;ENSDARG00000057241;ENSDARG00000068141		0.235548225	0.21418585	0.0410732	0.2183946067392138	0.18740724926205568	0.2027974000540968	0.136812925	0.128304	0.0232427	0.12960158650014986	0.11118146879124911	0.12269218892226166	0.40761057500000003	0.361035	0.0725823	0.3695467359779939	0.3172640984938709	0.3369025693633742									0.369253;0.0410732;0.0591187;0.472748	0.229035;0.0232427;0.027573;0.267401	0.595315;0.0725823;0.126755;0.83579	4	0	4	678605;566761;436866;100331628	ENSDARG00000052413;ENSDARG00000062289;ENSDARG00000057241;ENSDARG00000068141	0.235548225	0.21418585	0.2183946067392138	0.136812925	0.128304	0.12960158650014986	0.40761057500000003	0.361035	0.3695467359779939	0.369253;0.0410732;0.0591187;0.472748	0.229035;0.0232427;0.027573;0.267401	0.595315;0.0725823;0.126755;0.83579	0															0						Linear,2(0.5);Poly 2,2(0.5)	1.6792843625172833	6.744409084320068	1.5094258785247803	1.9219368696212769	0.17725022028253173	1.6565231680870056	0.021521510395570487	0.4495749396044295	0.009803370229853114	0.2638224797701469	0.045454773741565924	0.7697663762584341	UP	1.0	0.0	0.0	
R-DRE-1280218	Adaptive Immune System	325	362	7	7	5	7	7	6	7	4	4	60	358	4480	0.48381	0.70649	1.0	1.1	792957;567287;436866;100331628	trib1;rnf217;tnfsf10;tnfsf11	ENSDARG00000110963;ENSDARG00000060944;ENSDARG00000057241;ENSDARG00000068141		0.3597939275	0.26593335	0.00637201	0.41669616893312444	0.15888567271573217	0.33577888326992167	0.157549095	0.147487	0.00114438	0.16791477548477607	0.06937788810589195	0.1412995279300366	0.856913775	0.4812725	0.0354801	1.1078158176312534	0.38599123505982486	0.851013375537087									0.00637201;0.900937;0.0591187;0.472748	0.00114438;0.334078;0.027573;0.267401	0.0354801;2.42963;0.126755;0.83579	4	0	4	792957;567287;436866;100331628	ENSDARG00000110963;ENSDARG00000060944;ENSDARG00000057241;ENSDARG00000068141	0.3597939275	0.26593335	0.41669616893312444	0.157549095	0.147487	0.16791477548477607	0.856913775	0.4812725	1.1078158176312534	0.00637201;0.900937;0.0591187;0.472748	0.00114438;0.334078;0.027573;0.267401	0.0354801;2.42963;0.126755;0.83579	0															0						Hill,1(0.25);Linear,2(0.5);Poly 2,1(0.25)	1.6734897858909326	6.723008155822754	1.5094258785247803	1.9219368696212769	0.18279417185869856	1.6458227038383484	-0.04856831805446199	0.7681561730544619	-0.007007384975080605	0.3221055749750805	-0.22874572627862833	1.9425732762786283	UP	1.0	0.0	0.0	
R-DRE-162582	Signal Transduction	1254	1356	33	32	27	29	29	26	33	21	21	43	1335	3503	0.85677	0.21354	0.39831	1.55	798498;792957;569038;565714;560530;558920;557194;554221;553579;492350;436866;436865;406608;368245;317734;30719;30509;30144;114433;100334757;100005297	adra1aa;trib1;cckar;wnt7aa;sstr2b;amotl2a;adrb1;pthlha;fabp11b;s1pr5a;tnfsf10;ska1;arhgap11a;fgf19;esr2a;gbp;oprd1a;wnt8b;igf1;iapp;epgn	ENSDARG00000028725;ENSDARG00000110963;ENSDARG00000052089;ENSDARG00000044827;ENSDARG00000069806;ENSDARG00000061923;ENSDARG00000007490;ENSDARG00000031737;ENSDARG00000002311;ENSDARG00000040526;ENSDARG00000057241;ENSDARG00000039354;ENSDARG00000100019;ENSDARG00000098663;ENSDARG00000016454;ENSDARG00000040059;ENSDARG00000041660;ENSDARG00000006911;ENSDARG00000094132;ENSDARG00000105976;ENSDARG00000104992		0.16381834476190477	0.0591187	0.00173123	0.21711043011358264	0.14780870380981434	0.2052398013534212	0.08679704014285715	0.0274976	8.35093E-4	0.11261394683037212	0.08157302163945335	0.11119305720303763	0.32145401476190477	0.126755	0.00358901	0.44805092508450783	0.2780078499703963	0.39988898753897373									0.054928;0.00637201;0.0152959;0.0127772;0.508437;0.00173123;0.347938;0.0522195;0.485751;0.0275441;0.0591187;0.080564;0.776213;0.0146343;0.0835665;0.04533;0.339102;0.37208;0.0596749;0.0626457;0.0342622	0.0266619;0.00114438;0.0109461;0.00930173;0.277336;8.35093E-4;0.219761;0.0260607;0.271195;0.0178208;0.027573;0.0291306;0.326439;0.00267624;0.0292904;0.0245137;0.21591;0.230134;0.0274976;0.0277629;0.0207477	0.113161;0.0354801;0.0213741;0.0175512;0.932113;0.00358901;0.550874;0.104636;0.870055;0.0425726;0.126755;0.222809;1.8457;0.0800241;0.238418;0.0838227;0.532582;0.601575;0.129506;0.141357;0.0565795	17	4	17	798498;792957;569038;565714;560530;558920;557194;554221;553579;492350;436866;436865;368245;30719;30509;30144;100005297	ENSDARG00000028725;ENSDARG00000110963;ENSDARG00000052089;ENSDARG00000044827;ENSDARG00000069806;ENSDARG00000061923;ENSDARG00000007490;ENSDARG00000031737;ENSDARG00000002311;ENSDARG00000040526;ENSDARG00000057241;ENSDARG00000039354;ENSDARG00000098663;ENSDARG00000040059;ENSDARG00000041660;ENSDARG00000006911;ENSDARG00000104992	0.14459324352941177	0.0522195	0.1826722076219168	0.08304399664705883	0.0260607	0.10772123566837326	0.25856195941176474	0.104636	0.31107182353695284	0.054928;0.00637201;0.0152959;0.0127772;0.508437;0.00173123;0.347938;0.0522195;0.485751;0.0275441;0.0591187;0.080564;0.0146343;0.04533;0.339102;0.37208;0.0342622	0.0266619;0.00114438;0.0109461;0.00930173;0.277336;8.35093E-4;0.219761;0.0260607;0.271195;0.0178208;0.027573;0.0291306;0.00267624;0.0245137;0.21591;0.230134;0.0207477	0.113161;0.0354801;0.0213741;0.0175512;0.932113;0.00358901;0.550874;0.104636;0.870055;0.0425726;0.126755;0.222809;0.0800241;0.0838227;0.532582;0.601575;0.0565795	4	406608;317734;114433;100334757	ENSDARG00000100019;ENSDARG00000016454;ENSDARG00000094132;ENSDARG00000105976	0.245525025	0.07310610000000001	0.3539516949645095	0.102747475	0.02852665	0.14912977614573097	0.58874525	0.1898875	0.8393889365919213	0.776213;0.0835665;0.0596749;0.0626457	0.326439;0.0292904;0.0274976;0.0277629	1.8457;0.238418;0.129506;0.141357	0						Hill,3(0.15);Linear,6(0.29);Poly 2,12(0.58)	1.7813567704831514	39.27222144603729	1.5048296451568604	5.385933876037598	0.8250697609789954	1.6604301929473877	0.07095867994697964	0.25667800957682996	0.03863125948145194	0.13496282080426233	0.12981946868506178	0.5130885608387477	UP	0.8095238095238095	0.19047619047619047	0.0	
R-DRE-1640170	Cell Cycle	372	392	7	6	3	7	7	5	7	1	1	63	391	4447	0.030904	0.99535	0.06007	0.26	436865	ska1	ENSDARG00000039354		0.080564	0.080564	0.080564		0.080564		0.0291306	0.0291306	0.0291306		0.0291306		0.222809	0.222809	0.222809		0.22280900000000003										0.080564	0.0291306	0.222809	1	0	1	436865	ENSDARG00000039354	0.080564	0.080564		0.0291306	0.0291306		0.222809	0.222809		0.080564	0.0291306	0.222809	0															0						Poly 2,1(1)	1.6604301929473877	1.6604301929473877	1.6604301929473877	1.6604301929473877	0.0	1.6604301929473877	0.080564	0.080564	0.0291306	0.0291306	0.222809	0.222809	UP	1.0	0.0	0.0	
R-DRE-186712	Regulation of beta-cell development	3	3	1	1	1	1	1	0	1	0	0	64	3	4835	0.96133	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-194138	Signaling by VEGF	62	62	1	1	1	1	1	1	1	1	1	63	61	4777	0.80632	0.55954	0.55954	1.61	792957	trib1	ENSDARG00000110963		0.00637201	0.00637201	0.00637201		0.00637201		0.00114438	0.00114438	0.00114438		0.00114438		0.0354801	0.0354801	0.0354801		0.0354801										0.00637201	0.00114438	0.0354801	1	0	1	792957	ENSDARG00000110963	0.00637201	0.00637201		0.00114438	0.00114438		0.0354801	0.0354801		0.00637201	0.00114438	0.0354801	0															0						Hill,1(1)	1.7175103425979614	1.7175103425979614	1.7175103425979614	1.7175103425979614	0.0	1.7175103425979614	0.00637201	0.00637201	0.00114438	0.00114438	0.0354801	0.0354801	UP	1.0	0.0	0.0	
R-DRE-198693	AKT phosphorylates targets in the nucleus	7	7	1	1	1	1	1	0	1	0	0	64	7	4831	0.91206	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-199418	Negative regulation of the PI3K/AKT network	68	69	5	5	5	5	5	4	5	4	4	60	65	4773	0.99809	0.012118	0.012118	5.8	792957;368245;317734;100005297	trib1;fgf19;esr2a;epgn	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000016454;ENSDARG00000104992		0.0347087525	0.024448249999999998	0.00637201	0.0346084455906121	0.02006812754433447	0.0213017835076425	0.01346468	0.01171197	0.00114438	0.013804299131821218	0.007777442760479388	0.010881337135365722	0.10262542499999999	0.0683018	0.0354801	0.0923384448561333	0.0678209816032164	0.05188273963990001	2.5	0.058914350000000004			0.02501905		0.14749874999999998		0.00637201;0.0146343;0.0835665;0.0342622	0.00114438;0.00267624;0.0292904;0.0207477	0.0354801;0.0800241;0.238418;0.0565795	3	1	3	792957;368245;100005297	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000104992	0.018422836666666668	0.0146343	0.01432586584172256	0.008189440000000001	0.00267624	0.010902709270433658	0.05736123333333334	0.0565795	0.022282287006798313	0.00637201;0.0146343;0.0342622	0.00114438;0.00267624;0.0207477	0.0354801;0.0800241;0.0565795	1	317734	ENSDARG00000016454	0.0835665	0.0835665		0.0292904	0.0292904		0.238418	0.238418		0.0835665	0.0292904	0.238418	0						Hill,2(0.5);Poly 2,2(0.5)	2.40076712356356	10.903170347213745	1.7175103425979614	5.385933876037598	1.7789379254976705	1.899863064289093	7.924758212001434E-4	0.06862502917879987	-6.353314918479402E-5	0.026992893149184797	0.012133749040989392	0.19311710095901058	UP	0.75	0.25	0.0	
R-DRE-199991	Membrane Trafficking	313	315	3	3	3	3	3	3	3	3	3	61	312	4526	0.4034	0.78946	0.79729	0.95	387529;195818;100005297	ldlra;kif11;epgn	ENSDARG00000029476;ENSDARG00000010948;ENSDARG00000104992		0.053561000000000004	0.0342622	0.0222468	0.04424194035120973	0.03788384100241576	0.031949002127100085	0.020894600000000003	0.0207477	0.0150969	0.005872528163406262	0.019003489302437584	0.004901925357432556	0.16456843333333335	0.0565795	0.0327828	0.20799147301719687	0.09068836936342961	0.14826120616413893									0.0222468;0.104174;0.0342622	0.0150969;0.0268392;0.0207477	0.0327828;0.404343;0.0565795	2	1	2	195818;100005297	ENSDARG00000010948;ENSDARG00000104992	0.0692181	0.0692181	0.04943510786495766	0.02379345	0.02379345	0.004307340957597841	0.23046125	0.23046125	0.2459059290991679	0.104174;0.0342622	0.0268392;0.0207477	0.404343;0.0565795	1	387529	ENSDARG00000029476	0.0222468	0.0222468		0.0150969	0.0150969		0.0327828	0.0327828		0.0222468	0.0150969	0.0327828	0						Poly 2,3(1)	1.6641325125367792	5.000570178031921	1.5392005443572998	1.764665961265564	0.11565808969711903	1.6967036724090576	0.0034965315043650746	0.10362546849563492	0.014249208796706098	0.02753999120329391	-0.07079607522049244	0.3999329418871591	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-210745	Regulation of gene expression in beta cells	3	3	1	1	1	1	1	0	1	0	0	64	3	4835	0.96133	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-211163	AKT-mediated inactivation of FOXO1A	3	3	1	1	1	1	1	0	1	0	0	64	3	4835	0.96133	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-212436	Generic Transcription Pathway	463	490	12	12	9	11	11	9	12	6	6	58	484	4354	0.53915	0.62822	1.0	1.22	565875;494033;378866;368221;317734;30506	nr1i2;tfap2c;ddit4;tp73;esr2a;nr6a1a	ENSDARG00000029766;ENSDARG00000040606;ENSDARG00000037618;ENSDARG00000017953;ENSDARG00000016454;ENSDARG00000101508		0.163366741	0.06681709999999999	3.80396E-4	0.2942635623986303	0.10893583784245611	0.21919612712986458	0.10604286099999999	0.02821005	8.8708E-5	0.21771410133077787	0.06496658636802802	0.16203692561093472	0.2694802316666667	0.1585815	0.00163121	0.39364981039350555	0.1975472247306982	0.29473147699044266									3.80396E-4;0.00291435;0.0641117;0.0695225;0.0835665;0.759705	8.8708E-5;8.96958E-4;0.0283391;0.028081;0.0292904;0.549561	0.00163121;0.00946918;0.14504;0.172123;0.238418;1.0502	3	3	3	494033;378866;368221	ENSDARG00000040606;ENSDARG00000037618;ENSDARG00000017953	0.04551618333333333	0.0641117	0.036993328340132275	0.019105686	0.028081	0.015769749060653693	0.10887739333333334	0.14504	0.08714853344058136	0.00291435;0.0641117;0.0695225	8.96958E-4;0.0283391;0.028081	0.00946918;0.14504;0.172123	3	565875;317734;30506	ENSDARG00000029766;ENSDARG00000016454;ENSDARG00000101508	0.28121729866666667	0.0835665	0.41646469504643197	0.192980036	0.0292904	0.3091531539856786	0.43008307	0.238418	0.5499324968885678	3.80396E-4;0.0835665;0.759705	8.8708E-5;0.0292904;0.549561	0.00163121;0.238418;1.0502	0						Hill,2(0.34);Poly 2,4(0.67)	1.8643816792506087	11.373951435089111	1.5584468841552734	2.6505062580108643	0.4028023017922781	1.7337998747825623	-0.07209314773829228	0.39882662973829225	-0.068164701969206	0.280250423969206	-0.04550521811709535	0.5844656814504288	CONFLICT	0.5	0.5	0.0	
R-DRE-2262752	Cellular responses to stress	316	351	4	4	1	4	4	4	4	1	1	63	350	4488	0.050071	0.99166	0.087111	0.28	559564	eif2ak3	ENSDARG00000062139		0.0454538	0.0454538	0.0454538		0.0454538		0.0244293	0.0244293	0.0244293		0.0244293		0.0845726	0.0845726	0.0845726		0.0845726										0.0454538	0.0244293	0.0845726	1	0	1	559564	ENSDARG00000062139	0.0454538	0.0454538		0.0244293	0.0244293		0.0845726	0.0845726		0.0454538	0.0244293	0.0845726	0															0						Poly 2,1(1)	1.527004361152649	1.527004361152649	1.527004361152649	1.527004361152649	0.0	1.527004361152649	0.0454538	0.0454538	0.0244293	0.0244293	0.0845726	0.0845726	UP	1.0	0.0	0.0	
