Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Trenbolone_DESeq_normData
Work Source: Trenbolone_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.58
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2163
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000164	6	protein phosphatase type 1 complex	14	14	2	2	1	2	2	2	2	1	1	86	13	18976	0.99819	0.062012	0.062012	7.14	436649	ppp1r3ca	ENSDARG00000071005		1.01606E-4	1.01606E-4	1.01606E-4		1.0160599999999999E-4		4.65724E-5	4.65724E-5	4.65724E-5		4.65724E-5		2.21673E-4	2.21673E-4	2.21673E-4		2.2167299999999998E-4		0.0	1.01606E-4			4.65724E-5		2.21673E-4		1.01606E-4	4.65724E-5	2.21673E-4	1	0	1	436649	ENSDARG00000071005	1.01606E-4	1.01606E-4		4.65724E-5	4.65724E-5		2.21673E-4	2.21673E-4		1.01606E-4	4.65724E-5	2.21673E-4	0															0						Hill,1(1)	1.512782096862793	1.512782096862793	1.512782096862793	1.512782096862793	0.0	1.512782096862793	1.01606E-4	1.01606E-4	4.65724E-5	4.65724E-5	2.21673E-4	2.21673E-4	UP	1.0	0.0	0.0	
GO:0000166	4	nucleotide binding	2013	2149	24	18	12	18	18	16	24	6	6	81	2143	16846	0.12748	0.93683	0.23523	0.28	100126142;794238;570453;568741;559296;557131	sik2a;abcg4b;abcg2b;efl1;gbp4;si:ch211-285c6.3	ENSDARG00000079618;ENSDARG00000078068;ENSDARG00000079361;ENSDARG00000079672;ENSDARG00000068857;ENSDARG00000026505		0.012836836666666665	0.006267725	0.00315527	0.017454677620323635	0.011681128294785426	0.017014765270693146	0.006615843333333333	0.002719035	0.00196358	0.010003200559946135	0.006223576833698005	0.009651318978036328	0.025886999999999997	0.014632425	0.00507019	0.03057991888343133	0.022384725191445208	0.030121586483699805									0.00431647;0.00880103;0.00505395;0.0482128;0.00315527;0.0074815	0.00238282;0.00285305;0.00258502;0.027023;0.00196358;0.00288759	0.00781926;0.0271492;0.00988095;0.0860185;0.00507019;0.0193839	3	3	3	568741;559296;557131	ENSDARG00000079672;ENSDARG00000068857;ENSDARG00000026505	0.019616523333333333	0.0074815	0.024859391503024228	0.010624723333333334	0.00288759	0.014208837279926646	0.03682419666666666	0.0193839	0.04320046508812183	0.0482128;0.00315527;0.0074815	0.027023;0.00196358;0.00288759	0.0860185;0.00507019;0.0193839	3	100126142;794238;570453	ENSDARG00000079618;ENSDARG00000078068;ENSDARG00000079361	0.00605715	0.00505395	0.0024047093958314393	0.0026069633333333335	0.00258502	2.35881740779847E-4	0.014949803333333333	0.00988095	0.010615159004321759	0.00431647;0.00880103;0.00505395	0.00238282;0.00285305;0.00258502	0.00781926;0.0271492;0.00988095	0						Linear,1(0.17);Poly 2,5(0.84)	1.8208638521479221	11.067925333976746	1.5436526536941528	2.3401849269866943	0.32955934612208565	1.7872962951660156	-0.001129814239559478	0.026803487572892817	-0.0013883841410863912	0.014620070807753058	0.001417968770898486	0.05035603122910151	CONFLICT	0.5	0.5	0.0	
GO:0000221	6	vacuolar proton-transporting V-type ATPase, V1 domain	6	6	1	0	0	1	1	1	1	0	0	87	6	18983	0.97294	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	261	265	1	1	1	1	1	1	1	1	1	86	264	18725	0.65884	0.70472	1.0	0.38	792608	knstrn	ENSDARG00000074379		0.0553504	0.0553504	0.0553504		0.0553504		0.0289954	0.0289954	0.0289954		0.0289954		0.10566	0.10566	0.10566		0.10566										0.0553504	0.0289954	0.10566	0	1	0															1	792608	ENSDARG00000074379	0.0553504	0.0553504		0.0289954	0.0289954		0.10566	0.10566		0.0553504	0.0289954	0.10566	0						Linear,1(1)	1.56381356716156	1.56381356716156	1.56381356716156	1.56381356716156	0.0	1.56381356716156	0.0553504	0.0553504	0.0289954	0.0289954	0.10566	0.10566	DOWN	0.0	1.0	0.0	
GO:0000268	6	peroxisome targeting sequence binding	4	4	1	1	1	1	1	1	1	1	1	86	3	18986	0.99988	0.01812	0.01812	25.0	541405	pex7	ENSDARG00000042553		0.010736	0.010736	0.010736		0.010736		0.00255151	0.00255151	0.00255151		0.00255151		0.045174	0.045174	0.045174		0.045174		0.0	0.010736	0.0	0.010736	0.00255151	0.00255151	0.045174	0.045174	0.010736	0.00255151	0.045174	0	1	0															1	541405	ENSDARG00000042553	0.010736	0.010736		0.00255151	0.00255151		0.045174	0.045174		0.010736	0.00255151	0.045174	0						Poly 2,1(1)	1.5867528915405273	1.5867528915405273	1.5867528915405273	1.5867528915405273	0.0	1.5867528915405273	0.010736	0.010736	0.00255151	0.00255151	0.045174	0.045174	DOWN	0.0	1.0	0.0	
GO:0000271	6	polysaccharide biosynthetic process	36	37	1	1	1	1	1	1	1	1	1	86	36	18953	0.98765	0.15574	0.15574	2.7	436649	ppp1r3ca	ENSDARG00000071005		1.01606E-4	1.01606E-4	1.01606E-4		1.0160599999999999E-4		4.65724E-5	4.65724E-5	4.65724E-5		4.65724E-5		2.21673E-4	2.21673E-4	2.21673E-4		2.2167299999999998E-4										1.01606E-4	4.65724E-5	2.21673E-4	1	0	1	436649	ENSDARG00000071005	1.01606E-4	1.01606E-4		4.65724E-5	4.65724E-5		2.21673E-4	2.21673E-4		1.01606E-4	4.65724E-5	2.21673E-4	0															0						Hill,1(1)	1.512782096862793	1.512782096862793	1.512782096862793	1.512782096862793	0.0	1.512782096862793	1.01606E-4	1.01606E-4	4.65724E-5	4.65724E-5	2.21673E-4	2.21673E-4	UP	1.0	0.0	0.0	
GO:0000278	4	mitotic cell cycle	85	86	1	1	1	1	1	1	1	1	1	86	85	18904	0.94126	0.32564	0.32564	1.16	567320	cenpw	ENSDARG00000092136		0.00346644	0.00346644	0.00346644		0.00346644		0.00209006	0.00209006	0.00209006		0.00209006		0.00574919	0.00574919	0.00574919		0.00574919										0.00346644	0.00209006	0.00574919	0	1	0															1	567320	ENSDARG00000092136	0.00346644	0.00346644		0.00209006	0.00209006		0.00574919	0.00574919		0.00346644	0.00209006	0.00574919	0						Poly 2,1(1)	1.515392541885376	1.515392541885376	1.515392541885376	1.515392541885376	0.0	1.515392541885376	0.00346644	0.00346644	0.00209006	0.00209006	0.00574919	0.00574919	DOWN	0.0	1.0	0.0	
GO:0000295	7	adenine nucleotide transmembrane transporter activity	13	14	1	1	1	0	0	0	1	0	0	87	14	18975	0.93799	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000323	7	lytic vacuole	162	171	1	1	1	1	1	0	1	0	0	87	171	18818	0.45604	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000413	8	protein peptidyl-prolyl isomerization	24	24	1	1	1	1	1	0	1	0	0	87	24	18965	0.89604	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000422	6	autophagy of mitochondrion	35	37	1	1	0	1	1	1	1	0	0	87	37	18952	0.84426	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000444	3	MIS12/MIND type complex	3	3	1	1	1	1	1	1	1	1	1	86	2	18987	0.99994	0.013621	0.013621	33.33	562522	nsl1	ENSDARG00000024471		0.00278055	0.00278055	0.00278055		0.0027805500000000006		0.0017945	0.0017945	0.0017945		0.0017945		0.00430842	0.00430842	0.00430842		0.00430842		0.0	0.00278055	0.0	0.00278055	0.0017945	0.0017945	0.00430842	0.00430842	0.00278055	0.0017945	0.00430842	0	1	0															1	562522	ENSDARG00000024471	0.00278055	0.00278055		0.0017945	0.0017945		0.00430842	0.00430842		0.00278055	0.0017945	0.00430842	0						Poly 2,1(1)	2.0537657737731934	2.0537657737731934	2.0537657737731934	2.0537657737731934	0.0	2.0537657737731934	0.00278055	0.00278055	0.0017945	0.0017945	0.00430842	0.00430842	DOWN	0.0	1.0	0.0	
GO:0000491	8	small nucleolar ribonucleoprotein complex assembly	10	10	1	1	1	1	1	1	1	1	1	86	9	18980	0.9991	0.044693	0.044693	10.0	494086	pih1d2	ENSDARG00000014849		0.0814256	0.0814256	0.0814256		0.0814256		0.0329078	0.0329078	0.0329078		0.0329078		0.201476	0.201476	0.201476		0.201476		0.0	0.0814256	0.0	0.0814256	0.0329078	0.0329078	0.201476	0.201476	0.0814256	0.0329078	0.201476	1	0	1	494086	ENSDARG00000014849	0.0814256	0.0814256		0.0329078	0.0329078		0.201476	0.201476		0.0814256	0.0329078	0.201476	0															0						Linear,1(1)	1.7514841556549072	1.7514841556549072	1.7514841556549072	1.7514841556549072	0.0	1.7514841556549072	0.0814256	0.0814256	0.0329078	0.0329078	0.201476	0.201476	UP	1.0	0.0	0.0	
GO:0000492	9	box C/D snoRNP assembly	8	8	1	1	1	1	1	1	1	1	1	86	7	18982	0.99943	0.035915	0.035915	12.5	494086	pih1d2	ENSDARG00000014849		0.0814256	0.0814256	0.0814256		0.0814256		0.0329078	0.0329078	0.0329078		0.0329078		0.201476	0.201476	0.201476		0.201476		0.0	0.0814256	0.0	0.0814256	0.0329078	0.0329078	0.201476	0.201476	0.0814256	0.0329078	0.201476	1	0	1	494086	ENSDARG00000014849	0.0814256	0.0814256		0.0329078	0.0329078		0.201476	0.201476		0.0814256	0.0329078	0.201476	0															0						Linear,1(1)	1.7514841556549072	1.7514841556549072	1.7514841556549072	1.7514841556549072	0.0	1.7514841556549072	0.0814256	0.0814256	0.0329078	0.0329078	0.201476	0.201476	UP	1.0	0.0	0.0	
GO:0000776	4	kinetochore	57	57	3	3	3	3	3	3	3	3	3	84	54	18935	0.99987	0.0022444	0.0022444	5.26	792608;567320;562522	knstrn;cenpw;nsl1	ENSDARG00000074379;ENSDARG00000092136;ENSDARG00000024471		0.020532463333333334	0.00346644	0.00278055	0.03015516782520093	0.03056993800633463	0.032063911154610054	0.010959986666666666	0.00209006	0.0017945	0.015619825207297721	0.016167996941069216	0.01659749235082144	0.038572536666666664	0.00574919	0.00430842	0.05810391343897787	0.05789549933445966	0.06180368839465466	1.5	0.02940842			0.015542730000000001		0.055704595		0.0553504;0.00346644;0.00278055	0.0289954;0.00209006;0.0017945	0.10566;0.00574919;0.00430842	0	3	0															3	792608;567320;562522	ENSDARG00000074379;ENSDARG00000092136;ENSDARG00000024471	0.020532463333333334	0.00346644	0.03015516782520093	0.010959986666666666	0.00209006	0.015619825207297721	0.038572536666666664	0.00574919	0.05810391343897787	0.0553504;0.00346644;0.00278055	0.0289954;0.00209006;0.0017945	0.10566;0.00574919;0.00430842	0						Linear,1(0.34);Poly 2,2(0.67)	1.6946772969071928	5.132971882820129	1.515392541885376	2.0537657737731934	0.2978376227817598	1.56381356716156	-0.013591321418889343	0.05465624808555601	-0.006715509498064688	0.028635482831398024	-0.02717823106066393	0.10432330439399727	DOWN	0.0	1.0	0.0	
GO:0000785	3	chromatin	129	137	3	3	3	3	3	3	3	3	3	84	134	18855	0.99642	0.024794	0.024794	2.19	568045;30399;30300	ftr38;tbxta;her2	ENSDARG00000095678;ENSDARG00000101576;ENSDARG00000038205		0.06170683333333334	0.0584316	0.049459	0.014172194140052283	0.057402049329735	0.013777241596969029	0.029892766666666667	0.0297018	0.0273918	0.0026017117064220403	0.028993090607882414	0.002606476861121994	0.12909990000000002	0.114951	0.0893037	0.048445860089691845	0.11526418710931206	0.04646194945918487									0.049459;0.0584316;0.0772299	0.0273918;0.0297018;0.0325847	0.0893037;0.114951;0.183045	3	0	3	568045;30399;30300	ENSDARG00000095678;ENSDARG00000101576;ENSDARG00000038205	0.06170683333333334	0.0584316	0.014172194140052283	0.029892766666666667	0.0297018	0.0026017117064220403	0.12909990000000002	0.114951	0.048445860089691845	0.049459;0.0584316;0.0772299	0.0273918;0.0297018;0.0325847	0.0893037;0.114951;0.183045	0															0						Linear,3(1)	1.8396031519409133	5.5477718114852905	1.6537145376205444	2.109450101852417	0.23464537615689232	1.784607172012329	0.045669485933870324	0.07774418073279635	0.026948652716715833	0.032836880616617506	0.07427824848674318	0.18392155151325684	UP	1.0	0.0	0.0	
GO:0000819	5	sister chromatid segregation	21	21	2	2	2	2	2	2	2	2	2	85	19	18970	0.99989	0.0040814	0.0040814	9.52	792608;562522	knstrn;nsl1	ENSDARG00000074379;ENSDARG00000024471		0.029065475	0.029065475	0.00278055	0.03717249742095963	0.03328254953593221	0.03669096795163674	0.015394950000000001	0.015394950000000001	0.0017945	0.01923394084437716	0.01757696540891668	0.018984785959170053	0.054984210000000006	0.054984210000000006	0.00430842	0.07166638950197086	0.06311448176593612	0.07073802899623542	0.5	0.029065475			0.015394950000000001		0.054984210000000006		0.0553504;0.00278055	0.0289954;0.0017945	0.10566;0.00430842	0	2	0															2	792608;562522	ENSDARG00000074379;ENSDARG00000024471	0.029065475	0.029065475	0.03717249742095963	0.015394950000000001	0.015394950000000001	0.01923394084437716	0.054984210000000006	0.054984210000000006	0.07166638950197086	0.0553504;0.00278055	0.0289954;0.0017945	0.10566;0.00430842	0						Linear,1(0.5);Poly 2,1(0.5)	1.7921235394912314	3.6175793409347534	1.56381356716156	2.0537657737731934	0.3464485277523983	1.8087896704673767	-0.022452978	0.080583928	-0.011261931999999995	0.042051832	-0.044340338399999984	0.1543087584	DOWN	0.0	1.0	0.0	
GO:0000976	6	transcription cis-regulatory region binding	1139	1222	30	27	16	25	25	24	30	12	12	75	1210	17779	0.9965	0.0093284	0.012438	0.98	108449885;100126141;798270;724016;562258;560341;393141;117509;117508;114453;30399;30300	npas4l;znf1069;zgc:173517;npas4a;rorcb;mych;mycb;klf2b;klf2a;cebp1;tbxta;her2	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000101096;ENSDARG00000101576;ENSDARG00000038205		0.031596035	0.02310775	0.00319789	0.030016482512962323	0.018465874299184	0.025521720285003945	0.01574273	0.01342411	0.00197719	0.01414948513374764	0.00926526977612214	0.012260783859928879	0.06444872166666667	0.04034485	0.00517224	0.06627328751312496	0.037397412770830446	0.05505578471621025									0.0509402;0.0529168;0.0042678;0.00319789;0.0065972;0.00339516;0.00449116;0.00441861;0.0396183;0.0736478;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00284502;0.00206745;0.00243701;0.00242097;0.0240032;0.0322607;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.0152979;0.00557552;0.00827675;0.00806459;0.0653918;0.16813;0.114951;0.183045	7	5	7	108449885;100126141;798270;724016;117509;30399;30300	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000040432;ENSDARG00000101576;ENSDARG00000038205	0.03591468571428572	0.0509402	0.031071726732360107	0.017899911428571426	0.0278768	0.014709566696872746	0.0729589557142857	0.0930844	0.06833596175204723	0.0509402;0.0529168;0.0042678;0.00319789;0.00441861;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00242097;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.00806459;0.114951;0.183045	5	562258;560341;393141;117508;114453	ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000042667;ENSDARG00000101096	0.025549924	0.0065972	0.030841675275154554	0.012722675999999999	0.00284502	0.014369076673260187	0.052534394	0.0152979	0.06906172673910406	0.0065972;0.00339516;0.00449116;0.0396183;0.0736478	0.00284502;0.00206745;0.00243701;0.0240032;0.0322607	0.0152979;0.00557552;0.00827675;0.0653918;0.16813	0						Linear,6(0.5);Poly 2,6(0.5)	2.0148794069453513	25.807206869125366	1.5056514739990234	4.485378265380859	0.9271477384722591	1.7283710837364197	0.014612611226195206	0.04857945877380481	0.007736905130153468	0.023748554869846533	0.02695107928859819	0.10194636404473514	CONFLICT	0.5833333333333334	0.4166666666666667	0.0	
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	1085	1166	30	27	16	25	25	24	30	12	12	75	1154	17835	0.99767	0.0065235	0.01061	1.03	108449885;100126141;798270;724016;562258;560341;393141;117509;117508;114453;30399;30300	npas4l;znf1069;zgc:173517;npas4a;rorcb;mych;mycb;klf2b;klf2a;cebp1;tbxta;her2	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000101096;ENSDARG00000101576;ENSDARG00000038205		0.031596035	0.02310775	0.00319789	0.030016482512962323	0.018465874299184	0.025521720285003945	0.01574273	0.01342411	0.00197719	0.01414948513374764	0.00926526977612214	0.012260783859928879	0.06444872166666667	0.04034485	0.00517224	0.06627328751312496	0.037397412770830446	0.05505578471621025									0.0509402;0.0529168;0.0042678;0.00319789;0.0065972;0.00339516;0.00449116;0.00441861;0.0396183;0.0736478;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00284502;0.00206745;0.00243701;0.00242097;0.0240032;0.0322607;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.0152979;0.00557552;0.00827675;0.00806459;0.0653918;0.16813;0.114951;0.183045	7	5	7	108449885;100126141;798270;724016;117509;30399;30300	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000040432;ENSDARG00000101576;ENSDARG00000038205	0.03591468571428572	0.0509402	0.031071726732360107	0.017899911428571426	0.0278768	0.014709566696872746	0.0729589557142857	0.0930844	0.06833596175204723	0.0509402;0.0529168;0.0042678;0.00319789;0.00441861;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00242097;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.00806459;0.114951;0.183045	5	562258;560341;393141;117508;114453	ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000042667;ENSDARG00000101096	0.025549924	0.0065972	0.030841675275154554	0.012722675999999999	0.00284502	0.014369076673260187	0.052534394	0.0152979	0.06906172673910406	0.0065972;0.00339516;0.00449116;0.0396183;0.0736478	0.00284502;0.00206745;0.00243701;0.0240032;0.0322607	0.0152979;0.00557552;0.00827675;0.0653918;0.16813	0						Linear,6(0.5);Poly 2,6(0.5)	2.0148794069453513	25.807206869125366	1.5056514739990234	4.485378265380859	0.9271477384722591	1.7283710837364197	0.014612611226195206	0.04857945877380481	0.007736905130153468	0.023748554869846533	0.02695107928859819	0.10194636404473514	CONFLICT	0.5833333333333334	0.4166666666666667	0.0	
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	885	942	23	21	13	19	19	18	23	9	9	78	933	18056	0.98947	0.027638	0.03972	0.96	724016;562258;560341;393141;117509;117508;114453;30399;30300	npas4a;rorcb;mych;mycb;klf2b;klf2a;cebp1;tbxta;her2	ENSDARG00000055752;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000101096;ENSDARG00000101576;ENSDARG00000038205		0.030114180000000004	0.0065972	0.00319789	0.03224033620878473	0.01672447937107998	0.026086481560291527	0.01447756	0.00284502	0.00197719	0.014588292232804358	0.008041369232501608	0.01184678805802804	0.0637672	0.0152979	0.00517224	0.07339285822493953	0.035403900281780046	0.05890580550190349									0.00319789;0.0065972;0.00339516;0.00449116;0.00441861;0.0396183;0.0736478;0.0584316;0.0772299	0.00197719;0.00284502;0.00206745;0.00243701;0.00242097;0.0240032;0.0322607;0.0297018;0.0325847	0.00517224;0.0152979;0.00557552;0.00827675;0.00806459;0.0653918;0.16813;0.114951;0.183045	4	5	4	724016;117509;30399;30300	ENSDARG00000055752;ENSDARG00000040432;ENSDARG00000101576;ENSDARG00000038205	0.035819500000000004	0.031425105	0.037754971532917354	0.016671165	0.016061385	0.01675329821794403	0.0778082075	0.061507795	0.08678426410172427	0.00319789;0.00441861;0.0584316;0.0772299	0.00197719;0.00242097;0.0297018;0.0325847	0.00517224;0.00806459;0.114951;0.183045	5	562258;560341;393141;117508;114453	ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000042667;ENSDARG00000101096	0.025549924	0.0065972	0.030841675275154554	0.012722675999999999	0.00284502	0.014369076673260187	0.052534394	0.0152979	0.06906172673910406	0.0065972;0.00339516;0.00449116;0.0396183;0.0736478	0.00284502;0.00206745;0.00243701;0.0240032;0.0322607	0.0152979;0.00557552;0.00827675;0.0653918;0.16813	0						Linear,4(0.45);Poly 2,5(0.56)	2.1324817354037373	20.676738619804382	1.5056514739990234	4.485378265380859	1.0349032028318765	1.7714320421218872	0.00905049367692732	0.05117786632307268	0.004946542407901152	0.02400857759209885	0.015817199293039493	0.1117172007069605	CONFLICT	0.4444444444444444	0.5555555555555556	0.0	
GO:0000981	4	DNA-binding transcription factor activity, RNA polymerase II-specific	1096	1177	34	31	18	27	27	26	34	13	13	74	1164	17825	0.99916	0.002532	0.002532	1.1	108449885;100126141;798270;724016;562258;560341;393141;322795;117509;117508;114453;30399;30300	npas4l;znf1069;zgc:173517;npas4a;rorcb;mych;mycb;csrnp1b;klf2b;klf2a;cebp1;tbxta;her2	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000038429;ENSDARG00000040432;ENSDARG00000042667;ENSDARG00000101096;ENSDARG00000101576;ENSDARG00000038205		0.03204349384615384	0.037413	0.00319789	0.02878384337946798	0.019176114907323773	0.025231329294591515	0.01630932	0.0231084	0.00197719	0.013700264610082053	0.00978418506617807	0.012295416742843377	0.06415054307692308	0.0605724	0.00517224	0.06346094931091224	0.03826613646450226	0.05402081299790611									0.0509402;0.0529168;0.0042678;0.00319789;0.0065972;0.00339516;0.00449116;0.037413;0.00441861;0.0396183;0.0736478;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00284502;0.00206745;0.00243701;0.0231084;0.00242097;0.0240032;0.0322607;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.0152979;0.00557552;0.00827675;0.0605724;0.00806459;0.0653918;0.16813;0.114951;0.183045	7	6	7	108449885;100126141;798270;724016;117509;30399;30300	ENSDARG00000116511;ENSDARG00000104124;ENSDARG00000102401;ENSDARG00000055752;ENSDARG00000040432;ENSDARG00000101576;ENSDARG00000038205	0.03591468571428572	0.0509402	0.031071726732360107	0.017899911428571426	0.0278768	0.014709566696872746	0.0729589557142857	0.0930844	0.06833596175204723	0.0509402;0.0529168;0.0042678;0.00319789;0.00441861;0.0584316;0.0772299	0.0278768;0.0283655;0.00237242;0.00197719;0.00242097;0.0297018;0.0325847	0.0930844;0.098718;0.00767746;0.00517224;0.00806459;0.114951;0.183045	6	562258;560341;393141;322795;117508;114453	ENSDARG00000017780;ENSDARG00000077473;ENSDARG00000007241;ENSDARG00000038429;ENSDARG00000042667;ENSDARG00000101096	0.02752710333333333	0.0220051	0.028007544978441556	0.01445363	0.01297671	0.013533421668385275	0.05387406166666667	0.03793515	0.06185778800516565	0.0065972;0.00339516;0.00449116;0.037413;0.0396183;0.0736478	0.00284502;0.00206745;0.00243701;0.0231084;0.0240032;0.0322607	0.0152979;0.00557552;0.00827675;0.0605724;0.0653918;0.16813	0						Linear,7(0.54);Poly 2,6(0.47)	1.986334777810279	27.480966567993164	1.5056514739990234	4.485378265380859	0.8974741817042665	1.6853101253509521	0.01639641834686084	0.047690569345446854	0.008861771321800927	0.023756868678199077	0.02965277806222879	0.09864830809161737	CONFLICT	0.5384615384615384	0.46153846153846156	0.0	
