Identifier,EE2-10ng/L-A
ENSDARG00000030289,2
ENSDARG00000005544,4
ENSDARG00000008740,12
ENSDARG00000061629,6
ENSDARG00000100225,0
ENSDARG00000027497,0
ENSDARG00000043548,8
ENSDARG00000052438,70
ENSDARG00000052435,14
ENSDARG00000112693,0
ENSDARG00000002937,7
ENSDARG00000074915,3
ENSDARG00000069360,36
ENSDARG00000091683,11
ENSDARG00000086184,9
ENSDARG00000096566,0
ENSDARG00000074182,0
ENSDARG00000083979,0
ENSDARG00000039424,22
ENSDARG00000018891,12
ENSDARG00000025350,242
ENSDARG00000074378,4
ENSDARG00000096092,0
ENSDARG00000096044,0
ENSDARG00000036471,0
ENSDARG00000092443,0
ENSDARG00000043226,0
ENSDARG00000020001,5
ENSDARG00000113791,0
ENSDARG00000010442,10
ENSDARG00000096541,0
ENSDARG00000018190,22
ENSDARG00000079163,0
ENSDARG00000018107,1
ENSDARG00000059951,0
ENSDARG00000017193,0
ENSDARG00000059948,0
ENSDARG00000117216,31
ENSDARG00000095434,1
ENSDARG00000093494,50
ENSDARG00000076828,0
ENSDARG00000088234,0
ENSDARG00000093748,0
ENSDARG00000079345,0
ENSDARG00000059908,47
ENSDARG00000036415,6
ENSDARG00000052386,0
ENSDARG00000005525,8
ENSDARG00000095518,0
ENSDARG00000093003,5
ENSDARG00000003054,0
ENSDARG00000074635,40
ENSDARG00000015946,0
ENSDARG00000027143,4
ENSDARG00000004634,1
ENSDARG00000115887,0
ENSDARG00000111625,17
ENSDARG00000017423,19
ENSDARG00000052348,15
ENSDARG00000075201,3
ENSDARG00000113238,0
ENSDARG00000052361,10
ENSDARG00000020494,12
ENSDARG00000024827,0
ENSDARG00000059900,3
ENSDARG00000095991,1
ENSDARG00000023151,326
ENSDARG00000114755,0
ENSDARG00000101669,16
ENSDARG00000052375,0
ENSDARG00000052376,3
ENSDARG00000031203,6
ENSDARG00000095360,0
ENSDARG00000102252,0
ENSDARG00000078041,2
ENSDARG00000089742,0
ENSDARG00000013475,115
ENSDARG00000079973,3
ENSDARG00000087205,0
ENSDARG00000112004,0
ENSDARG00000074771,8
ENSDARG00000008490,29
ENSDARG00000012341,16
ENSDARG00000025808,3
ENSDARG00000010078,4
ENSDARG00000036371,190
ENSDARG00000025325,0
ENSDARG00000005626,0
ENSDARG00000010791,6
ENSDARG00000100085,0
ENSDARG00000075870,2
ENSDARG00000098852,50
ENSDARG00000101825,0
ENSDARG00000077790,3
ENSDARG00000075904,3
ENSDARG00000116898,1
ENSDARG00000113296,2
ENSDARG00000042887,0
ENSDARG00000113474,1
ENSDARG00000117445,0
ENSDARG00000042881,0
ENSDARG00000083571,0
ENSDARG00000116122,0
ENSDARG00000103125,8
ENSDARG00000030417,1
ENSDARG00000111601,0
ENSDARG00000087290,0
ENSDARG00000028899,1
ENSDARG00000079980,5
ENSDARG00000078138,2
ENSDARG00000073912,0
ENSDARG00000075141,0
ENSDARG00000077721,26
ENSDARG00000059841,6
ENSDARG00000014068,19
ENSDARG00000075599,0
ENSDARG00000033666,2
ENSDARG00000096214,0
ENSDARG00000091320,3
ENSDARG00000094782,3
ENSDARG00000069264,3
ENSDARG00000059835,11
ENSDARG00000036295,13
ENSDARG00000059826,15
ENSDARG00000089243,4
ENSDARG00000026489,30
ENSDARG00000005690,11
ENSDARG00000028276,0
ENSDARG00000102960,5
ENSDARG00000059816,42
ENSDARG00000091592,5
ENSDARG00000059060,0
ENSDARG00000069249,0
ENSDARG00000093412,1
ENSDARG00000052263,2
ENSDARG00000109870,0
ENSDARG00000031952,111
ENSDARG00000024681,7
ENSDARG00000019765,28
ENSDARG00000075754,2
ENSDARG00000036281,1
ENSDARG00000096514,1
ENSDARG00000068255,0
ENSDARG00000089765,0
ENSDARG00000096661,35
ENSDARG00000110697,0
ENSDARG00000096576,0
ENSDARG00000017984,2
ENSDARG00000096625,0
ENSDARG00000086166,0
ENSDARG00000087148,0
ENSDARG00000096579,0
ENSDARG00000096577,0
ENSDARG00000096622,0
ENSDARG00000096588,0
ENSDARG00000096649,0
ENSDARG00000086117,0
ENSDARG00000096644,0
ENSDARG00000041399,0
ENSDARG00000079050,0
ENSDARG00000095494,0
ENSDARG00000095297,0
ENSDARG00000075855,0
ENSDARG00000041394,5
ENSDARG00000025904,41
ENSDARG00000033789,168
ENSDARG00000011983,9
ENSDARG00000079062,0
ENSDARG00000016809,19
ENSDARG00000043713,14
ENSDARG00000077975,0
ENSDARG00000025547,0
ENSDARG00000076778,0
ENSDARG00000095127,0
ENSDARG00000092502,0
ENSDARG00000079903,0
ENSDARG00000094357,0
ENSDARG00000093198,1
ENSDARG00000043719,9
ENSDARG00000053462,0
ENSDARG00000012694,122
ENSDARG00000068182,4
ENSDARG00000078503,1
ENSDARG00000016301,40
ENSDARG00000087359,48
ENSDARG00000108328,0
ENSDARG00000052207,91
ENSDARG00000036272,0
ENSDARG00000080893,0
ENSDARG00000110619,0
ENSDARG00000025074,15
ENSDARG00000063108,4
ENSDARG00000074069,2
ENSDARG00000088906,5
ENSDARG00000112604,0
ENSDARG00000088775,0
ENSDARG00000115164,0
ENSDARG00000116928,1
ENSDARG00000093082,0
ENSDARG00000117345,0
ENSDARG00000117512,3
ENSDARG00000104258,0
ENSDARG00000104284,0
ENSDARG00000099508,0
ENSDARG00000109228,1
ENSDARG00000101532,0
ENSDARG00000096621,0
ENSDARG00000054655,0
ENSDARG00000096503,0
ENSDARG00000092322,0
ENSDARG00000096656,0
ENSDARG00000096543,0
ENSDARG00000034910,0
ENSDARG00000096507,0
ENSDARG00000043445,0
ENSDARG00000096585,0
ENSDARG00000096574,0
ENSDARG00000013203,0
ENSDARG00000096666,0
ENSDARG00000096619,0
ENSDARG00000094524,0
ENSDARG00000093845,0
ENSDARG00000096623,0
ENSDARG00000096607,0
ENSDARG00000096670,0
ENSDARG00000062309,0
ENSDARG00000096634,0
ENSDARG00000096549,0
ENSDARG00000096671,0
ENSDARG00000096606,0
ENSDARG00000112997,0
ENSDARG00000096523,0
ENSDARG00000116874,0
ENSDARG00000054649,1
ENSDARG00000086301,0
ENSDARG00000096509,0
ENSDARG00000096650,0
ENSDARG00000094157,0
ENSDARG00000096534,0
ENSDARG00000096570,0
ENSDARG00000069194,1
ENSDARG00000026383,2
ENSDARG00000004633,0
ENSDARG00000043431,1
ENSDARG00000007289,0
ENSDARG00000106312,0
ENSDARG00000057844,3
ENSDARG00000103951,14
ENSDARG00000089894,0
ENSDARG00000074334,0
ENSDARG00000105181,0
ENSDARG00000113965,0
ENSDARG00000088556,0
ENSDARG00000104859,0
ENSDARG00000074205,0
ENSDARG00000092358,11
ENSDARG00000078620,0
ENSDARG00000088019,0
ENSDARG00000092894,0
ENSDARG00000096615,0
ENSDARG00000052035,4
ENSDARG00000058270,9
ENSDARG00000052037,1
ENSDARG00000052039,86
ENSDARG00000078246,1
ENSDARG00000094346,1
ENSDARG00000093323,2
ENSDARG00000094433,1
ENSDARG00000091912,3
ENSDARG00000092604,1
ENSDARG00000092070,0
ENSDARG00000096412,0
ENSDARG00000093177,2
ENSDARG00000092984,0
ENSDARG00000092350,0
ENSDARG00000094608,0
ENSDARG00000093975,0
ENSDARG00000087054,0
ENSDARG00000094344,0
ENSDARG00000095578,0
ENSDARG00000092294,0
ENSDARG00000094297,0
ENSDARG00000094246,1
ENSDARG00000092941,0
ENSDARG00000075055,0
ENSDARG00000095719,0
ENSDARG00000092500,0
ENSDARG00000038352,0
ENSDARG00000098576,0
ENSDARG00000103829,0
ENSDARG00000091254,0
ENSDARG00000075541,0
ENSDARG00000095773,0
ENSDARG00000103330,0
ENSDARG00000104415,0
ENSDARG00000098706,1
ENSDARG00000104626,0
ENSDARG00000099421,0
ENSDARG00000103888,0
ENSDARG00000103058,0
ENSDARG00000104949,1
ENSDARG00000089904,6
ENSDARG00000104083,0
ENSDARG00000093157,7
ENSDARG00000104904,5
ENSDARG00000096528,9
ENSDARG00000104807,11
ENSDARG00000105176,0
ENSDARG00000104783,6
ENSDARG00000112943,1
ENSDARG00000105295,10
ENSDARG00000112310,0
ENSDARG00000111704,0
ENSDARG00000017255,9
ENSDARG00000103054,2
ENSDARG00000113332,5
ENSDARG00000111491,0
ENSDARG00000116066,1
ENSDARG00000038682,0
ENSDARG00000100788,1
ENSDARG00000086539,0
ENSDARG00000112526,0
ENSDARG00000104392,0
ENSDARG00000100264,8
ENSDARG00000099619,0
ENSDARG00000099301,2
ENSDARG00000103099,3
ENSDARG00000101915,53
ENSDARG00000110574,1
ENSDARG00000090557,1
ENSDARG00000089667,2
ENSDARG00000088745,8
ENSDARG00000038683,0
ENSDARG00000090783,5
ENSDARG00000038681,0
ENSDARG00000095746,0
ENSDARG00000094845,0
ENSDARG00000115195,0
ENSDARG00000109399,0
ENSDARG00000093877,2
ENSDARG00000112066,0
ENSDARG00000092806,0
ENSDARG00000096586,0
ENSDARG00000094408,1
ENSDARG00000096651,11
ENSDARG00000089879,0
ENSDARG00000069046,0
ENSDARG00000091359,1
ENSDARG00000042561,0
ENSDARG00000099635,37
ENSDARG00000099741,7
ENSDARG00000102825,2
ENSDARG00000098567,58
ENSDARG00000101816,35
ENSDARG00000105060,2
ENSDARG00000101291,7
ENSDARG00000102634,13
ENSDARG00000102091,2
ENSDARG00000103295,144
ENSDARG00000100739,0
ENSDARG00000117484,1
ENSDARG00000100190,0
ENSDARG00000099024,0
ENSDARG00000099538,0
ENSDARG00000098620,0
ENSDARG00000117258,0
ENSDARG00000117555,1
ENSDARG00000117457,0
ENSDARG00000117815,0
ENSDARG00000117636,4
ENSDARG00000093583,0
ENSDARG00000105092,0
ENSDARG00000099880,2
ENSDARG00000102872,0
ENSDARG00000098899,1
ENSDARG00000101364,0
ENSDARG00000100145,0
ENSDARG00000063518,5
ENSDARG00000040045,21
ENSDARG00000100159,1
ENSDARG00000100031,5
ENSDARG00000038667,5
ENSDARG00000008333,0
ENSDARG00000038666,1
ENSDARG00000088634,0
ENSDARG00000015482,4
ENSDARG00000101562,2
ENSDARG00000099331,6
ENSDARG00000101134,2
ENSDARG00000038271,0
ENSDARG00000077839,1
ENSDARG00000110206,0
ENSDARG00000078694,12
ENSDARG00000040683,15
ENSDARG00000097928,0
ENSDARG00000089940,0
ENSDARG00000074146,1
ENSDARG00000097884,1
ENSDARG00000097244,3
ENSDARG00000097762,2
ENSDARG00000097118,256
ENSDARG00000087516,0
ENSDARG00000076995,7
ENSDARG00000087839,0
ENSDARG00000097391,3
ENSDARG00000005218,1
ENSDARG00000091260,4
ENSDARG00000116573,0
ENSDARG00000091481,9
ENSDARG00000039852,5
ENSDARG00000017195,2
ENSDARG00000030896,4
ENSDARG00000098888,1
ENSDARG00000006560,0
ENSDARG00000039850,1
ENSDARG00000006677,0
ENSDARG00000098661,1
ENSDARG00000008906,4
ENSDARG00000022615,0
ENSDARG00000094367,0
ENSDARG00000097519,2
ENSDARG00000095614,2
ENSDARG00000076509,34
ENSDARG00000045137,0
ENSDARG00000053746,0
ENSDARG00000089705,5
ENSDARG00000116769,1
ENSDARG00000002970,22
ENSDARG00000007480,110
ENSDARG00000074571,1
ENSDARG00000077288,0
ENSDARG00000039517,24
ENSDARG00000039516,22
ENSDARG00000003290,1
ENSDARG00000103465,0
ENSDARG00000059125,18
ENSDARG00000111712,0
ENSDARG00000075899,4
ENSDARG00000103432,0
ENSDARG00000077130,3
ENSDARG00000078363,2
ENSDARG00000039521,4
ENSDARG00000039522,14
ENSDARG00000078856,6
ENSDARG00000022309,61
ENSDARG00000022303,27
ENSDARG00000095840,0
ENSDARG00000063451,0
ENSDARG00000069423,4
ENSDARG00000020957,0
ENSDARG00000082599,0
ENSDARG00000042245,555
ENSDARG00000103704,0
ENSDARG00000062377,0
ENSDARG00000114019,0
ENSDARG00000087421,22
ENSDARG00000023713,44
ENSDARG00000091027,0
ENSDARG00000088246,10
ENSDARG00000025889,12
ENSDARG00000058993,22
ENSDARG00000074995,1
ENSDARG00000099937,0
ENSDARG00000101799,0
ENSDARG00000103038,17
ENSDARG00000075339,1
ENSDARG00000030340,22
ENSDARG00000004525,14
ENSDARG00000009484,57
ENSDARG00000058822,0
ENSDARG00000106350,0
ENSDARG00000098593,0
ENSDARG00000063437,7
ENSDARG00000063445,0
ENSDARG00000058995,4
ENSDARG00000096972,2
ENSDARG00000063446,6
ENSDARG00000086314,0
ENSDARG00000053068,22
ENSDARG00000097556,3
ENSDARG00000097559,0
ENSDARG00000073896,1
ENSDARG00000076223,123
ENSDARG00000079730,0
ENSDARG00000019541,52
ENSDARG00000036483,1
ENSDARG00000063375,9
ENSDARG00000058876,2
ENSDARG00000013847,17
ENSDARG00000017180,14
ENSDARG00000025168,0
ENSDARG00000114182,0
ENSDARG00000098344,15
ENSDARG00000104401,6
ENSDARG00000102184,15
ENSDARG00000104548,0
ENSDARG00000103352,0
ENSDARG00000103589,10
ENSDARG00000099604,0
ENSDARG00000099395,3
ENSDARG00000099015,0
ENSDARG00000099677,16
ENSDARG00000100086,0
ENSDARG00000105103,0
ENSDARG00000103674,0
ENSDARG00000104409,1
ENSDARG00000100687,0
ENSDARG00000101322,1
ENSDARG00000104726,17
ENSDARG00000102216,17
ENSDARG00000101766,1185
ENSDARG00000045297,2
ENSDARG00000074403,0
ENSDARG00000019278,0
ENSDARG00000011884,0
ENSDARG00000055498,7
ENSDARG00000078598,2
ENSDARG00000070284,3
ENSDARG00000018272,26
ENSDARG00000059695,2
ENSDARG00000038258,15
ENSDARG00000093079,0
ENSDARG00000012610,32
ENSDARG00000016081,30
ENSDARG00000075181,1
ENSDARG00000039310,6
ENSDARG00000077690,3
ENSDARG00000027957,6
ENSDARG00000003382,30
ENSDARG00000014190,0
ENSDARG00000097241,0
ENSDARG00000093357,2
ENSDARG00000027986,14
ENSDARG00000001447,10
ENSDARG00000097093,0
ENSDARG00000033259,18
ENSDARG00000056478,0
ENSDARG00000096809,7
ENSDARG00000075980,0
ENSDARG00000034940,0
ENSDARG00000012194,170
ENSDARG00000063341,21
ENSDARG00000022213,11
ENSDARG00000037061,7
ENSDARG00000037056,0
ENSDARG00000058734,33
ENSDARG00000022810,7
ENSDARG00000076996,0
ENSDARG00000096791,0
ENSDARG00000078329,0
ENSDARG00000039830,48
ENSDARG00000039828,0
ENSDARG00000063223,0
ENSDARG00000063218,15
ENSDARG00000001771,0
ENSDARG00000058719,5
ENSDARG00000111883,0
ENSDARG00000017653,2
ENSDARG00000089077,2
ENSDARG00000036106,4
ENSDARG00000075352,0
ENSDARG00000115680,0
ENSDARG00000096763,0
ENSDARG00000017860,7
ENSDARG00000058701,0
ENSDARG00000096713,2
ENSDARG00000058695,2
ENSDARG00000029671,25
ENSDARG00000013858,0
ENSDARG00000091894,0
ENSDARG00000078201,0
ENSDARG00000063191,6
ENSDARG00000004167,6
ENSDARG00000063182,34
ENSDARG00000093342,3
ENSDARG00000078299,0
ENSDARG00000069342,14
ENSDARG00000093159,0
ENSDARG00000095549,0
ENSDARG00000090623,6
ENSDARG00000083428,0
ENSDARG00000114760,23
ENSDARG00000117612,0
ENSDARG00000104290,2
ENSDARG00000112870,2
ENSDARG00000114516,122
ENSDARG00000100981,5
ENSDARG00000099642,6
ENSDARG00000016477,24
ENSDARG00000082639,0
ENSDARG00000083056,0
ENSDARG00000083986,0
ENSDARG00000083699,7
ENSDARG00000080523,0
ENSDARG00000004396,5
ENSDARG00000008966,19
ENSDARG00000006568,1
ENSDARG00000063129,0
ENSDARG00000076959,0
ENSDARG00000031548,15
ENSDARG00000008450,4
ENSDARG00000039272,6
ENSDARG00000075007,18
ENSDARG00000107448,0
ENSDARG00000012816,2
ENSDARG00000091887,0
ENSDARG00000058638,11
ENSDARG00000091266,0
ENSDARG00000092893,0
ENSDARG00000079075,0
ENSDARG00000029248,39
ENSDARG00000020596,7
ENSDARG00000016163,14
ENSDARG00000077581,13
ENSDARG00000012555,1
ENSDARG00000024479,3
ENSDARG00000039220,0
ENSDARG00000058473,6
ENSDARG00000082391,0
ENSDARG00000018562,40
ENSDARG00000038977,0
ENSDARG00000115192,0
ENSDARG00000038978,3
ENSDARG00000009488,17
ENSDARG00000038980,10
ENSDARG00000067814,0
ENSDARG00000038981,6
ENSDARG00000058354,45
ENSDARG00000102166,0
ENSDARG00000015707,11
ENSDARG00000092780,0
ENSDARG00000080840,0
ENSDARG00000080499,0
ENSDARG00000011233,3
ENSDARG00000002790,119
ENSDARG00000013613,16
ENSDARG00000097535,0
ENSDARG00000097892,4
ENSDARG00000062991,10
ENSDARG00000108522,0
ENSDARG00000058410,0
ENSDARG00000069280,6
ENSDARG00000029292,7
ENSDARG00000111651,0
ENSDARG00000030108,12
ENSDARG00000115266,14
ENSDARG00000020981,0
ENSDARG00000063018,2
ENSDARG00000019924,27
ENSDARG00000069295,8
ENSDARG00000069294,0
ENSDARG00000069293,7
ENSDARG00000012682,138
ENSDARG00000021324,8
ENSDARG00000009922,9
ENSDARG00000084853,0
ENSDARG00000043581,10
ENSDARG00000003375,11
ENSDARG00000009534,44
ENSDARG00000094480,0
ENSDARG00000058348,7
ENSDARG00000078822,4
ENSDARG00000098557,5
ENSDARG00000005590,5
ENSDARG00000062955,3
ENSDARG00000020197,789
ENSDARG00000077666,2
ENSDARG00000020746,1
ENSDARG00000038397,4
ENSDARG00000058267,5
ENSDARG00000023584,2
ENSDARG00000062919,5
ENSDARG00000075866,2
ENSDARG00000085728,0
ENSDARG00000062916,20
ENSDARG00000058237,1
ENSDARG00000083895,0
ENSDARG00000058229,1
ENSDARG00000058218,1
ENSDARG00000097415,0
ENSDARG00000016074,13
ENSDARG00000038222,1
ENSDARG00000002330,2
ENSDARG00000017398,0
ENSDARG00000084912,0
ENSDARG00000095190,0
ENSDARG00000094331,0
ENSDARG00000016233,8
ENSDARG00000004869,4
ENSDARG00000058114,2
ENSDARG00000097447,0
ENSDARG00000039203,13
ENSDARG00000003909,1
ENSDARG00000039196,2
ENSDARG00000093083,0
ENSDARG00000018809,17
ENSDARG00000089225,10
ENSDARG00000020201,13
ENSDARG00000087979,4
ENSDARG00000075812,0
ENSDARG00000079665,3
ENSDARG00000106186,0
ENSDARG00000011683,6
ENSDARG00000075673,16
ENSDARG00000024744,5
ENSDARG00000097553,18
ENSDARG00000117820,0
ENSDARG00000075560,44
ENSDARG00000114675,4
ENSDARG00000001933,4
ENSDARG00000108294,0
ENSDARG00000089109,13
ENSDARG00000012021,7
ENSDARG00000069175,37
ENSDARG00000095837,2
ENSDARG00000003944,0
ENSDARG00000058090,5
ENSDARG00000110105,5
ENSDARG00000054980,20
ENSDARG00000054984,0
ENSDARG00000095477,0
ENSDARG00000109226,0
ENSDARG00000099519,19
ENSDARG00000098037,0
ENSDARG00000097054,0
ENSDARG00000097095,0
ENSDARG00000103545,0
ENSDARG00000101215,3
ENSDARG00000099630,2
ENSDARG00000074233,2
ENSDARG00000092066,3
ENSDARG00000115547,18
ENSDARG00000115186,4
ENSDARG00000113972,0
ENSDARG00000082734,0
ENSDARG00000111709,1
ENSDARG00000080774,0
ENSDARG00000081431,0
ENSDARG00000085174,0
ENSDARG00000095038,0
ENSDARG00000092949,0
ENSDARG00000097463,0
ENSDARG00000092159,0
ENSDARG00000095776,0
ENSDARG00000057769,0
ENSDARG00000110384,0
ENSDARG00000028131,9
ENSDARG00000057743,0
ENSDARG00000029856,8
ENSDARG00000005673,2
ENSDARG00000092084,0
ENSDARG00000002947,6
ENSDARG00000017748,21
ENSDARG00000112456,0
ENSDARG00000062661,4
ENSDARG00000039979,2
ENSDARG00000039174,0
ENSDARG00000009014,86
ENSDARG00000099759,0
ENSDARG00000013856,114
ENSDARG00000073713,4
ENSDARG00000093060,3
ENSDARG00000114666,0
ENSDARG00000075962,0
ENSDARG00000087277,52
ENSDARG00000010956,10
ENSDARG00000012914,36
ENSDARG00000095819,0
ENSDARG00000079625,5
ENSDARG00000012325,5
ENSDARG00000019526,8
ENSDARG00000039152,1
ENSDARG00000079364,0
ENSDARG00000094988,0
ENSDARG00000094962,0
ENSDARG00000020602,30
ENSDARG00000015790,52
ENSDARG00000092225,4
ENSDARG00000091652,15
ENSDARG00000106039,0
ENSDARG00000062864,2
ENSDARG00000009740,15
ENSDARG00000009436,4
ENSDARG00000016771,1006
ENSDARG00000006200,81
ENSDARG00000084411,0
ENSDARG00000080942,0
ENSDARG00000077022,0
ENSDARG00000062427,2
ENSDARG00000084026,0
ENSDARG00000079158,0
ENSDARG00000020289,1
ENSDARG00000079907,0
ENSDARG00000093714,3
ENSDARG00000015252,3
ENSDARG00000019103,10
ENSDARG00000104683,0
ENSDARG00000104972,0
ENSDARG00000052319,0
ENSDARG00000052296,0
ENSDARG00000100970,0
ENSDARG00000026569,0
ENSDARG00000005754,85
ENSDARG00000085605,0
ENSDARG00000094091,0
ENSDARG00000113243,0
ENSDARG00000099780,0
ENSDARG00000109031,0
ENSDARG00000100494,26
ENSDARG00000099776,238
ENSDARG00000104930,0
ENSDARG00000111227,0
ENSDARG00000101899,0
ENSDARG00000102520,0
ENSDARG00000099960,6
ENSDARG00000100741,6
ENSDARG00000099445,14
ENSDARG00000098575,0
ENSDARG00000101903,9
ENSDARG00000102223,0
ENSDARG00000057253,0
ENSDARG00000093610,0
ENSDARG00000057265,0
ENSDARG00000112780,0
ENSDARG00000092075,0
ENSDARG00000115412,0
ENSDARG00000095391,0
ENSDARG00000077665,0
ENSDARG00000097586,0
ENSDARG00000069033,0
ENSDARG00000115702,0
ENSDARG00000095093,0
ENSDARG00000116716,0
ENSDARG00000095066,0
ENSDARG00000093408,0
ENSDARG00000111383,0
ENSDARG00000057284,0
ENSDARG00000110526,0
ENSDARG00000015901,8
ENSDARG00000010267,86
ENSDARG00000082222,0
ENSDARG00000101927,0
ENSDARG00000057209,0
ENSDARG00000079671,0
ENSDARG00000001913,6
ENSDARG00000097187,4
ENSDARG00000076183,0
ENSDARG00000103811,31
ENSDARG00000060622,8
ENSDARG00000075487,4
ENSDARG00000021480,2
ENSDARG00000092679,0
ENSDARG00000076330,2
ENSDARG00000092078,1
ENSDARG00000005593,3
ENSDARG00000080487,0
ENSDARG00000110856,0
ENSDARG00000010482,2
ENSDARG00000103004,12
ENSDARG00000042671,2
ENSDARG00000011886,6
ENSDARG00000004539,5
ENSDARG00000024546,0
ENSDARG00000039142,59
ENSDARG00000078352,44
ENSDARG00000042656,0
ENSDARG00000042652,18
ENSDARG00000016399,16
ENSDARG00000021200,1
ENSDARG00000063544,8
ENSDARG00000013076,6
ENSDARG00000001940,29
ENSDARG00000091879,2
ENSDARG00000094378,0
ENSDARG00000028878,2
ENSDARG00000057751,0
ENSDARG00000097822,0
ENSDARG00000039052,2
ENSDARG00000039051,108
ENSDARG00000062116,10
ENSDARG00000086601,0
ENSDARG00000034080,16
ENSDARG00000062272,21
ENSDARG00000024759,0
ENSDARG00000078986,9
ENSDARG00000016253,16
ENSDARG00000057184,8
ENSDARG00000062251,2
ENSDARG00000075211,61
ENSDARG00000020261,121
ENSDARG00000039098,3
ENSDARG00000117728,0
ENSDARG00000032317,37
ENSDARG00000069018,36
ENSDARG00000088073,10
ENSDARG00000099664,59
ENSDARG00000099478,12
ENSDARG00000110020,6
ENSDARG00000101983,2
ENSDARG00000098807,0
ENSDARG00000103578,9
ENSDARG00000103370,11
ENSDARG00000101361,17
ENSDARG00000104288,1
ENSDARG00000111969,0
ENSDARG00000103087,0
ENSDARG00000027590,22
ENSDARG00000039022,17
ENSDARG00000008807,4
ENSDARG00000077323,8
ENSDARG00000029848,0
ENSDARG00000018478,125
ENSDARG00000062024,28
ENSDARG00000093112,0
ENSDARG00000031343,46
ENSDARG00000056784,0
ENSDARG00000061948,9
ENSDARG00000077201,11
ENSDARG00000106775,0
ENSDARG00000079352,6
ENSDARG00000031709,7
ENSDARG00000093442,0
ENSDARG00000079229,12
ENSDARG00000011373,7
ENSDARG00000005458,26
ENSDARG00000061908,6
ENSDARG00000097593,0
ENSDARG00000093680,0
ENSDARG00000098052,0
ENSDARG00000033971,15
ENSDARG00000006862,8
ENSDARG00000102869,0
ENSDARG00000023053,2
ENSDARG00000010381,28
ENSDARG00000013946,14
ENSDARG00000109615,0
ENSDARG00000113501,0
ENSDARG00000111218,0
ENSDARG00000111600,0
ENSDARG00000112109,0
ENSDARG00000113007,0
ENSDARG00000110969,0
ENSDARG00000111054,0
ENSDARG00000116868,0
ENSDARG00000112742,0
ENSDARG00000112714,0
ENSDARG00000109911,0
ENSDARG00000106841,0
ENSDARG00000113029,0
ENSDARG00000017605,3
ENSDARG00000038985,9
ENSDARG00000034189,37
ENSDARG00000109479,0
ENSDARG00000056551,1
ENSDARG00000030722,19
ENSDARG00000092427,0
ENSDARG00000031426,10
ENSDARG00000003068,22
ENSDARG00000038979,0
ENSDARG00000017494,2
ENSDARG00000061848,11
ENSDARG00000094315,0
ENSDARG00000073756,9
ENSDARG00000093197,0
ENSDARG00000029881,1
ENSDARG00000068745,60
ENSDARG00000079564,79
ENSDARG00000097306,0
ENSDARG00000083623,0
ENSDARG00000079782,26
ENSDARG00000056464,8
ENSDARG00000056475,40
ENSDARG00000092954,76
ENSDARG00000076265,2
ENSDARG00000093462,0
ENSDARG00000038955,0
ENSDARG00000076972,0
ENSDARG00000003607,10
ENSDARG00000061797,0
ENSDARG00000061800,2
ENSDARG00000091306,11
ENSDARG00000093243,0
ENSDARG00000035862,1
ENSDARG00000035861,7
ENSDARG00000111732,0
ENSDARG00000035860,1220
ENSDARG00000035859,53
ENSDARG00000035858,36
ENSDARG00000105102,8
ENSDARG00000076068,3
ENSDARG00000061725,1
ENSDARG00000018060,83
ENSDARG00000056378,25
ENSDARG00000056367,4
ENSDARG00000013221,5
ENSDARG00000056347,8
ENSDARG00000094684,0
ENSDARG00000112172,0
ENSDARG00000092491,0
ENSDARG00000097081,0
ENSDARG00000018616,0
ENSDARG00000011934,36
ENSDARG00000026053,6
ENSDARG00000074262,13
ENSDARG00000056262,5
ENSDARG00000061205,12
ENSDARG00000038910,24
ENSDARG00000038909,7
ENSDARG00000097709,0
ENSDARG00000020427,1
ENSDARG00000115638,0
ENSDARG00000094083,0
ENSDARG00000077722,14
ENSDARG00000078179,15
ENSDARG00000056230,0
ENSDARG00000056228,7
ENSDARG00000056218,5
ENSDARG00000094803,5
ENSDARG00000056196,52
ENSDARG00000056186,180
ENSDARG00000092287,0
ENSDARG00000010816,1
ENSDARG00000020031,8
ENSDARG00000094611,0
ENSDARG00000094683,1
ENSDARG00000005364,1
ENSDARG00000114644,0
ENSDARG00000010144,7
ENSDARG00000007818,42
ENSDARG00000097439,0
ENSDARG00000019362,38
ENSDARG00000031372,13
ENSDARG00000092348,0
ENSDARG00000068587,5
ENSDARG00000038900,137
ENSDARG00000038905,12
ENSDARG00000055996,846
ENSDARG00000113087,0
ENSDARG00000085358,0
ENSDARG00000106293,0
ENSDARG00000083424,0
