ENSDARG00000101184	Linear				4.39758	0.867866	22.283	0.004104866126959261	-33.40282200192991	72.80564400385983	1	5.067118656566796	true	28.4526	1.27865		
ENSDARG00000098408	Linear		792854	stbd1	1.07787	0.658671	1.76386	0.7365548168315306	-46.02282200192991	98.04564400385982	-1	1.636431541695323	true	72.6932	-12.0999		
ENSDARG00000100709	Linear		619269	agxt2	0.984044	0.617391	1.56844	0.10259771340154067	-79.1087220019299	164.2174440038598	-1	1.5938748702200065	true	951.276	-120.301		
ENSDARG00000087633	Linear				0.993119	0.621273	1.58752	0.862239658289891	-45.91522200192991	97.83044400385982	-1	1.598522710628017	true	106.865	-13.0386		
ENSDARG00000044752	Linear		259258	p2rx4a	1.67749	0.851356	3.3053	0.6131521516601539	-49.15192200192991	104.30384400385982	-1	1.9703743204957738	true	100.567	-9.57822		
ENSDARG00000054319	Linear		560273	oxct1b	0.887315	0.571479	1.3777	0.387297693793221	-80.9957220019299	167.9914440038598	-1	1.5526642273819335	true	897.112	-151.301		
ENSDARG00000095627	Linear		449803	c1qc	1.63926	0.840229	3.19814	0.04184265858833314	-27.10952200192991	60.21904400385982	1	1.9509681289267569	true	7.70308	2.25479		
ENSDARG00000103687	Linear		568900	sycn.2	1.23212	0.719407	2.11023	0.5977253729696047	-77.5077220019299	161.0154440038598	-1	1.712688366946666	true	624.962	-86.3533		
ENSDARG00000055278	Linear		30604	cfb	1.25992	0.7295	2.17602	0.5828489710525471	-90.37492200192992	186.74984400385983	-1	1.7271007539410552	true	1080.32	-199.121		
ENSDARG00000005616	Linear		30489	bfb	1.2348	0.720327	2.11673	0.01238364407330228	-50.117122001929914	106.23424400385983	-1	1.7142214577546029	true	90.5318	-13.877		
ENSDARG00000074719	Linear		562524	rab38c	1.01866	0.632441	1.64073	0.02227877928313393	-34.70202200192991	75.40404400385982	1	1.6106798895074794	true	42.0469	6.01938		
ENSDARG00000105039	Linear		562402	phka1b	1.18539	0.701827	2.00212	0.7081152062497167	-68.05112200192991	142.10224400385982	1	1.6890059801062085	true	245.885	47.783		
ENSDARG00000044512	Linear		407683	ca4c	0.932392	0.593415	1.465	0.1823403992545175	-45.28652200192991	96.57304400385982	1	1.571230926080399	true	74.8785	13.3178		
ENSDARG00000053853	Linear		406537	slc13a2	1.1398	0.683989	1.89935	0.8825695291029966	-107.53992200192991	221.07984400385982	-1	1.6664010678534305	true	4501.38	-691.254		
ENSDARG00000076448	Linear		560308	serpinf2a	0.774114	0.513253	1.16756	0.3259345428822167	-70.28172200192991	146.56344400385981	-1	1.5082503170950778	true	534.411	-84.901		
ENSDARG00000104207	Linear		555725	pcyt1bb	1.21889	0.714401	2.07964	0.790800412826786	-54.42182200192991	114.84364400385982	-1	1.7061706240612766	true	132.019	-18.731		
ENSDARG00000023820	Linear		406828	faxdc2	1.03858	0.641716	1.68087	0.5841106782091064	-104.0299220019299	214.0598440038598	-1	1.6184418029159318	true	4830.17	-600.34		
ENSDARG00000031848	Linear				1.04945	0.646368	1.70389	0.08993897584196409	-50.514122001929906	107.02824400385981	-1	1.623610698549433	true	116.3	-16.7658		
ENSDARG00000070919	Linear		394003	cpne5b	1.39117	0.773529	2.50198	0.0062001087942892275	-38.04922200192991	82.09844400385983	-1	1.7984716797948106	true	47.4768	-5.50948		
ENSDARG00000038199	Linear		402979	cdab	1.04855	0.646072	1.70176	0.07632745367626759	-80.74382200192991	167.48764400385983	-1	1.6229615275077702	true	947.814	-125.903		
ENSDARG00000055036	Linear		553614	itih3a	0.876077	0.565964	1.35611	0.2701442768885143	-65.5475220019299	137.0950440038598	-1	1.547937678014856	true	343.492	-54.7149		
ENSDARG00000007024	Linear		436604	uox	0.817368	0.536087	1.24624	0.00797103173348146	-81.5351220019299	169.0702440038598	-1	1.5246928203817665	true	1106.84	-170.262		
ENSDARG00000070078	Linear		571189	abcb11b	1.27561	0.735103	2.21355	0.8753187709269901	-82.58042200192992	171.16084400385984	-1	1.7352806341424263	true	787.229	-116.972		
ENSDARG00000100968	Linear		557223	si:ch211-1a19.3	5.93146	0.679357	51.7876	6.231834736986075E-4	-61.03822200192991	128.07644400385982	1	8.73099121669461	true	163.343	5.98314		
ENSDARG00000088933	Linear		100001834	golt1a	1.14587	0.686423	1.91283	0.9870544602563346	-41.58422200192991	89.16844400385982	-1	1.6693350892962502	true	51.0822	-8.46651		
ENSDARG00000099185	Linear		406338	chia.2	0.886374	0.571034	1.37586	0.6530578036820949	-127.21092200192992	260.42184400385986	-1	1.5522263122686213	true	23989.7	-3298.82		
ENSDARG00000016918	Linear		492331	ace2	0.940503	0.597165	1.48124	0.9210828111596098	-108.62492200192992	223.24984400385983	-1	1.5749466227926956	true	5898.02	-900.531		
ENSDARG00000023176	Linear		334082	tdo2b	0.946898	0.600172	1.49393	0.133746162578668	-87.03692200192991	180.07384400385982	-1	1.5777110561638996	true	1347.14	-212.091		
ENSDARG00000102722	Linear		613141	itih3b	1.37244	0.767721	2.45348	0.36140178815299207	-80.86482200192991	167.72964400385982	-1	1.7876806808723482	true	605.209	-96.9695		
ENSDARG00000100406	Linear		100003906	zgc:112265	0.731277	0.489943	1.09149	0.036271429444725056	-99.19592200192992	204.39184400385983	-1	1.4925756669653407	true	3604.25	-617.733		
ENSDARG00000101146	Linear		101886098	cr293511.1	0.768868	0.510117	1.15887	0.758189408075331	-34.61932200192991	75.23864400385982	1	1.5072385354732345	true	31.5955	7.93109		
ENSDARG00000076381	Linear		795332	slc25a1b	1.00486	0.626802	1.61095	0.9611902843083029	-64.77722200192991	135.55444400385983	-1	1.603153787001318	true	302.853	-45.3148		
ENSDARG00000075229	Linear		100002406	slc46a2	1.69939	0.857763	3.3668	0.005061790195084348	-27.300722001929913	60.601444003859825	-1	1.9811882769482945	true	14.9643	-2.20291		
ENSDARG00000092826	Linear				1.66454	0.848097	3.26695	0.001560428771043454	-22.60142200192991	51.20284400385982	1	1.962676439133731	true	5.47802	1.64413		
ENSDARG00000069439	Linear		555483	ptgdsa	1.97423	0.90872	4.28909	0.004271846787922584	-45.85182200192991	97.70364400385982	-1	2.172539396073598	true	51.9955	-6.53133		
ENSDARG00000004296	Exp 3		394093	ambp	2.51822	6.36381E-4	9964.82	0.17797135677209774	-81.81342200192991	171.62684400385982	-1	3957.094884982424	true	-1.0	1586.53	0.316167	10.3918		
ENSDARG00000073695	Linear		798369	mamdc2b	1.72144	0.862178	3.43705	0.032946160133257796	-31.88972200192991	69.77944400385982	1	1.9966178677720843	true	18.7373	2.953		
ENSDARG00000104450	Linear		563450	cr855996.2	0.673224	0.457223	0.991267	0.8363676915308442	-62.93082200192991	131.86164400385982	-1	1.4724193664798142	true	482.286	-59.8034		
ENSDARG00000013871	Linear		393654	slc5a1	1.34516	0.758834	2.38451	0.5390740118705087	-92.9199220019299	191.8398440038598	-1	1.772667012811761	true	1450.16	-220.995		
ENSDARG00000069377	Linear				1.29582	0.742114	2.26265	0.1995807583145517	-65.05772200192992	136.11544400385984	1	1.7461198683760175	true	178.596	35.8033		
ENSDARG00000092976	Linear		558050	si:ch211-127i16.2	1.01757	0.632481	1.63713	0.8805634950539635	-74.92602200192991	155.85204400385982	-1	1.6088546533413655	true	694.325	-88.0271		
ENSDARG00000104007	Linear		553983	pcdh1g1	1.77207	0.872348	3.59976	0.03980521687350469	-35.61072200192991	77.22144400385982	-1	2.0313796787520575	true	33.9127	-3.67627		
ENSDARG00000069333	Linear		793236	fp102052.1	0.709259	0.477722	1.05301	0.41400855552197724	-36.28912200192991	78.57824400385982	-1	1.4846689078585453	true	69.6617	-9.61005		
ENSDARG00000087709	Linear		568600	fat3b	0.835043	0.545196	1.27898	0.11557799604095709	-38.09042200192991	82.18084400385982	-1	1.5316381631560025	true	64.4396	-9.20393		
ENSDARG00000112889	Linear		100007788	rab38b	1.65648	0.846558	3.24128	0.40434647439986826	-26.407822001929908	58.815644003859816	-1	1.956723579483036	true	10.3467	-2.12937		
ENSDARG00000002394	Linear		100415794	ugt5d1	1.05623	0.649478	1.71772	0.17289881888135428	-50.16952200192991	106.33904400385983	-1	1.6262752548970096	true	130.43	-16.2798		
ENSDARG00000029493	Linear		678552	f9b	0.82804	0.54159	1.26599	0.11283288462279473	-55.76562200192991	117.53124400385983	-1	1.5289056297198989	true	172.723	-30.1566		
ENSDARG00000068982	Linear		564457	jhy	9.60203	0.293601	314.029	2.5029606088988743E-4	-38.40182200192991	82.80364400385982	-1	32.70435046202159	true	30.2558	-0.817212		
ENSDARG00000018846	Linear		565316	dgat2	0.746912	0.498529	1.11905	0.11694382689311722	-69.2538220019299	144.5076440038598	-1	1.4982317979495676	true	399.88	-82.1653		
ENSDARG00000019228	Linear		450063	mogat2	0.831409	0.543365	1.27215	0.6610234712088916	-72.12722200192991	150.25444400385982	-1	1.5301114352231004	true	579.34	-89.3995		
ENSDARG00000043285	Linear				1.12018	0.676659	1.85442	0.9393735130476939	-27.290922001929914	60.58184400385983	-1	1.6554571800567197	true	24.396	-3.33977		
ENSDARG00000087393	Linear		567366	prr11	1.03493	0.640403	1.67252	0.8581521253390656	-32.32842200192991	70.65684400385982	1	1.6160605118964153	true	22.6844	5.05759		
ENSDARG00000091143	Hill		100861447	or106-10	0.029217	0.00543993	0.15692	0.9991975594043224	-22.23772200192991	54.47544400385982	-1	5.3708411689121	0	20.6802	-7.48809	11.7198	0.0307245	true	
ENSDARG00000086266	Linear				4.37838	0.870812	22.0142	0.007723652946377002	-37.07062200192991	80.14124400385982	1	5.027927956895403	true	30.1799	1.64		
ENSDARG00000054534	Linear		100536873	acot12	0.977701	0.614464	1.55566	0.27316251979002504	-61.758422001929915	129.51684400385983	-1	1.5911444771377983	true	235.512	-38.0835		
ENSDARG00000099633	Linear		566865	sec14l7	0.94806	0.600724	1.49622	0.17633375387101702	-81.57952200192992	169.15904400385983	-1	1.5781956439229996	true	1184.35	-147.226		
ENSDARG00000098296	Linear		327635	gnsb	0.955355	0.604256	1.51046	0.4152702411500475	-50.29432200192991	106.58864400385983	-1	1.5810434650214478	true	138.42	-18.1492		
ENSDARG00000079560	Linear				0.784385	0.518737	1.18607	0.43586064523084145	-38.13472200192991	82.26944400385982	-1	1.5121053636042927	true	68.2606	-9.82733		
ENSDARG00000045411	Linear		393147	acad11	0.788551	0.520986	1.19353	0.024975008268696808	-56.89302200192991	119.78604400385981	-1	1.5135742611125829	true	349.008	-34.1385		
ENSDARG00000058603	Linear		100147894	jph1a	0.757281	0.504188	1.13742	0.4843583203854037	-60.15532200192992	126.31064400385984	-1	1.5019814037620889	true	358.56	-44.1846		
ENSDARG00000079547	Linear				1.05463	0.648827	1.71424	0.5807921469646886	-24.36912200192991	54.73824400385982	-1	1.625440988121641	true	16.4966	-2.91951		
ENSDARG00000089919	Linear		100000133	si:ch211-161h7.8	0.665001	0.452462	0.977379	0.43036051492493543	-47.902022001929915	101.80404400385983	-1	1.469738895200039	true	175.777	-22.2298		
ENSDARG00000071579	Linear		557735	urad	1.30305	0.744698	2.28003	0.3855902736758636	-42.88092200192991	91.76184400385982	-1	1.749769705303358	true	56.9258	-8.1175		
ENSDARG00000062228	Linear		562602	adipoqa	2.50139	0.967685	6.46589	0.05163272991758561	-21.142322001929912	48.284644003859825	-1	2.5849217462294027	true	5.46213	-0.992671		
ENSDARG00000102671	Hill		768165	dpyda.1	7.61132E-4	4.43603E-5	0.0130595	0.6984440368562417	-20.29552200192991	50.59104400385982	1	17.157954296972743	0	4.12751	7.71112	1.0	0.00173983	true	
ENSDARG00000056909	Linear				0.858513	0.557084	1.32304	0.9477350611470035	-52.811522001929916	111.62304400385983	-1	1.5410835708797954	true	142.316	-23.8866		
ENSDARG00000104965	Linear		569146	kcnj12a	1.40898	0.780184	2.54458	0.05000734847400834	-22.70372200192991	51.40744400385982	-1	1.8059585943828633	true	11.2515	-1.95563		
ENSDARG00000061355	Linear		555401	aoc1	0.590647	0.408485	0.854042	0.48164958649497946	-79.04852200192991	164.09704400385982	-1	1.4459453835514158	true	1474.03	-199.625		
ENSDARG00000104718	Linear				1.08117	0.659894	1.77137	0.45636864879742944	-37.676622001929914	81.35324400385983	1	1.638399500525842	true	20.954	6.9153		
ENSDARG00000101979	Linear		100334248	eps8l3a	1.18601	0.7021	2.00344	0.6895825597124134	-76.00612200192991	158.01224400385982	-1	1.689232303090728	true	737.423	-81.1647		
ENSDARG00000043279	Linear		436844	aqp12	0.842526	0.549009	1.29296	0.7281834564739431	-61.31052200192991	128.62104400385982	-1	1.5346305798265603	true	322.54	-42.8936		
ENSDARG00000093642	Linear				1.26283	0.730511	2.18306	0.008175312154094061	-19.93982200192991	45.87964400385982	1	1.7286940237724002	true	7.13171	1.81478		
ENSDARG00000077058	Linear		100334908	cela1.5	1.56248	0.823865	2.96329	0.049348213770037175	-31.974322001929913	69.94864400385983	-1	1.8965243092011437	true	21.6836	-3.27183		
ENSDARG00000079420	Linear		100301982	dpp4	0.831899	0.543581	1.27314	0.5534923675611849	-75.93222200192992	157.86444400385983	-1	1.5304048522667277	true	793.236	-115.145		
ENSDARG00000007421	Linear		394052	ftcd	1.18836	0.703053	2.00868	0.03161570386384083	-76.25022200192991	158.50044400385983	-1	1.6902850851927238	true	586.488	-82.3328		
ENSDARG00000042920	Linear		571461	sult3st3	0.698491	0.471671	1.03439	0.2890457178915189	-45.89842200192991	97.79684400385982	-1	1.4808860413296556	true	110.132	-18.5178		
ENSDARG00000093619	Linear		322415	sult3st2	0.739116	0.494258	1.10528	0.05416025267859903	-51.46482200192992	108.92964400385983	-1	1.495405233703855	true	158.419	-25.363		
ENSDARG00000042667	Linear		117508	klf2a	1.36	0.763712	2.42187	0.9055252103551121	-87.01992200192991	180.03984400385983	1	1.7807759993295904	true	658.245	147.499		
ENSDARG00000056226	Linear		553700	creb3l3a	0.812985	0.53372	1.23837	0.14719280815082436	-50.03222200192991	106.06444400385982	-1	1.5232425241699767	true	114.782	-20.958		
ENSDARG00000042065	Linear		568904	eef2a.2	1.51894	0.810716	2.84584	0.7234894390320847	-32.22932200192991	70.45864400385982	-1	1.8735784171029066	true	24.7369	-3.42331		
ENSDARG00000062080	Linear		562011	shc2	1.76771	0.871489	3.58559	0.012452305356771554	-39.86922200192991	85.73844400385983	-1	2.02837901568465	true	36.8928	-4.89524		
ENSDARG00000102456	Linear		559122	cfhl4	0.773479	0.512923	1.16639	0.3254613028395362	-90.93292200192991	187.86584400385982	-1	1.5079826796614697	true	2163.01	-336.653		
ENSDARG00000100442	Linear		553297	cfh	1.20542	0.709511	2.04795	0.4556692090704426	-82.5458220019299	171.0916440038598	-1	1.6989447661840338	true	667.362	-123.498		
ENSDARG00000105212	Linear		570905	cfhl1	0.919966	0.58722	1.44126	0.7673313867208349	-39.73042200192991	85.46084400385982	-1	1.5666462313953884	true	57.9472	-9.31953		
ENSDARG00000001818	Linear		566347	c3b.2	0.894818	0.57518	1.39208	0.2872068539961875	-70.3001220019299	146.6002440038598	-1	1.5557182099516673	true	494.175	-73.5386		
ENSDARG00000093068	Linear		563665	c3b.1	0.824772	0.539929	1.25989	0.011121032228709526	-78.10502200192991	162.21004400385982	-1	1.5275564009341969	true	733.704	-134.243		
ENSDARG00000022372	Exp 3		449808	kng1	2.46596	1.48355E-4	40989.3	0.37889541177315045	-72.97482200192991	153.94964400385982	-1	16622.021502477164	true	-1.0	738.655	0.311246	8.2546		
ENSDARG00000053973	Linear		569489	fetub	0.896826	0.576167	1.39595	0.07988321470605897	-133.8879220019299	273.7758440038598	-1	1.5565382953206275	true	31683.1	-5088.63		
ENSDARG00000040747	Linear		445095	tm4sf4	0.483747	0.34167	0.684904	0.796896600407742	-91.25892200192992	188.51784400385984	-1	1.41583106506278	true	3455.46	-550.098		
ENSDARG00000070918	Linear		563738	si:ch211-284e20.8	1.32273	0.751394	2.3285	0.9194183639529347	-64.58982200192992	135.17964400385983	-1	1.7603680625610532	true	176.309	-33.9977		
ENSDARG00000070892	Linear		571127	si:ch211-262h13.5	1.68184	0.852237	3.31902	0.10926952188716532	-52.21852200192991	110.43704400385982	-1	1.9734416600077207	true	87.4341	-11.7205		
ENSDARG00000098791	Linear		101886483	cdhr5b	0.809957	0.532287	1.23247	0.3945328581617067	-54.92402200192991	115.84804400385983	-1	1.5216546712581749	true	189.505	-29.1476		
ENSDARG00000098360	Hill		60640	cyp19a1b	0.0290788	0.00139046	0.608129	0.7484116476571885	-15.210522001929908	40.42104400385982	-1	20.91307912489392	0	7.16256	-3.76266	1.0	0.0363588	true	
ENSDARG00000089903	Linear				2.47481	0.96107	6.3728	7.467858469758504E-4	-29.286822001929913	64.57364400385983	-1	2.57505696775469	true	15.9392	-1.72683		
ENSDARG00000017444	Exp 3		100004331	hal	2.54816	6.99663E-35	9.28034E34	0.15979450258302552	-65.6391220019299	139.2782440038598	-1	3.6419819255841743E34	true	-1.0	439.736	0.321187	10.7442		
ENSDARG00000103878	Linear		322533	anpepb	0.855715	0.55573	1.31763	0.9957755947321284	-112.21992200192992	230.43984400385983	-1	1.5398035017004663	true	7873.24	-1257.84		
ENSDARG00000096977	Linear		100536492	mhc1lla	1.11715	0.674562	1.85013	0.17253085963264292	-23.88262200192991	53.76524400385982	1	1.6561116694981337	true	4.22623	2.66817		
ENSDARG00000099424	Linear		793137	lcat	1.50303	0.806531	2.80101	0.03424446033640072	-45.87362200192991	97.74724400385982	-1	1.8635737498000697	true	53.1202	-8.59135		
ENSDARG00000043997	Linear		431734	cyp2x8	1.05142	0.647256	1.70795	0.6849501806392749	-60.44232200192991	126.88464400385982	-1	1.6244268110299478	true	207.901	-32.4386		
ENSDARG00000070775	Linear		768288	cyp2x9	0.833549	0.544473	1.2761	0.6503994818659796	-67.52062200192991	141.04124400385982	-1	1.530928071731748	true	467.369	-65.5911		
ENSDARG00000030915	Linear		325886	cpa1	1.34837	0.759836	2.39276	0.4591750370680665	-75.4529220019299	156.9058440038598	-1	1.7745539827015304	true	400.603	-68.8067		
ENSDARG00000096081	Hill		100149369	lrrc56	0.00269711	1.39978E-5	0.519681	0.99594967787234	-29.57612200192991	69.15224400385982	-1	192.6809927274286	0	17.8446	-10.5905	15.0911	0.00276189	true	
ENSDARG00000062077	Linear		100006023	acsbg1	1.04161	0.643362	1.68637	0.38723660409615024	-39.72732200192991	85.45464400385983	-1	1.6190107591060707	true	45.0417	-8.22948		
ENSDARG00000104818	Linear				0.557994	0.388507	0.80142	0.6577130857449585	-66.9841220019299	139.9682440038598	-1	1.4362521138615263	true	574.097	-94.5393		
ENSDARG00000101726	Linear				0.72219	0.48491	1.07558	0.5896839957289264	-72.36752200192991	150.73504400385983	-1	1.4893279165205915	true	541.514	-104.582		
ENSDARG00000045592	Linear		492493	tnni2a.1	1.40616	0.778399	2.54018	0.5664507261286846	-71.74882200192991	149.49764400385982	-1	1.8064771409007465	true	366.017	-51.542		
ENSDARG00000030270	Linear		58084	tnnt3a	1.02912	0.637583	1.66108	0.9009952599011485	-109.36692200192991	224.73384400385982	1	1.6140957334182373	true	5200.1	864.715		
ENSDARG00000040427	Linear		492778	acot19	1.38301	0.769986	2.4841	0.023851868884344207	-35.240422001929915	76.48084400385983	-1	1.796149540381254	true	22.8807	-4.59559		
ENSDARG00000015731	Linear		100534737	ano5a	0.874163	0.564773	1.35304	0.9974286710978978	-48.15782200192991	102.31564400385982	-1	1.5478130151405964	true	125.744	-17.2017		
ENSDARG00000005004	Linear		393339	slc5a12	2.54128	0.965105	6.69161	0.1125284769935353	-48.008822001929914	102.01764400385983	-1	2.633164267100471	true	70.2589	-5.85864		
ENSDARG00000075217	Linear				1.47717	0.799422	2.72951	0.6292248744191296	-35.63892200192991	77.27784400385983	1	1.8477975337181116	true	13.9741	4.4185		
ENSDARG00000103342	Linear		795664	wu:fa56d06	0.987793	0.619087	1.57609	0.6241169693356718	-98.97292200192992	203.94584400385983	-1	1.5955641129598908	true	3374.04	-450.543		
ENSDARG00000099564	Linear		493915	atoh1b	0.749481	0.499777	1.12394	0.6070892712546392	-32.182422001929915	70.36484400385983	1	1.4996308353525671	true	40.0465	6.91624		
ENSDARG00000103230	Exp 5				0.00261019	2.01363E-4	0.033835	0.3830182453403883	-17.126722001929906	44.25344400385981	-1	12.962609814116794	true	14.5109	33.3333	0.45924336612972344	0.525405		
ENSDARG00000115982	Linear				9.25368	0.320203	267.426	2.2327282455292252E-4	-37.94812200192991	81.89624400385982	-1	28.899416932383517	true	29.2084	-0.822715		
ENSDARG00000117717	Linear				1.26418	0.731495	2.18478	0.08331140611461962	-37.533022001929915	81.06604400385983	1	1.7282141368020287	true	17.7256	5.85783		
ENSDARG00000104434	Linear		100537264	cabz01048453.1	15.9686	0.0515293	4948.54	1.0447129325075188E-5	-45.77782200192991	97.55564400385983	-1	309.8935945180703	true	47.9378	-0.803508		
