Identifier,BPAF-CC-A
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,1
ENSDARG00000097339,0
ENSDARG00000091101,2
ENSDARG00000086411,8
ENSDARG00000097084,0
ENSDARG00000086453,0
ENSDARG00000091001,9
ENSDARG00000097314,3
ENSDARG00000059349,0
ENSDARG00000103011,0
ENSDARG00000087941,2
ENSDARG00000036239,52
ENSDARG00000067520,7
ENSDARG00000036237,9
ENSDARG00000075454,0
ENSDARG00000023659,0
ENSDARG00000063719,8
ENSDARG00000036232,4
ENSDARG00000117409,0
ENSDARG00000005355,6
ENSDARG00000076618,12
ENSDARG00000092774,12
ENSDARG00000117284,0
ENSDARG00000100553,19
ENSDARG00000101085,2
ENSDARG00000105288,6
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,1
ENSDARG00000108843,0
ENSDARG00000103607,1
ENSDARG00000098838,0
ENSDARG00000099843,21
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,3
ENSDARG00000099663,42
ENSDARG00000104637,5
ENSDARG00000117787,0
ENSDARG00000042703,1
ENSDARG00000099730,72
ENSDARG00000019081,10
ENSDARG00000028336,10
ENSDARG00000061685,0
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,1
ENSDARG00000095394,0
ENSDARG00000043864,19
ENSDARG00000054835,0
ENSDARG00000117599,0
ENSDARG00000102249,18
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,2
ENSDARG00000104569,5
ENSDARG00000101629,13
ENSDARG00000117538,1
ENSDARG00000098687,0
ENSDARG00000099161,0
ENSDARG00000104126,0
ENSDARG00000105011,0
ENSDARG00000115717,10
ENSDARG00000103935,0
ENSDARG00000117536,0
ENSDARG00000112435,7
ENSDARG00000110183,1
ENSDARG00000100204,0
ENSDARG00000099915,1
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,3
ENSDARG00000101644,6
ENSDARG00000098832,32
ENSDARG00000111693,0
ENSDARG00000098597,0
ENSDARG00000103007,668
ENSDARG00000113885,0
ENSDARG00000111557,0
ENSDARG00000098534,0
ENSDARG00000098419,0
ENSDARG00000110240,2
ENSDARG00000107826,0
ENSDARG00000102953,0
ENSDARG00000103957,6
ENSDARG00000103027,9
ENSDARG00000100555,4
ENSDARG00000103959,12
ENSDARG00000107182,0
ENSDARG00000117660,0
ENSDARG00000102447,0
ENSDARG00000099871,0
ENSDARG00000103317,1
ENSDARG00000105218,10
ENSDARG00000101159,0
ENSDARG00000100363,5
ENSDARG00000107807,0
ENSDARG00000101061,5
ENSDARG00000111944,0
ENSDARG00000099439,19
ENSDARG00000100679,4
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,0
ENSDARG00000094185,0
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,13
ENSDARG00000034168,11
ENSDARG00000111801,1
ENSDARG00000113393,4
ENSDARG00000024771,3
ENSDARG00000059398,17
ENSDARG00000098096,1
ENSDARG00000105937,0
ENSDARG00000106529,13
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,1
ENSDARG00000101844,156
ENSDARG00000042933,21
ENSDARG00000007180,9
ENSDARG00000092903,0
ENSDARG00000095291,0
ENSDARG00000061763,2
ENSDARG00000092522,0
ENSDARG00000098315,8
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,0
ENSDARG00000086756,2
ENSDARG00000019484,1
ENSDARG00000059075,4
ENSDARG00000002798,0
ENSDARG00000016080,1
ENSDARG00000088817,2
ENSDARG00000101210,1
ENSDARG00000073944,44
ENSDARG00000088549,0
ENSDARG00000091655,9
ENSDARG00000088750,1
ENSDARG00000092963,0
ENSDARG00000008849,1
ENSDARG00000093091,2
ENSDARG00000063457,1
ENSDARG00000011072,0
ENSDARG00000111241,0
ENSDARG00000008447,17
ENSDARG00000058939,3
ENSDARG00000042559,7
ENSDARG00000094590,7
ENSDARG00000078094,0
ENSDARG00000002764,4
ENSDARG00000078875,0
ENSDARG00000076548,0
ENSDARG00000069654,2
ENSDARG00000010745,34
ENSDARG00000112957,0
ENSDARG00000093117,0
ENSDARG00000078508,0
ENSDARG00000095956,0
ENSDARG00000117755,1
ENSDARG00000005115,7
ENSDARG00000002720,2
ENSDARG00000069504,0
ENSDARG00000018281,0
ENSDARG00000100256,0
ENSDARG00000005842,14
ENSDARG00000077231,1
ENSDARG00000093495,0
ENSDARG00000112349,0
ENSDARG00000003210,0
ENSDARG00000036337,0
ENSDARG00000058486,0
ENSDARG00000030078,14
ENSDARG00000058492,3
ENSDARG00000069515,2
ENSDARG00000094555,0
ENSDARG00000042350,0
ENSDARG00000114258,0
ENSDARG00000058546,0
ENSDARG00000088130,3
ENSDARG00000058571,0
ENSDARG00000058587,0
ENSDARG00000069537,1
ENSDARG00000063293,1
ENSDARG00000069540,2
ENSDARG00000070472,15
ENSDARG00000113899,6
ENSDARG00000095556,98
ENSDARG00000094719,9
ENSDARG00000092833,1
ENSDARG00000092191,0
ENSDARG00000093936,1
ENSDARG00000042387,1
ENSDARG00000042396,1
ENSDARG00000114099,0
ENSDARG00000063321,2
ENSDARG00000063332,3
ENSDARG00000107805,0
ENSDARG00000087928,0
ENSDARG00000109590,0
ENSDARG00000112382,0
ENSDARG00000083529,0
ENSDARG00000117507,0
ENSDARG00000117667,0
ENSDARG00000110805,0
ENSDARG00000112418,0
ENSDARG00000042270,0
ENSDARG00000063157,5
ENSDARG00000063167,3
ENSDARG00000113137,1
ENSDARG00000058285,11
ENSDARG00000058292,2
ENSDARG00000063186,0
ENSDARG00000111958,0
ENSDARG00000058306,8
ENSDARG00000042249,3
ENSDARG00000113620,0
ENSDARG00000042336,1
ENSDARG00000088343,2
ENSDARG00000040100,5
ENSDARG00000092923,0
ENSDARG00000095058,0
ENSDARG00000117745,1
ENSDARG00000058345,0
ENSDARG00000042214,2
ENSDARG00000042213,0
ENSDARG00000092762,0
ENSDARG00000031712,0
ENSDARG00000115049,0
ENSDARG00000113541,0
ENSDARG00000017369,3
ENSDARG00000108715,0
ENSDARG00000107867,0
ENSDARG00000042210,2
ENSDARG00000036571,5
ENSDARG00000104585,0
ENSDARG00000098880,112
ENSDARG00000073752,0
ENSDARG00000107490,0
ENSDARG00000085521,0
ENSDARG00000117675,0
ENSDARG00000079076,0
ENSDARG00000084729,0
ENSDARG00000110477,0
ENSDARG00000117502,1
ENSDARG00000003020,2
ENSDARG00000106819,0
ENSDARG00000089649,0
ENSDARG00000091085,1
ENSDARG00000025332,21
ENSDARG00000115750,0
ENSDARG00000097017,18
ENSDARG00000021979,26
ENSDARG00000042188,0
ENSDARG00000042189,0
ENSDARG00000025299,0
ENSDARG00000094024,0
ENSDARG00000080790,0
ENSDARG00000040633,0
ENSDARG00000068231,1
ENSDARG00000107950,0
ENSDARG00000035273,2
ENSDARG00000093811,0
ENSDARG00000052497,2
ENSDARG00000079496,0
ENSDARG00000101471,1
ENSDARG00000042530,6
ENSDARG00000026865,30
ENSDARG00000063361,0
ENSDARG00000091975,0
ENSDARG00000042518,10
ENSDARG00000110246,0
ENSDARG00000002249,4
ENSDARG00000095548,0
ENSDARG00000042496,0
ENSDARG00000007461,4
ENSDARG00000113151,0
ENSDARG00000063414,0
ENSDARG00000100875,0
ENSDARG00000058857,5
ENSDARG00000069630,25
ENSDARG00000099728,0
ENSDARG00000030251,0
ENSDARG00000026829,37
ENSDARG00000068763,3
ENSDARG00000062951,0
ENSDARG00000097661,0
ENSDARG00000092862,0
ENSDARG00000062933,20
ENSDARG00000091938,0
ENSDARG00000085469,0
ENSDARG00000014215,12
ENSDARG00000111264,0
ENSDARG00000104732,0
ENSDARG00000004529,2
ENSDARG00000041921,33
ENSDARG00000062964,0
ENSDARG00000062967,1
ENSDARG00000013775,0
ENSDARG00000058003,0
ENSDARG00000017675,3
ENSDARG00000019195,9
ENSDARG00000078847,4
ENSDARG00000068814,0
ENSDARG00000013950,1
ENSDARG00000026664,22
ENSDARG00000087394,0
ENSDARG00000028943,4
ENSDARG00000042021,5
ENSDARG00000041951,5
ENSDARG00000010445,0
ENSDARG00000063019,1
ENSDARG00000063026,0
ENSDARG00000063040,1
ENSDARG00000095206,0
ENSDARG00000080407,0
ENSDARG00000011583,6
ENSDARG00000068876,3
ENSDARG00000086405,1
ENSDARG00000093269,0
ENSDARG00000030465,8
ENSDARG00000062893,0
ENSDARG00000005972,0
ENSDARG00000026395,3
ENSDARG00000062915,1
ENSDARG00000112234,12
ENSDARG00000100057,4
ENSDARG00000041379,0
ENSDARG00000041381,2
ENSDARG00000109795,0
ENSDARG00000057728,2
ENSDARG00000057741,2
ENSDARG00000094415,0
ENSDARG00000068947,0
ENSDARG00000115287,0
ENSDARG00000068951,0
ENSDARG00000087659,0
ENSDARG00000008748,42
ENSDARG00000057767,6
ENSDARG00000062868,6
ENSDARG00000085957,0
ENSDARG00000062855,1
ENSDARG00000011909,4
ENSDARG00000111261,0
ENSDARG00000041747,0
ENSDARG00000041691,8
ENSDARG00000057698,63
ENSDARG00000062821,1
ENSDARG00000093781,2
ENSDARG00000062824,0
ENSDARG00000097357,0
ENSDARG00000074721,0
ENSDARG00000057887,1
ENSDARG00000041791,0
ENSDARG00000069011,0
ENSDARG00000057167,45
ENSDARG00000080895,0
ENSDARG00000062483,0
ENSDARG00000041802,0
ENSDARG00000032469,0
ENSDARG00000069027,3
ENSDARG00000057286,0
ENSDARG00000093864,1
ENSDARG00000041581,7
ENSDARG00000101630,0
ENSDARG00000069037,1
ENSDARG00000069038,5
ENSDARG00000095584,0
ENSDARG00000092364,1
ENSDARG00000057239,2
ENSDARG00000057218,7
ENSDARG00000069045,4
ENSDARG00000057210,0
ENSDARG00000034001,3
ENSDARG00000091865,0
ENSDARG00000057180,0
ENSDARG00000062506,18
ENSDARG00000093901,1
ENSDARG00000041572,1
ENSDARG00000041569,34
ENSDARG00000041595,9
ENSDARG00000041599,11
ENSDARG00000092255,0
ENSDARG00000008133,0
ENSDARG00000041560,0
ENSDARG00000041616,0
ENSDARG00000041621,4
ENSDARG00000041623,33
ENSDARG00000003487,8
ENSDARG00000081331,0
ENSDARG00000013855,6
ENSDARG00000024314,10
ENSDARG00000030872,4
ENSDARG00000024631,0
ENSDARG00000007753,11
ENSDARG00000106981,0
ENSDARG00000041631,7
ENSDARG00000062558,2
ENSDARG00000069122,3
ENSDARG00000059707,6
ENSDARG00000095732,22
ENSDARG00000011498,2
ENSDARG00000112014,0
ENSDARG00000057296,16
ENSDARG00000096293,0
ENSDARG00000109398,0
ENSDARG00000057491,3
ENSDARG00000030871,8
ENSDARG00000101438,4
ENSDARG00000091003,0
ENSDARG00000103553,10
ENSDARG00000109897,0
ENSDARG00000083268,0
ENSDARG00000080744,0
ENSDARG00000112898,0
ENSDARG00000069142,22
ENSDARG00000092925,0
ENSDARG00000093548,0
ENSDARG00000108920,0
ENSDARG00000112360,0
ENSDARG00000110304,0
ENSDARG00000114891,0
ENSDARG00000093381,1
ENSDARG00000092711,0
ENSDARG00000062756,6
ENSDARG00000025383,4
ENSDARG00000003616,11
ENSDARG00000096323,0
ENSDARG00000069168,0
ENSDARG00000033020,2
ENSDARG00000016038,3
ENSDARG00000041429,7
ENSDARG00000041431,2
ENSDARG00000096256,0
ENSDARG00000062721,2
ENSDARG00000092535,0
ENSDARG00000094232,0
ENSDARG00000069189,0
ENSDARG00000041450,37
ENSDARG00000062686,0
ENSDARG00000108536,0
ENSDARG00000007825,6
ENSDARG00000083370,0
ENSDARG00000041182,597
ENSDARG00000082911,0
ENSDARG00000082511,0
ENSDARG00000080636,0
ENSDARG00000080450,0
ENSDARG00000110758,0
ENSDARG00000080158,0
ENSDARG00000110617,0
ENSDARG00000057100,2
ENSDARG00000016337,8
ENSDARG00000062476,4
ENSDARG00000083675,0
ENSDARG00000031763,2
ENSDARG00000010207,0
ENSDARG00000041170,2
ENSDARG00000015476,0
ENSDARG00000111588,2
ENSDARG00000062448,1
ENSDARG00000062445,0
ENSDARG00000069246,0
ENSDARG00000041155,29
ENSDARG00000069250,7
ENSDARG00000117246,0
ENSDARG00000002787,10
ENSDARG00000014943,3
ENSDARG00000041145,2
ENSDARG00000041140,16
ENSDARG00000069271,2
ENSDARG00000041133,0
ENSDARG00000069274,0
ENSDARG00000009837,3
ENSDARG00000062381,4
ENSDARG00000012718,0
ENSDARG00000069290,2
ENSDARG00000062370,19
ENSDARG00000041117,1
ENSDARG00000083973,0
ENSDARG00000004823,0
ENSDARG00000041107,3
ENSDARG00000040991,4
ENSDARG00000022160,3
ENSDARG00000081644,0
ENSDARG00000062350,13
ENSDARG00000041092,1
ENSDARG00000027423,3
ENSDARG00000092247,0
ENSDARG00000069321,0
ENSDARG00000041085,1
ENSDARG00000041083,5
ENSDARG00000069328,0
ENSDARG00000041081,12
ENSDARG00000041078,4
ENSDARG00000107077,0
ENSDARG00000041073,0
ENSDARG00000041068,24
ENSDARG00000085890,0
ENSDARG00000041062,26
ENSDARG00000040942,4
ENSDARG00000056764,0
ENSDARG00000056745,28
ENSDARG00000009482,0
ENSDARG00000014634,8
ENSDARG00000062269,2
ENSDARG00000094529,0
ENSDARG00000056713,3
ENSDARG00000069368,0
ENSDARG00000062266,6
ENSDARG00000056531,7
ENSDARG00000030512,0
ENSDARG00000062138,3
ENSDARG00000069378,4
ENSDARG00000093518,0
ENSDARG00000109764,0
ENSDARG00000069379,0
ENSDARG00000018301,0
ENSDARG00000062178,0
ENSDARG00000093618,0
ENSDARG00000056621,23
ENSDARG00000056639,13
ENSDARG00000056628,3
ENSDARG00000095086,7
ENSDARG00000056525,5
ENSDARG00000094495,0
ENSDARG00000040901,0
ENSDARG00000094601,0
ENSDARG00000056506,0
ENSDARG00000040902,0
ENSDARG00000003153,4
ENSDARG00000092444,0
ENSDARG00000013251,0
ENSDARG00000016676,30
ENSDARG00000040917,2
ENSDARG00000093393,0
ENSDARG00000031756,14
ENSDARG00000001414,2
ENSDARG00000112515,0
ENSDARG00000117732,0
ENSDARG00000097764,0
ENSDARG00000040926,54
ENSDARG00000092402,9
ENSDARG00000094853,0
ENSDARG00000083999,0
ENSDARG00000093976,0
ENSDARG00000068702,1
ENSDARG00000107479,0
ENSDARG00000092636,1
ENSDARG00000117663,0
ENSDARG00000012248,18
ENSDARG00000060687,39
ENSDARG00000095451,110
ENSDARG00000068709,12
ENSDARG00000018788,1
ENSDARG00000018726,1
ENSDARG00000107286,0
ENSDARG00000096815,0
ENSDARG00000038112,0
ENSDARG00000054048,1
ENSDARG00000038116,0
ENSDARG00000091978,0
ENSDARG00000060707,0
ENSDARG00000038121,4
ENSDARG00000001976,2
ENSDARG00000075881,6
ENSDARG00000074163,1
ENSDARG00000074414,3
ENSDARG00000014680,3
ENSDARG00000003795,197
ENSDARG00000093286,0
ENSDARG00000081763,0
ENSDARG00000096320,0
ENSDARG00000073824,3
ENSDARG00000041108,11
ENSDARG00000077089,2
ENSDARG00000075942,0
ENSDARG00000068152,0
ENSDARG00000078989,8
ENSDARG00000108730,0
ENSDARG00000054301,4
ENSDARG00000068144,1
ENSDARG00000008936,11
ENSDARG00000060885,3
ENSDARG00000060879,0
ENSDARG00000039381,1
ENSDARG00000068140,5
ENSDARG00000097612,0
ENSDARG00000068138,0
ENSDARG00000034753,16
ENSDARG00000060860,0
ENSDARG00000039378,4
ENSDARG00000060841,8
ENSDARG00000068128,2
ENSDARG00000060813,3
ENSDARG00000082311,0
ENSDARG00000108596,0
ENSDARG00000110471,0
ENSDARG00000022564,3
ENSDARG00000022437,3
ENSDARG00000084665,0
ENSDARG00000017173,1
ENSDARG00000006025,12
ENSDARG00000026070,16
ENSDARG00000111114,0
ENSDARG00000015015,9
ENSDARG00000107143,0
ENSDARG00000094425,0
ENSDARG00000068678,0
ENSDARG00000062082,17
ENSDARG00000062086,1
ENSDARG00000095779,0
ENSDARG00000095317,0
ENSDARG00000010029,5
ENSDARG00000107024,0
ENSDARG00000093015,0
ENSDARG00000003994,9
ENSDARG00000111003,0
ENSDARG00000061977,4
ENSDARG00000108141,0
ENSDARG00000108732,0
ENSDARG00000106159,0
ENSDARG00000015890,4
ENSDARG00000043635,11
ENSDARG00000043640,1
ENSDARG00000056330,1
ENSDARG00000068601,0
ENSDARG00000092489,0
ENSDARG00000007976,19
ENSDARG00000093977,0
ENSDARG00000095204,0
ENSDARG00000062020,19
ENSDARG00000002304,1
ENSDARG00000017093,6
ENSDARG00000032970,118
ENSDARG00000056396,1
ENSDARG00000056407,0
ENSDARG00000015399,1
ENSDARG00000094938,0
ENSDARG00000062042,1
ENSDARG00000068629,11
ENSDARG00000100719,4
ENSDARG00000101431,7
ENSDARG00000099336,2
ENSDARG00000018283,1
ENSDARG00000026072,15
ENSDARG00000040861,11
ENSDARG00000020237,0
ENSDARG00000068208,3
ENSDARG00000114715,0
ENSDARG00000101059,1
ENSDARG00000098577,0
ENSDARG00000100451,0
ENSDARG00000104241,0
ENSDARG00000104522,0
ENSDARG00000103223,0
ENSDARG00000098316,0
ENSDARG00000100604,0
ENSDARG00000095508,0
ENSDARG00000104881,0
ENSDARG00000099876,0
ENSDARG00000101400,0
ENSDARG00000116427,0
ENSDARG00000100377,0
ENSDARG00000105189,0
ENSDARG00000103122,0
ENSDARG00000098225,0
ENSDARG00000098546,0
ENSDARG00000104552,0
ENSDARG00000100356,0
ENSDARG00000101083,0
ENSDARG00000104854,0
ENSDARG00000099773,0
ENSDARG00000102459,0
ENSDARG00000100026,0
ENSDARG00000104430,0
ENSDARG00000098732,1
ENSDARG00000117439,0
ENSDARG00000098492,0
ENSDARG00000112564,0
ENSDARG00000114798,0
ENSDARG00000068576,0
ENSDARG00000067828,0
ENSDARG00000096362,0
ENSDARG00000088029,0
ENSDARG00000094735,0
ENSDARG00000008095,0
ENSDARG00000055952,0
ENSDARG00000056154,0
ENSDARG00000094862,0
ENSDARG00000023168,0
ENSDARG00000061873,0
ENSDARG00000056180,0
ENSDARG00000091990,0
ENSDARG00000061903,0
ENSDARG00000040632,0
ENSDARG00000068520,0
ENSDARG00000088192,0
ENSDARG00000040594,0
ENSDARG00000109991,0
ENSDARG00000115088,0
ENSDARG00000061883,0
ENSDARG00000056009,0
ENSDARG00000055994,0
ENSDARG00000056000,0
ENSDARG00000092523,0
ENSDARG00000056006,0
ENSDARG00000029635,0
ENSDARG00000068549,1
ENSDARG00000115763,0
ENSDARG00000092510,0
ENSDARG00000056014,0
ENSDARG00000035214,0
ENSDARG00000055920,0
ENSDARG00000092709,0
ENSDARG00000093764,0
ENSDARG00000117738,0
ENSDARG00000095263,0
ENSDARG00000078738,0
ENSDARG00000076694,0
ENSDARG00000068566,0
ENSDARG00000091790,0
ENSDARG00000053036,0
ENSDARG00000079253,1
ENSDARG00000040582,0
ENSDARG00000020085,0
ENSDARG00000079848,10
ENSDARG00000005942,0
ENSDARG00000008140,0
ENSDARG00000014165,18
ENSDARG00000061841,5
ENSDARG00000100141,0
ENSDARG00000114191,0
ENSDARG00000096365,1
ENSDARG00000068103,7
ENSDARG00000074996,2
ENSDARG00000068104,0
ENSDARG00000018890,17
ENSDARG00000039513,0
ENSDARG00000067741,4
ENSDARG00000023797,37
ENSDARG00000111654,0
ENSDARG00000061796,1
ENSDARG00000098086,0
ENSDARG00000040564,13
ENSDARG00000111599,0
ENSDARG00000061761,4
ENSDARG00000013777,2
ENSDARG00000068456,0
ENSDARG00000040557,3
ENSDARG00000040555,21
ENSDARG00000040547,2
ENSDARG00000092309,0
ENSDARG00000093973,0
ENSDARG00000040527,4
ENSDARG00000061742,15
ENSDARG00000077897,3
ENSDARG00000010758,3
ENSDARG00000055751,0
ENSDARG00000020611,5
ENSDARG00000068421,0
ENSDARG00000098049,0
ENSDARG00000089627,0
ENSDARG00000055746,0
ENSDARG00000055672,0
ENSDARG00000061699,5
ENSDARG00000061691,6
ENSDARG00000068407,0
ENSDARG00000068406,1
ENSDARG00000068404,24
ENSDARG00000095674,1
ENSDARG00000068401,34
ENSDARG00000068398,1
ENSDARG00000095600,0
ENSDARG00000111632,0
ENSDARG00000068247,22
ENSDARG00000082078,0
ENSDARG00000101673,0
ENSDARG00000036291,6
ENSDARG00000074628,2
ENSDARG00000054259,6
ENSDARG00000054272,36
ENSDARG00000095019,8
ENSDARG00000074442,1
ENSDARG00000093233,1
ENSDARG00000007982,7
ENSDARG00000040452,11
ENSDARG00000117300,0
ENSDARG00000032532,22
ENSDARG00000061635,20
ENSDARG00000068303,0
ENSDARG00000055377,22
ENSDARG00000026766,4
ENSDARG00000032103,18
ENSDARG00000092119,0
ENSDARG00000055357,11
ENSDARG00000002571,7
ENSDARG00000091771,11
ENSDARG00000086288,31
ENSDARG00000088357,20
ENSDARG00000088709,4
ENSDARG00000100760,0
ENSDARG00000085955,0
ENSDARG00000041348,0
ENSDARG00000061576,1
ENSDARG00000091293,12
ENSDARG00000110330,0
ENSDARG00000093591,0
ENSDARG00000110776,0
ENSDARG00000011533,1
ENSDARG00000096826,0
ENSDARG00000061444,0
ENSDARG00000006372,0
ENSDARG00000110716,0
ENSDARG00000061439,2
ENSDARG00000005176,0
ENSDARG00000003420,3
ENSDARG00000061462,0
ENSDARG00000061480,0
ENSDARG00000094946,0
ENSDARG00000068363,0
ENSDARG00000092930,0
ENSDARG00000068372,0
ENSDARG00000094546,0
ENSDARG00000068374,10
ENSDARG00000055250,0
ENSDARG00000011219,3
ENSDARG00000017105,22
ENSDARG00000040440,38
ENSDARG00000068380,0
ENSDARG00000068382,0
ENSDARG00000040443,5
ENSDARG00000094126,0
ENSDARG00000076050,0
ENSDARG00000078775,6
ENSDARG00000100607,2
ENSDARG00000010662,0
ENSDARG00000061397,20
ENSDARG00000031095,0
ENSDARG00000068275,1
ENSDARG00000068274,0
ENSDARG00000055124,20
ENSDARG00000027595,7
ENSDARG00000061370,3
ENSDARG00000040396,1
ENSDARG00000102832,31
ENSDARG00000014673,0
ENSDARG00000094317,0
ENSDARG00000085536,0
ENSDARG00000080093,0
ENSDARG00000055534,0
ENSDARG00000055524,25
ENSDARG00000067730,0
ENSDARG00000035966,0
ENSDARG00000010654,0
ENSDARG00000110038,0
ENSDARG00000021584,8
ENSDARG00000011693,4
ENSDARG00000086034,5
ENSDARG00000105447,1
ENSDARG00000117367,0
ENSDARG00000077911,0
ENSDARG00000061338,55
ENSDARG00000010514,0
ENSDARG00000055054,0
ENSDARG00000108221,0
ENSDARG00000117486,0
ENSDARG00000061328,15
ENSDARG00000113774,0
ENSDARG00000104383,0
ENSDARG00000092178,0
ENSDARG00000095386,0
ENSDARG00000068250,0
ENSDARG00000104251,1
ENSDARG00000054864,99
ENSDARG00000061173,2
ENSDARG00000061168,2
ENSDARG00000040358,7
ENSDARG00000020454,26
ENSDARG00000061159,9
ENSDARG00000040362,4
ENSDARG00000020405,5
ENSDARG00000068219,0
ENSDARG00000034941,0
ENSDARG00000017126,0
ENSDARG00000078983,0
ENSDARG00000061124,12
ENSDARG00000067601,8
ENSDARG00000102234,1
ENSDARG00000058202,0
ENSDARG00000098482,0
ENSDARG00000107054,0
ENSDARG00000017058,2
ENSDARG00000116947,0
ENSDARG00000117394,0
ENSDARG00000068242,0
ENSDARG00000054978,9
ENSDARG00000007990,0
ENSDARG00000094920,0
ENSDARG00000013931,82
ENSDARG00000030753,6
ENSDARG00000074750,4
ENSDARG00000055043,5
ENSDARG00000018904,6
ENSDARG00000117489,0
ENSDARG00000088030,603
ENSDARG00000061233,13
ENSDARG00000007813,2
ENSDARG00000103462,7
ENSDARG00000033899,11
ENSDARG00000009825,0
ENSDARG00000004492,0
ENSDARG00000111942,0
ENSDARG00000092624,0
ENSDARG00000096829,11
ENSDARG00000097473,1
ENSDARG00000007383,0
ENSDARG00000097821,0
ENSDARG00000094522,1
ENSDARG00000017246,135
ENSDARG00000097368,2
ENSDARG00000068199,0
ENSDARG00000012788,2
ENSDARG00000005468,11
ENSDARG00000061103,0
ENSDARG00000021462,1
ENSDARG00000017429,1
ENSDARG00000082074,0
ENSDARG00000098984,0
ENSDARG00000061031,0
ENSDARG00000105882,0
ENSDARG00000040319,0
ENSDARG00000074258,1
ENSDARG00000116487,0
ENSDARG00000094406,0
ENSDARG00000020841,4
ENSDARG00000041098,0
ENSDARG00000083818,0
ENSDARG00000113833,0
ENSDARG00000115903,0
ENSDARG00000117712,0
ENSDARG00000038191,0
ENSDARG00000024431,1
ENSDARG00000054632,5
ENSDARG00000114107,0
ENSDARG00000088484,0
ENSDARG00000090866,1
ENSDARG00000089060,0
ENSDARG00000090635,0
ENSDARG00000086248,0
ENSDARG00000093207,0
ENSDARG00000091232,1
ENSDARG00000061014,0
ENSDARG00000117008,0
ENSDARG00000041006,0
ENSDARG00000074371,0
ENSDARG00000041011,5
ENSDARG00000103679,3
ENSDARG00000078458,11
ENSDARG00000054584,3
ENSDARG00000105050,0
ENSDARG00000111043,1
ENSDARG00000015064,0
ENSDARG00000099137,5
ENSDARG00000098044,0
ENSDARG00000092142,7
ENSDARG00000060927,1
ENSDARG00000040505,2
ENSDARG00000054363,0
ENSDARG00000105687,0
ENSDARG00000040503,1
ENSDARG00000039500,0
ENSDARG00000012005,6
ENSDARG00000077007,3
ENSDARG00000040274,4
ENSDARG00000054451,17
ENSDARG00000026247,8
ENSDARG00000096262,0
ENSDARG00000003061,0
ENSDARG00000105004,0
ENSDARG00000040286,5
ENSDARG00000100342,1
ENSDARG00000100766,2
ENSDARG00000101677,0
ENSDARG00000100991,0
ENSDARG00000104016,0
ENSDARG00000105281,0
ENSDARG00000105740,2
ENSDARG00000103032,2
ENSDARG00000117626,1
ENSDARG00000117772,0
ENSDARG00000103369,0
ENSDARG00000089354,0
ENSDARG00000074431,2
ENSDARG00000103288,3
ENSDARG00000110545,0
ENSDARG00000117740,0
ENSDARG00000102443,0
ENSDARG00000011777,2
ENSDARG00000099803,0
ENSDARG00000112691,5
ENSDARG00000039960,0
ENSDARG00000098674,0
ENSDARG00000112431,0
ENSDARG00000076623,1
ENSDARG00000098197,0
ENSDARG00000101559,0
ENSDARG00000098912,1
ENSDARG00000059373,11
ENSDARG00000014569,27
ENSDARG00000067975,41
ENSDARG00000078529,1
ENSDARG00000098377,1
ENSDARG00000103887,0
ENSDARG00000036924,3
ENSDARG00000036929,2
ENSDARG00000076393,3
ENSDARG00000020176,0
ENSDARG00000105003,4
ENSDARG00000063713,1
ENSDARG00000094908,0
ENSDARG00000036940,1
ENSDARG00000036942,6
ENSDARG00000036943,3
ENSDARG00000111238,0
ENSDARG00000036944,2
ENSDARG00000009779,19
ENSDARG00000063718,7
ENSDARG00000075592,0
ENSDARG00000002748,2
ENSDARG00000099528,7
ENSDARG00000086107,1
ENSDARG00000117245,1
ENSDARG00000079610,11
ENSDARG00000042643,0
ENSDARG00000042641,6
ENSDARG00000029043,0
ENSDARG00000042637,2
ENSDARG00000068387,2
ENSDARG00000018621,3
ENSDARG00000091560,1
ENSDARG00000063682,7
ENSDARG00000042620,62
ENSDARG00000024381,4
ENSDARG00000071250,0
ENSDARG00000059354,2
ENSDARG00000063690,2
ENSDARG00000071251,5
ENSDARG00000006640,4
ENSDARG00000059363,0
ENSDARG00000075606,0
ENSDARG00000102381,1
ENSDARG00000102325,0
ENSDARG00000058830,3
ENSDARG00000103817,0
ENSDARG00000099747,1
ENSDARG00000059361,2
ENSDARG00000117378,0
ENSDARG00000100821,3
ENSDARG00000099753,4
ENSDARG00000103503,1
ENSDARG00000100514,8
ENSDARG00000098855,3
ENSDARG00000099138,0
