Identifier,TGSH-10ug/L-A
ENSDARG00000117081,0
ENSDARG00000112603,0
ENSDARG00000111851,0
ENSDARG00000114646,1
ENSDARG00000100934,0
ENSDARG00000109244,0
ENSDARG00000110684,0
ENSDARG00000109860,0
ENSDARG00000116746,0
ENSDARG00000111592,0
ENSDARG00000113647,0
ENSDARG00000116492,0
ENSDARG00000113873,0
ENSDARG00000110538,0
ENSDARG00000116144,0
ENSDARG00000113682,0
ENSDARG00000110974,0
ENSDARG00000113979,0
ENSDARG00000112166,0
ENSDARG00000109822,0
ENSDARG00000110052,0
ENSDARG00000109322,0
ENSDARG00000112182,0
ENSDARG00000102673,2
ENSDARG00000100421,1
ENSDARG00000100335,0
ENSDARG00000104006,1
ENSDARG00000111178,0
ENSDARG00000116114,0
ENSDARG00000098196,0
ENSDARG00000105038,0
ENSDARG00000102212,3
ENSDARG00000098094,0
ENSDARG00000100329,0
ENSDARG00000114441,0
ENSDARG00000104004,0
ENSDARG00000100384,0
ENSDARG00000101682,0
ENSDARG00000099963,0
ENSDARG00000103527,3
ENSDARG00000104026,3
ENSDARG00000107425,1
ENSDARG00000117773,0
ENSDARG00000099346,0
ENSDARG00000100911,0
ENSDARG00000116149,0
ENSDARG00000116692,0
ENSDARG00000099544,0
ENSDARG00000116367,0
ENSDARG00000110878,2
ENSDARG00000100110,1
ENSDARG00000104822,3
ENSDARG00000098077,0
ENSDARG00000100509,0
ENSDARG00000100460,1
ENSDARG00000099180,0
ENSDARG00000099669,1
ENSDARG00000112928,0
ENSDARG00000103495,0
ENSDARG00000112487,1
ENSDARG00000117644,2
ENSDARG00000105119,4
ENSDARG00000110769,1
ENSDARG00000100090,0
ENSDARG00000111518,0
ENSDARG00000091994,0
ENSDARG00000101946,1
ENSDARG00000098087,1
ENSDARG00000117495,0
ENSDARG00000067592,0
ENSDARG00000117806,0
ENSDARG00000094212,1
ENSDARG00000112369,0
ENSDARG00000099055,0
ENSDARG00000100434,1
ENSDARG00000117113,1
ENSDARG00000102262,0
ENSDARG00000101843,1
ENSDARG00000113713,0
ENSDARG00000099590,0
ENSDARG00000103172,0
ENSDARG00000088847,0
ENSDARG00000103079,0
ENSDARG00000102873,21
ENSDARG00000099347,0
ENSDARG00000105262,0
ENSDARG00000101772,0
ENSDARG00000100652,0
ENSDARG00000098892,3
ENSDARG00000100671,0
ENSDARG00000101230,0
ENSDARG00000104819,0
ENSDARG00000104616,0
ENSDARG00000104887,1
ENSDARG00000100262,1
ENSDARG00000104737,0
ENSDARG00000100842,0
ENSDARG00000111998,0
ENSDARG00000110917,0
ENSDARG00000098628,0
ENSDARG00000100079,0
ENSDARG00000113622,0
ENSDARG00000116572,0
ENSDARG00000110800,0
ENSDARG00000111777,0
ENSDARG00000115010,0
ENSDARG00000117139,0
ENSDARG00000114506,0
ENSDARG00000110860,0
ENSDARG00000099293,0
ENSDARG00000113010,0
ENSDARG00000110107,0
ENSDARG00000115725,0
ENSDARG00000115917,0
ENSDARG00000109367,0
ENSDARG00000114596,0
ENSDARG00000115107,0
ENSDARG00000109213,0
ENSDARG00000113141,2
ENSDARG00000115443,0
ENSDARG00000111255,0
ENSDARG00000112813,0
ENSDARG00000112158,0
ENSDARG00000112350,0
ENSDARG00000113908,0
ENSDARG00000105219,0
ENSDARG00000109255,1
ENSDARG00000098199,0
ENSDARG00000100370,0
ENSDARG00000112586,0
ENSDARG00000100463,0
ENSDARG00000104088,2
ENSDARG00000101528,0
ENSDARG00000103458,0
ENSDARG00000098604,0
ENSDARG00000107283,0
ENSDARG00000098383,0
ENSDARG00000116620,0
ENSDARG00000115312,0
ENSDARG00000114875,0
ENSDARG00000114713,0
ENSDARG00000110861,0
ENSDARG00000104226,0
ENSDARG00000094175,0
ENSDARG00000098991,0
ENSDARG00000103239,0
ENSDARG00000104892,0
ENSDARG00000100556,0
ENSDARG00000100761,0
ENSDARG00000113804,0
ENSDARG00000100160,3
ENSDARG00000116574,0
ENSDARG00000104446,0
ENSDARG00000098183,0
ENSDARG00000100864,6
ENSDARG00000103227,0
ENSDARG00000109951,0
ENSDARG00000101174,0
ENSDARG00000115416,0
ENSDARG00000104266,1
ENSDARG00000117453,0
ENSDARG00000099048,0
ENSDARG00000112940,0
ENSDARG00000112473,0
ENSDARG00000116873,0
ENSDARG00000115589,0
ENSDARG00000103749,0
ENSDARG00000113887,0
ENSDARG00000116061,0
ENSDARG00000116189,0
ENSDARG00000116342,0
ENSDARG00000111532,0
ENSDARG00000117047,0
ENSDARG00000115808,0
ENSDARG00000103784,0
ENSDARG00000111972,0
ENSDARG00000113519,11
ENSDARG00000112493,0
ENSDARG00000112043,0
ENSDARG00000113826,2
ENSDARG00000098351,0
ENSDARG00000112684,0
ENSDARG00000116915,5
ENSDARG00000114740,0
ENSDARG00000112330,0
ENSDARG00000113298,0
ENSDARG00000116166,0
ENSDARG00000116954,0
ENSDARG00000116338,0
ENSDARG00000116652,0
ENSDARG00000111566,0
ENSDARG00000101714,0
ENSDARG00000116474,0
ENSDARG00000116679,0
ENSDARG00000116756,0
ENSDARG00000100001,1
ENSDARG00000114332,0
ENSDARG00000105067,0
ENSDARG00000112061,0
ENSDARG00000113294,0
ENSDARG00000100302,0
ENSDARG00000099262,2
ENSDARG00000113526,0
ENSDARG00000111458,479
ENSDARG00000113006,0
ENSDARG00000111460,29
ENSDARG00000115847,0
ENSDARG00000110028,0
ENSDARG00000114192,0
ENSDARG00000098189,2
ENSDARG00000101389,0
ENSDARG00000115693,0
ENSDARG00000111550,0
ENSDARG00000104167,0
ENSDARG00000098541,0
ENSDARG00000096142,0
ENSDARG00000114364,0
ENSDARG00000104009,1
ENSDARG00000100219,2
ENSDARG00000109126,0
ENSDARG00000104502,2
ENSDARG00000101484,6
ENSDARG00000113780,2
ENSDARG00000100568,0
ENSDARG00000099337,0
ENSDARG00000111563,0
ENSDARG00000113698,0
ENSDARG00000101634,2
ENSDARG00000115655,1
ENSDARG00000116717,3
ENSDARG00000099415,0
ENSDARG00000098220,0
ENSDARG00000102999,2
ENSDARG00000103497,3
ENSDARG00000098494,0
ENSDARG00000101834,0
ENSDARG00000117183,0
ENSDARG00000113672,0
ENSDARG00000111180,0
ENSDARG00000114693,0
ENSDARG00000113401,0
ENSDARG00000112565,0
ENSDARG00000111324,0
ENSDARG00000109697,0
ENSDARG00000112878,1
ENSDARG00000103247,1
ENSDARG00000109319,1
ENSDARG00000101807,2
ENSDARG00000104341,0
ENSDARG00000105091,0
ENSDARG00000104561,0
ENSDARG00000103283,0
ENSDARG00000105242,0
ENSDARG00000099090,1
ENSDARG00000114716,3
ENSDARG00000102884,2
ENSDARG00000101327,1
ENSDARG00000109530,0
ENSDARG00000115792,0
ENSDARG00000114078,0
ENSDARG00000109871,0
ENSDARG00000099341,0
ENSDARG00000100743,3
ENSDARG00000086179,0
ENSDARG00000098835,0
ENSDARG00000101966,0
ENSDARG00000101388,1
ENSDARG00000104619,2
ENSDARG00000099910,0
ENSDARG00000098444,0
ENSDARG00000102616,0
ENSDARG00000110810,0
ENSDARG00000102360,1
ENSDARG00000101272,1
ENSDARG00000112027,1
ENSDARG00000103371,0
ENSDARG00000102853,0
ENSDARG00000113391,0
ENSDARG00000088443,0
ENSDARG00000099466,1
ENSDARG00000090824,0
ENSDARG00000117469,1
ENSDARG00000102581,0
ENSDARG00000098851,0
ENSDARG00000104986,0
ENSDARG00000101555,0
ENSDARG00000102839,1
ENSDARG00000100930,0
ENSDARG00000104787,0
ENSDARG00000104897,1
ENSDARG00000103324,0
ENSDARG00000101756,2
ENSDARG00000105279,3
ENSDARG00000099571,0
ENSDARG00000100950,0
ENSDARG00000101728,0
ENSDARG00000103254,2
ENSDARG00000101071,0
ENSDARG00000101421,0
ENSDARG00000101087,3
ENSDARG00000116086,0
ENSDARG00000104590,0
ENSDARG00000100240,1
ENSDARG00000100464,1
ENSDARG00000102225,0
ENSDARG00000102638,0
ENSDARG00000101403,3
ENSDARG00000101902,0
ENSDARG00000102713,0
ENSDARG00000115256,0
ENSDARG00000115029,1
ENSDARG00000102031,0
ENSDARG00000103100,0
ENSDARG00000099643,2
ENSDARG00000098305,2
ENSDARG00000104650,0
ENSDARG00000099789,0
ENSDARG00000098979,0
ENSDARG00000104890,2
ENSDARG00000100338,0
ENSDARG00000100006,0
ENSDARG00000101828,0
ENSDARG00000099381,1
ENSDARG00000100811,0
ENSDARG00000101757,3
ENSDARG00000103306,0
ENSDARG00000114142,3
ENSDARG00000092139,0
ENSDARG00000112831,0
ENSDARG00000114396,0
ENSDARG00000102156,3
ENSDARG00000098066,0
ENSDARG00000099711,3
ENSDARG00000117400,1
ENSDARG00000101514,1
ENSDARG00000104817,6
ENSDARG00000098716,0
ENSDARG00000105976,1
ENSDARG00000102283,1
ENSDARG00000101014,0
ENSDARG00000116300,10
ENSDARG00000104163,0
ENSDARG00000090998,6
ENSDARG00000117524,0
ENSDARG00000091841,0
ENSDARG00000112072,0
ENSDARG00000091393,0
ENSDARG00000105731,10
ENSDARG00000105829,0
ENSDARG00000075417,4
ENSDARG00000103375,2
ENSDARG00000089598,3
ENSDARG00000089092,2
ENSDARG00000098324,1
ENSDARG00000089715,0
ENSDARG00000090942,0
ENSDARG00000103952,1
ENSDARG00000101908,16
ENSDARG00000101645,3
ENSDARG00000111905,0
ENSDARG00000098811,3
ENSDARG00000102586,10
ENSDARG00000099864,2
ENSDARG00000098722,1
ENSDARG00000102460,0
ENSDARG00000104120,1
ENSDARG00000113301,0
ENSDARG00000105739,0
ENSDARG00000102835,1
ENSDARG00000105696,12
ENSDARG00000103865,1
ENSDARG00000101365,2
ENSDARG00000105781,1
ENSDARG00000103850,3
ENSDARG00000091869,6
ENSDARG00000095030,2
ENSDARG00000105728,2
ENSDARG00000095135,2
ENSDARG00000074298,14
ENSDARG00000096111,0
ENSDARG00000105713,1
ENSDARG00000098389,1
ENSDARG00000054957,1
ENSDARG00000077239,0
ENSDARG00000096120,2
ENSDARG00000075470,1
ENSDARG00000096030,1
ENSDARG00000096141,1
ENSDARG00000101193,6
ENSDARG00000103751,3
ENSDARG00000095670,0
ENSDARG00000073708,3
ENSDARG00000105816,1
ENSDARG00000102154,4
ENSDARG00000094612,1
ENSDARG00000094551,9
ENSDARG00000092608,2
ENSDARG00000080016,1
ENSDARG00000105727,0
ENSDARG00000105692,2
ENSDARG00000105806,1
ENSDARG00000113971,3
ENSDARG00000088367,0
ENSDARG00000086752,0
ENSDARG00000117736,0
ENSDARG00000116221,1
ENSDARG00000086576,0
ENSDARG00000100752,7
ENSDARG00000105760,0
ENSDARG00000103350,9
ENSDARG00000105744,19
ENSDARG00000076624,7
ENSDARG00000091499,1
ENSDARG00000105746,0
ENSDARG00000017108,0
ENSDARG00000105822,9
ENSDARG00000109502,0
ENSDARG00000017454,19
ENSDARG00000068830,6
ENSDARG00000005126,1
ENSDARG00000100624,6
ENSDARG00000112073,1
ENSDARG00000090570,3
ENSDARG00000087867,0
ENSDARG00000117634,0
ENSDARG00000059409,4
ENSDARG00000102191,58
ENSDARG00000103844,2
ENSDARG00000102468,0
ENSDARG00000104916,3
ENSDARG00000103197,0
ENSDARG00000098369,6
ENSDARG00000099112,0
ENSDARG00000090392,1
ENSDARG00000103314,2
ENSDARG00000104956,9
ENSDARG00000098218,1
ENSDARG00000101571,4
ENSDARG00000101551,4
ENSDARG00000104166,3
ENSDARG00000102432,0
ENSDARG00000100348,0
ENSDARG00000104008,3
ENSDARG00000101653,4
ENSDARG00000102575,1
ENSDARG00000098653,0
ENSDARG00000104966,1
ENSDARG00000112632,0
ENSDARG00000099327,0
ENSDARG00000103186,2
ENSDARG00000102473,2
ENSDARG00000101690,2
ENSDARG00000101030,2
ENSDARG00000101675,0
ENSDARG00000105724,0
ENSDARG00000105810,0
ENSDARG00000102679,4
ENSDARG00000101883,8
ENSDARG00000100294,2
ENSDARG00000104208,0
ENSDARG00000100164,0
ENSDARG00000089142,1
ENSDARG00000077205,2
ENSDARG00000029105,1
ENSDARG00000113741,0
ENSDARG00000116378,2
ENSDARG00000054898,1
ENSDARG00000094809,12
ENSDARG00000094854,12
ENSDARG00000043802,3
ENSDARG00000092204,0
ENSDARG00000105674,0
ENSDARG00000043798,0
ENSDARG00000043796,3
ENSDARG00000091970,0
ENSDARG00000007018,0
ENSDARG00000095695,0
ENSDARG00000014024,3
ENSDARG00000053563,0
ENSDARG00000093546,1
ENSDARG00000097527,0
ENSDARG00000099099,6
ENSDARG00000105672,1
ENSDARG00000105743,0
ENSDARG00000105800,1
ENSDARG00000105694,2
ENSDARG00000106998,3
ENSDARG00000089296,3
ENSDARG00000095013,1
ENSDARG00000094215,2
ENSDARG00000095696,4
ENSDARG00000095717,0
ENSDARG00000105831,4
ENSDARG00000105689,5
ENSDARG00000096001,2
ENSDARG00000102480,0
ENSDARG00000104678,3
ENSDARG00000085395,0
ENSDARG00000095486,0
ENSDARG00000075090,0
ENSDARG00000099076,0
ENSDARG00000105712,0
ENSDARG00000076476,0
ENSDARG00000101763,0
ENSDARG00000102027,2
ENSDARG00000099945,2
ENSDARG00000092241,0
ENSDARG00000043781,3
ENSDARG00000097086,1
ENSDARG00000097215,0
ENSDARG00000076442,4
ENSDARG00000053695,4
ENSDARG00000113837,0
ENSDARG00000105784,4
ENSDARG00000101156,0
ENSDARG00000105051,0
ENSDARG00000105691,0
ENSDARG00000100780,0
ENSDARG00000104108,60
ENSDARG00000115094,5
ENSDARG00000112275,983
ENSDARG00000115988,66
ENSDARG00000081218,0
ENSDARG00000115978,585
ENSDARG00000113671,1060
ENSDARG00000097345,0
ENSDARG00000096762,0
ENSDARG00000068874,0
ENSDARG00000092759,2
ENSDARG00000068869,0
ENSDARG00000068865,0
ENSDARG00000096726,0
ENSDARG00000068857,0
ENSDARG00000025046,1
ENSDARG00000099384,0
ENSDARG00000100669,0
ENSDARG00000104380,2
ENSDARG00000101992,5
ENSDARG00000100654,0
ENSDARG00000090778,5
ENSDARG00000078014,11
ENSDARG00000097583,7
ENSDARG00000078520,10
ENSDARG00000039302,15
ENSDARG00000032405,39
ENSDARG00000087206,0
ENSDARG00000099824,0
ENSDARG00000104674,232
ENSDARG00000101049,0
ENSDARG00000104282,0
ENSDARG00000089701,1
ENSDARG00000114329,0
ENSDARG00000104069,20
ENSDARG00000104090,1
ENSDARG00000059020,0
ENSDARG00000023495,10
ENSDARG00000115316,0
ENSDARG00000028663,2
ENSDARG00000115526,0
ENSDARG00000112702,0
ENSDARG00000089382,204891
ENSDARG00000116751,0
ENSDARG00000114355,14
ENSDARG00000086896,9
ENSDARG00000115659,0
ENSDARG00000075952,12
ENSDARG00000032997,48
ENSDARG00000102788,1
ENSDARG00000098889,1
ENSDARG00000115962,0
ENSDARG00000103525,0
ENSDARG00000115177,0
ENSDARG00000104647,2
ENSDARG00000114750,0
ENSDARG00000112476,14
ENSDARG00000086753,34
ENSDARG00000089781,0
ENSDARG00000010042,131
ENSDARG00000083179,0
ENSDARG00000063197,8
ENSDARG00000016594,2
ENSDARG00000037172,0
ENSDARG00000104722,17
ENSDARG00000099226,0
ENSDARG00000105237,1
ENSDARG00000038312,17
ENSDARG00000081347,0
ENSDARG00000033355,0
ENSDARG00000042090,1
ENSDARG00000045982,0
ENSDARG00000051783,3603
ENSDARG00000081702,0
ENSDARG00000115262,0
ENSDARG00000083378,0
ENSDARG00000051785,1
ENSDARG00000110675,0
ENSDARG00000097550,0
ENSDARG00000094300,132
ENSDARG00000043644,12
ENSDARG00000063126,50
ENSDARG00000106085,0
ENSDARG00000043589,4
ENSDARG00000089856,4
ENSDARG00000106425,0
ENSDARG00000113093,0
ENSDARG00000102078,4
ENSDARG00000104043,5
ENSDARG00000112165,4
ENSDARG00000103846,77
ENSDARG00000098751,3
ENSDARG00000117770,0
ENSDARG00000018351,90
ENSDARG00000104686,1
ENSDARG00000113969,26
ENSDARG00000082167,0
ENSDARG00000103792,2
ENSDARG00000117274,0
ENSDARG00000117282,3
ENSDARG00000117803,0
ENSDARG00000067626,84
ENSDARG00000041065,24
ENSDARG00000096920,2
ENSDARG00000117668,9
ENSDARG00000110111,1
ENSDARG00000089107,0
ENSDARG00000104054,0
ENSDARG00000063021,6
ENSDARG00000039887,80
ENSDARG00000023950,5
ENSDARG00000101035,0
ENSDARG00000073761,0
ENSDARG00000079244,4
ENSDARG00000055086,27
ENSDARG00000046090,17
ENSDARG00000046091,0
ENSDARG00000108953,1
ENSDARG00000108340,0
ENSDARG00000046092,1
ENSDARG00000017762,40
ENSDARG00000069013,25
ENSDARG00000035652,227
ENSDARG00000095908,64
ENSDARG00000104696,9
ENSDARG00000098424,0
ENSDARG00000045979,91
ENSDARG00000117133,1
ENSDARG00000101063,20
ENSDARG00000117107,0
ENSDARG00000112540,1
ENSDARG00000117459,0
ENSDARG00000117640,0
ENSDARG00000117672,1
ENSDARG00000024030,26
ENSDARG00000045983,0
ENSDARG00000114000,0
ENSDARG00000104815,2
ENSDARG00000091619,13
ENSDARG00000089262,1
ENSDARG00000113854,0
ENSDARG00000091777,4
ENSDARG00000079046,10
ENSDARG00000110842,0
ENSDARG00000115005,0
ENSDARG00000078378,0
ENSDARG00000078362,7
ENSDARG00000023759,29
ENSDARG00000102015,2
ENSDARG00000041301,1
ENSDARG00000068760,123
ENSDARG00000106434,0
ENSDARG00000041299,4
ENSDARG00000088590,31
ENSDARG00000098525,0
ENSDARG00000091555,45
ENSDARG00000076853,3
ENSDARG00000100718,9
ENSDARG00000045095,6
ENSDARG00000012649,0
ENSDARG00000116583,0
ENSDARG00000112585,0
ENSDARG00000061060,0
ENSDARG00000076082,9
ENSDARG00000107018,0
ENSDARG00000104724,0
ENSDARG00000099133,3
ENSDARG00000102779,0
ENSDARG00000104100,5
ENSDARG00000116302,0
ENSDARG00000098630,0
ENSDARG00000101777,7
ENSDARG00000103259,1
ENSDARG00000099008,2
ENSDARG00000103550,0
ENSDARG00000103764,0
ENSDARG00000098272,29
ENSDARG00000104431,25
ENSDARG00000099566,5
ENSDARG00000101556,0
ENSDARG00000101104,1
ENSDARG00000103351,7
ENSDARG00000098330,5
ENSDARG00000098857,1
ENSDARG00000100738,0
ENSDARG00000100867,26
ENSDARG00000094764,0
ENSDARG00000083865,0
ENSDARG00000117779,0
ENSDARG00000092445,1
ENSDARG00000042892,14
ENSDARG00000078214,38
ENSDARG00000106327,0
ENSDARG00000115465,0
ENSDARG00000100475,1
ENSDARG00000067549,5
ENSDARG00000006491,18
ENSDARG00000100960,3
ENSDARG00000062897,22
ENSDARG00000101642,0
ENSDARG00000062904,5
ENSDARG00000068940,231
ENSDARG00000062906,3
ENSDARG00000092487,0
ENSDARG00000035646,0
ENSDARG00000016710,7
ENSDARG00000092683,0
ENSDARG00000095523,0
ENSDARG00000023479,0
ENSDARG00000091930,0
ENSDARG00000094737,1
ENSDARG00000058839,0
ENSDARG00000117709,0
ENSDARG00000117438,0
ENSDARG00000101067,0
ENSDARG00000042041,0
ENSDARG00000113218,0
ENSDARG00000093043,0
ENSDARG00000110614,1
ENSDARG00000109611,0
ENSDARG00000116986,0
ENSDARG00000091624,6
ENSDARG00000090654,23
ENSDARG00000069958,0
ENSDARG00000067546,0
ENSDARG00000103830,3
ENSDARG00000099411,10
ENSDARG00000091169,0
ENSDARG00000073808,2
ENSDARG00000078938,1
ENSDARG00000106357,0
ENSDARG00000063288,4
ENSDARG00000095464,9
ENSDARG00000025820,1
ENSDARG00000075416,1
ENSDARG00000068915,0
ENSDARG00000095118,0
ENSDARG00000095661,0
ENSDARG00000117296,0
ENSDARG00000094523,1
ENSDARG00000094855,1
ENSDARG00000092211,0
ENSDARG00000097106,2
ENSDARG00000097376,0
ENSDARG00000096919,1
ENSDARG00000090035,19
ENSDARG00000086512,2
ENSDARG00000117617,15
ENSDARG00000114825,9
ENSDARG00000010602,0
ENSDARG00000078272,10
ENSDARG00000020204,0
ENSDARG00000076611,4
ENSDARG00000028346,10
ENSDARG00000114054,0
ENSDARG00000079089,7
ENSDARG00000090789,0
ENSDARG00000053019,6
ENSDARG00000078315,15
ENSDARG00000100948,0
ENSDARG00000079588,11
ENSDARG00000107096,0
ENSDARG00000005320,2
ENSDARG00000098365,1
ENSDARG00000068910,9
ENSDARG00000113708,0
ENSDARG00000093726,0
ENSDARG00000094526,25
ENSDARG00000107029,0
ENSDARG00000094172,2
ENSDARG00000078551,7
ENSDARG00000035634,18
ENSDARG00000058608,3
ENSDARG00000058605,5
ENSDARG00000068863,0
ENSDARG00000083432,0
ENSDARG00000062780,0
ENSDARG00000076137,0
ENSDARG00000015905,19
ENSDARG00000058533,6
ENSDARG00000002300,16
ENSDARG00000018902,42
ENSDARG00000062711,16
ENSDARG00000002016,9
ENSDARG00000107236,0
ENSDARG00000035630,8
ENSDARG00000027552,28
ENSDARG00000005786,3
ENSDARG00000027586,4
ENSDARG00000111436,0
ENSDARG00000083224,0
ENSDARG00000082169,0
ENSDARG00000081232,0
ENSDARG00000080347,0
ENSDARG00000062655,0
ENSDARG00000035631,13
ENSDARG00000027141,36
ENSDARG00000058389,9
ENSDARG00000035632,0
ENSDARG00000035633,2
ENSDARG00000059729,8
ENSDARG00000074309,2
ENSDARG00000103737,0
ENSDARG00000114308,0
ENSDARG00000100573,12
ENSDARG00000068011,0
ENSDARG00000117407,13
ENSDARG00000068822,138
ENSDARG00000068820,61
ENSDARG00000012281,44
ENSDARG00000032039,2
ENSDARG00000035625,51
ENSDARG00000074581,81
ENSDARG00000087166,0
ENSDARG00000101482,6
ENSDARG00000062631,2
ENSDARG00000104556,0
ENSDARG00000062646,104
ENSDARG00000104490,0
ENSDARG00000016128,23
ENSDARG00000018907,24
ENSDARG00000068759,11
ENSDARG00000079611,2
ENSDARG00000083583,0
ENSDARG00000097882,0
ENSDARG00000097046,0
ENSDARG00000031891,13
ENSDARG00000036293,0
ENSDARG00000094470,0
ENSDARG00000075923,5
ENSDARG00000042069,25
ENSDARG00000060751,15
ENSDARG00000073737,42
ENSDARG00000114460,0
ENSDARG00000086327,28
ENSDARG00000068742,0
ENSDARG00000084148,0
ENSDARG00000116633,0
ENSDARG00000058365,18
ENSDARG00000105422,3
ENSDARG00000035622,153
ENSDARG00000062573,1
ENSDARG00000035618,9
ENSDARG00000062579,9
ENSDARG00000101452,0
ENSDARG00000102387,3
ENSDARG00000062601,0
ENSDARG00000114637,0
ENSDARG00000095272,1
ENSDARG00000023267,0
ENSDARG00000006832,12
ENSDARG00000102093,0
ENSDARG00000113726,0
ENSDARG00000095235,0
ENSDARG00000092687,2
ENSDARG00000058232,32
ENSDARG00000075347,8
ENSDARG00000093201,0
ENSDARG00000018508,22
ENSDARG00000013058,1
ENSDARG00000059424,2
ENSDARG00000013434,8
ENSDARG00000062538,0
ENSDARG00000012468,9
ENSDARG00000010108,4
ENSDARG00000029250,5
ENSDARG00000035608,11
ENSDARG00000035607,4
ENSDARG00000062511,13
ENSDARG00000014817,88
ENSDARG00000086007,0
ENSDARG00000068650,13
ENSDARG00000017391,6
ENSDARG00000062040,1
ENSDARG00000095288,54
ENSDARG00000092739,0
ENSDARG00000061994,27
ENSDARG00000010591,7
ENSDARG00000061968,0
ENSDARG00000017115,19
ENSDARG00000061960,8
ENSDARG00000035606,0
ENSDARG00000068344,10
ENSDARG00000004130,2
ENSDARG00000090797,0
ENSDARG00000061941,1
ENSDARG00000061921,0
ENSDARG00000035605,5
ENSDARG00000061915,3
ENSDARG00000061901,8
ENSDARG00000095754,6
ENSDARG00000057017,1
ENSDARG00000028857,4
ENSDARG00000107888,0
ENSDARG00000056855,15
ENSDARG00000086374,0
ENSDARG00000003144,5
ENSDARG00000056842,0
ENSDARG00000056833,0
ENSDARG00000035603,2
ENSDARG00000035602,1
ENSDARG00000035601,0
ENSDARG00000056780,0
ENSDARG00000035598,74
ENSDARG00000115014,0
ENSDARG00000105023,0
ENSDARG00000095259,0
ENSDARG00000092834,0
ENSDARG00000035596,65
ENSDARG00000008032,24
ENSDARG00000035595,3
ENSDARG00000095509,0
ENSDARG00000090890,2
ENSDARG00000110362,0
ENSDARG00000109654,1
ENSDARG00000061819,6
ENSDARG00000083427,0
ENSDARG00000068279,0
ENSDARG00000002405,12
ENSDARG00000005104,38
ENSDARG00000003281,25
ENSDARG00000093563,0
ENSDARG00000035579,2
ENSDARG00000011065,93
ENSDARG00000061806,0
ENSDARG00000094417,0
ENSDARG00000035578,5
ENSDARG00000035577,36
ENSDARG00000061784,2
ENSDARG00000061769,0
ENSDARG00000078002,1
ENSDARG00000093719,0
ENSDARG00000093599,0
ENSDARG00000092793,0
ENSDARG00000095348,0
ENSDARG00000109082,0
ENSDARG00000003403,8
ENSDARG00000091976,0
ENSDARG00000012776,32
ENSDARG00000093081,1
ENSDARG00000076998,7
ENSDARG00000061746,1
ENSDARG00000079624,25
ENSDARG00000017086,15
ENSDARG00000008592,19
ENSDARG00000034138,0
ENSDARG00000015314,74
ENSDARG00000094151,0
ENSDARG00000062463,5
ENSDARG00000062457,17
ENSDARG00000058128,138
ENSDARG00000038956,2
ENSDARG00000080589,0
ENSDARG00000093708,0
ENSDARG00000058120,0
ENSDARG00000094418,0
ENSDARG00000092228,0
ENSDARG00000093947,0
ENSDARG00000092602,0
ENSDARG00000068624,11
ENSDARG00000058105,1120
ENSDARG00000058103,6
ENSDARG00000058088,32
ENSDARG00000058068,3
ENSDARG00000091926,0
ENSDARG00000020482,57
ENSDARG00000035610,23
ENSDARG00000035609,0
ENSDARG00000093945,34
ENSDARG00000016536,0
ENSDARG00000010331,0
ENSDARG00000039374,10
ENSDARG00000075491,17
ENSDARG00000094025,0
ENSDARG00000062326,328
ENSDARG00000035540,5
ENSDARG00000099624,52
ENSDARG00000100436,1
ENSDARG00000099449,10
ENSDARG00000101039,1
ENSDARG00000035549,18
ENSDARG00000089271,62
ENSDARG00000015524,34
ENSDARG00000092060,0
ENSDARG00000095150,1
ENSDARG00000093383,0
ENSDARG00000035550,0
ENSDARG00000035551,1
ENSDARG00000062362,4
ENSDARG00000080223,0
ENSDARG00000035552,5
ENSDARG00000094760,12
ENSDARG00000011929,20
ENSDARG00000062376,18
ENSDARG00000094576,2
ENSDARG00000032737,1
ENSDARG00000092464,0
ENSDARG00000093389,0
ENSDARG00000094279,0
ENSDARG00000011783,18
ENSDARG00000010752,18
ENSDARG00000110136,0
ENSDARG00000013382,38
ENSDARG00000012432,18
ENSDARG00000004587,21
ENSDARG00000004616,3
ENSDARG00000035553,4
ENSDARG00000110179,0
ENSDARG00000004082,5
ENSDARG00000062192,5
ENSDARG00000108746,0
ENSDARG00000016867,25
ENSDARG00000025275,4
ENSDARG00000011283,0
ENSDARG00000092718,0
ENSDARG00000091944,0
ENSDARG00000068503,7
ENSDARG00000093509,1
ENSDARG00000091936,0
ENSDARG00000035555,4
ENSDARG00000091969,0
ENSDARG00000062221,11
ENSDARG00000112232,0
ENSDARG00000002479,3
ENSDARG00000068480,28
ENSDARG00000112810,0
ENSDARG00000029003,17
ENSDARG00000035556,27
ENSDARG00000012387,116
ENSDARG00000016519,6
ENSDARG00000035557,80
ENSDARG00000035558,20
ENSDARG00000035559,11
ENSDARG00000092931,0
ENSDARG00000035560,0
ENSDARG00000028542,28
ENSDARG00000057855,29
ENSDARG00000062271,5
ENSDARG00000057706,10
ENSDARG00000035562,11
