Identifier,DES-100ug/L-B
ENSDARG00000115168,0
ENSDARG00000075525,0
ENSDARG00000096957,0
ENSDARG00000077788,0
ENSDARG00000104958,0
ENSDARG00000103234,1
ENSDARG00000059259,49
ENSDARG00000059247,6
ENSDARG00000059252,0
ENSDARG00000102525,0
ENSDARG00000100426,0
ENSDARG00000103924,1
ENSDARG00000001463,13
ENSDARG00000001244,18
ENSDARG00000022995,33
ENSDARG00000031782,22
ENSDARG00000094998,0
ENSDARG00000031366,1
ENSDARG00000032704,1
ENSDARG00000044129,6
ENSDARG00000094975,5
ENSDARG00000044134,2
ENSDARG00000044136,1
ENSDARG00000044153,13
ENSDARG00000096445,18
ENSDARG00000024167,0
ENSDARG00000074428,0
ENSDARG00000114152,0
ENSDARG00000044142,2
ENSDARG00000044144,1
ENSDARG00000115173,0
ENSDARG00000113485,0
ENSDARG00000097977,0
ENSDARG00000074583,1
ENSDARG00000087749,3
ENSDARG00000097063,0
ENSDARG00000076462,3
ENSDARG00000061215,0
ENSDARG00000116527,0
ENSDARG00000007285,13
ENSDARG00000061207,3
ENSDARG00000084296,0
ENSDARG00000021811,133
ENSDARG00000074726,0
ENSDARG00000061169,19
ENSDARG00000097490,0
ENSDARG00000030237,6
ENSDARG00000070874,0
ENSDARG00000033707,4
ENSDARG00000097437,0
ENSDARG00000097934,0
ENSDARG00000032623,3
ENSDARG00000021147,3
ENSDARG00000078552,2
ENSDARG00000089553,0
ENSDARG00000097636,1
ENSDARG00000032932,1
ENSDARG00000033437,4
ENSDARG00000100722,6
ENSDARG00000021896,0
ENSDARG00000079233,0
ENSDARG00000054823,8
ENSDARG00000055270,2
ENSDARG00000097369,2
ENSDARG00000107926,0
ENSDARG00000014498,11
ENSDARG00000053773,4
ENSDARG00000003902,203
ENSDARG00000087556,1
ENSDARG00000097478,59
ENSDARG00000042370,0
ENSDARG00000075556,8
ENSDARG00000114351,0
ENSDARG00000060679,23
ENSDARG00000054122,7
ENSDARG00000054124,0
ENSDARG00000024017,0
ENSDARG00000115172,0
ENSDARG00000054128,1
ENSDARG00000042563,2
ENSDARG00000084529,0
ENSDARG00000023999,3
ENSDARG00000093993,0
ENSDARG00000054213,23
ENSDARG00000054220,3
ENSDARG00000001729,12
ENSDARG00000024032,4
ENSDARG00000098051,1
ENSDARG00000000779,9
ENSDARG00000001313,2
ENSDARG00000097800,0
ENSDARG00000075949,0
ENSDARG00000097263,0
ENSDARG00000070769,3
ENSDARG00000097683,5
ENSDARG00000054302,1
ENSDARG00000090708,0
ENSDARG00000022000,2
ENSDARG00000031434,10
ENSDARG00000100100,0
ENSDARG00000028804,9
ENSDARG00000060835,3
ENSDARG00000021151,4
ENSDARG00000060854,1
ENSDARG00000029482,0
ENSDARG00000107376,0
ENSDARG00000097817,0
ENSDARG00000097219,0
ENSDARG00000004861,2
ENSDARG00000117622,0
ENSDARG00000097115,0
ENSDARG00000054414,0
ENSDARG00000097668,0
ENSDARG00000070794,0
ENSDARG00000020239,25
ENSDARG00000097487,0
ENSDARG00000054973,10
ENSDARG00000107092,0
ENSDARG00000054537,8
ENSDARG00000091222,3
ENSDARG00000074393,3
ENSDARG00000042815,3
ENSDARG00000074809,6
ENSDARG00000042780,60
ENSDARG00000079796,0
ENSDARG00000042784,1
ENSDARG00000042793,1
ENSDARG00000042796,10
ENSDARG00000042544,3
ENSDARG00000035650,6
ENSDARG00000042840,3
ENSDARG00000097833,0
ENSDARG00000098050,0
ENSDARG00000038235,0
ENSDARG00000097985,0
ENSDARG00000042846,0
ENSDARG00000060992,1
ENSDARG00000042848,2
ENSDARG00000073962,2
ENSDARG00000054700,0
ENSDARG00000086789,6
ENSDARG00000042853,24
ENSDARG00000042856,10
ENSDARG00000114149,0
ENSDARG00000042861,0
ENSDARG00000075072,3
ENSDARG00000110320,0
ENSDARG00000090753,0
ENSDARG00000036781,1
ENSDARG00000019338,2
ENSDARG00000073910,5
ENSDARG00000076988,2
ENSDARG00000005574,0
ENSDARG00000070833,2
ENSDARG00000055027,2
ENSDARG00000036775,2
ENSDARG00000054821,2
ENSDARG00000061294,14
ENSDARG00000098907,0
ENSDARG00000102144,0
ENSDARG00000107576,0
ENSDARG00000109529,0
ENSDARG00000079068,1
ENSDARG00000085514,0
ENSDARG00000079029,0
ENSDARG00000097372,0
ENSDARG00000097538,0
ENSDARG00000013794,3
ENSDARG00000023323,109
ENSDARG00000061391,0
ENSDARG00000110412,0
ENSDARG00000079020,3
ENSDARG00000061405,3
ENSDARG00000097530,1
ENSDARG00000055120,25
ENSDARG00000075444,2
ENSDARG00000099993,0
ENSDARG00000055123,0
ENSDARG00000112312,0
ENSDARG00000055133,13
ENSDARG00000055151,8
ENSDARG00000055158,2
ENSDARG00000000837,1
ENSDARG00000012581,5
ENSDARG00000043135,6
ENSDARG00000033516,0
ENSDARG00000070916,4
ENSDARG00000083797,0
ENSDARG00000043141,1
ENSDARG00000055240,14
ENSDARG00000024602,0
ENSDARG00000091471,0
ENSDARG00000022983,8
ENSDARG00000012874,10
ENSDARG00000097759,0
ENSDARG00000055252,0
ENSDARG00000077618,0
ENSDARG00000022951,0
ENSDARG00000061562,0
ENSDARG00000107649,0
ENSDARG00000091366,0
ENSDARG00000097505,0
ENSDARG00000034042,1
ENSDARG00000015449,1
ENSDARG00000089076,1
ENSDARG00000006272,1
ENSDARG00000005827,9
ENSDARG00000097163,0
ENSDARG00000055283,30
ENSDARG00000031240,13
ENSDARG00000031845,0
ENSDARG00000010181,0
ENSDARG00000007169,0
ENSDARG00000015765,1
ENSDARG00000043213,6
ENSDARG00000097654,0
ENSDARG00000020600,1
ENSDARG00000004952,0
ENSDARG00000031359,0
ENSDARG00000111789,0
ENSDARG00000117724,0
ENSDARG00000081487,0
ENSDARG00000077811,24
ENSDARG00000117372,0
ENSDARG00000109483,0
ENSDARG00000097167,0
ENSDARG00000103264,0
ENSDARG00000013266,2
ENSDARG00000053987,0
ENSDARG00000109707,0
ENSDARG00000074839,0
ENSDARG00000080087,0
ENSDARG00000097318,0
ENSDARG00000042141,1
ENSDARG00000079992,0
ENSDARG00000020231,2
ENSDARG00000011141,7
ENSDARG00000109649,0
ENSDARG00000015566,20
ENSDARG00000081059,0
ENSDARG00000013020,0
ENSDARG00000076501,2
ENSDARG00000079500,3
ENSDARG00000053896,1
ENSDARG00000060594,11
ENSDARG00000117189,0
ENSDARG00000053890,0
ENSDARG00000114834,0
ENSDARG00000070673,0
ENSDARG00000053864,13
ENSDARG00000109346,0
ENSDARG00000096902,0
ENSDARG00000053858,47
ENSDARG00000112129,0
ENSDARG00000070670,3
ENSDARG00000101173,0
ENSDARG00000007198,4
ENSDARG00000060569,0
ENSDARG00000016154,1
ENSDARG00000117332,0
ENSDARG00000053835,1
ENSDARG00000060564,1
ENSDARG00000053829,6
ENSDARG00000020332,0
ENSDARG00000019835,1
ENSDARG00000019364,4
ENSDARG00000060551,0
ENSDARG00000042261,0
ENSDARG00000091548,3
ENSDARG00000030490,8
ENSDARG00000053713,5
ENSDARG00000053711,0
ENSDARG00000005179,7
ENSDARG00000015425,2
ENSDARG00000029668,5
ENSDARG00000084381,0
ENSDARG00000107917,0
ENSDARG00000088263,0
ENSDARG00000085921,0
ENSDARG00000109943,0
ENSDARG00000085416,0
ENSDARG00000116772,0
ENSDARG00000060494,10
ENSDARG00000097217,0
ENSDARG00000021497,0
ENSDARG00000070627,0
ENSDARG00000116255,0
ENSDARG00000092339,0
ENSDARG00000117063,0
ENSDARG00000097540,0
ENSDARG00000111809,0
ENSDARG00000060480,0
ENSDARG00000104306,2
ENSDARG00000013134,0
ENSDARG00000097874,0
ENSDARG00000086849,1
ENSDARG00000106248,1
ENSDARG00000013461,0
ENSDARG00000034160,3
ENSDARG00000089862,0
ENSDARG00000104031,9
ENSDARG00000019877,0
ENSDARG00000038863,5
ENSDARG00000040623,5
ENSDARG00000078479,1
ENSDARG00000097277,0
ENSDARG00000053301,1
ENSDARG00000005861,4
ENSDARG00000082983,0
ENSDARG00000097749,0
ENSDARG00000079753,0
ENSDARG00000075107,0
ENSDARG00000053298,0
ENSDARG00000008203,0
ENSDARG00000097301,0
ENSDARG00000116402,0
ENSDARG00000097567,0
ENSDARG00000003411,0
ENSDARG00000079967,11
ENSDARG00000008239,2
ENSDARG00000089717,0
ENSDARG00000009443,27
ENSDARG00000097650,0
ENSDARG00000038099,9
ENSDARG00000096979,3
ENSDARG00000090912,23
ENSDARG00000038154,11
ENSDARG00000053517,1
ENSDARG00000070583,1
ENSDARG00000004576,0
ENSDARG00000053544,7
ENSDARG00000038064,5
ENSDARG00000014854,1
ENSDARG00000070589,20
ENSDARG00000091813,1
ENSDARG00000070590,1
ENSDARG00000097041,0
ENSDARG00000060430,0
ENSDARG00000097485,0
ENSDARG00000053558,2
ENSDARG00000087985,0
ENSDARG00000053571,4
ENSDARG00000044098,0
ENSDARG00000117244,1
ENSDARG00000101112,0
ENSDARG00000100317,2
ENSDARG00000030357,0
ENSDARG00000075826,0
ENSDARG00000032802,29
ENSDARG00000114373,0
ENSDARG00000097825,1
ENSDARG00000029045,0
ENSDARG00000115071,0
ENSDARG00000096910,0
ENSDARG00000076362,1
ENSDARG00000011235,2
ENSDARG00000097731,1
ENSDARG00000112500,0
ENSDARG00000097410,0
ENSDARG00000113396,0
ENSDARG00000060323,0
ENSDARG00000031533,1
ENSDARG00000079686,9
ENSDARG00000099611,0
ENSDARG00000103124,0
ENSDARG00000076767,1
ENSDARG00000075397,0
ENSDARG00000075170,0
ENSDARG00000004158,2
ENSDARG00000053475,1
ENSDARG00000089467,0
ENSDARG00000060380,1
ENSDARG00000053481,4
ENSDARG00000053485,85
ENSDARG00000027984,25
ENSDARG00000074100,0
ENSDARG00000052390,2
ENSDARG00000027538,0
ENSDARG00000117426,0
ENSDARG00000097132,0
ENSDARG00000005670,4
ENSDARG00000074556,1
ENSDARG00000041864,8
ENSDARG00000016651,22
ENSDARG00000012271,2
ENSDARG00000040192,10
ENSDARG00000002353,0
ENSDARG00000020944,27
ENSDARG00000052898,1
ENSDARG00000070487,2
ENSDARG00000060008,3
ENSDARG00000026335,0
ENSDARG00000052917,4
ENSDARG00000091723,0
ENSDARG00000060021,1
ENSDARG00000077217,0
ENSDARG00000052928,4
ENSDARG00000052942,4
ENSDARG00000081779,0
ENSDARG00000015016,1
ENSDARG00000096971,0
ENSDARG00000090064,0
ENSDARG00000117585,0
ENSDARG00000106768,0
ENSDARG00000078312,0
ENSDARG00000110938,0
ENSDARG00000111292,0
ENSDARG00000086941,0
ENSDARG00000116305,0
ENSDARG00000097694,0
ENSDARG00000089502,0
ENSDARG00000115934,0
ENSDARG00000097605,1
ENSDARG00000091445,0
ENSDARG00000097945,0
ENSDARG00000097623,0
ENSDARG00000116676,0
ENSDARG00000097531,0
ENSDARG00000117677,0
ENSDARG00000097681,0
ENSDARG00000102288,0
ENSDARG00000111621,0
ENSDARG00000104663,0
ENSDARG00000096961,0
ENSDARG00000095833,2
ENSDARG00000108240,0
ENSDARG00000097923,0
ENSDARG00000085771,0
ENSDARG00000111639,0
ENSDARG00000070447,1
ENSDARG00000112488,0
ENSDARG00000091349,0
ENSDARG00000088255,0
ENSDARG00000001937,0
ENSDARG00000091233,0
ENSDARG00000099987,0
ENSDARG00000023587,0
ENSDARG00000105453,0
ENSDARG00000053240,0
ENSDARG00000028393,0
ENSDARG00000037613,0
ENSDARG00000006840,19
ENSDARG00000097776,1
ENSDARG00000034222,0
ENSDARG00000100056,0
ENSDARG00000087780,3
ENSDARG00000040727,1
ENSDARG00000105888,0
ENSDARG00000040487,0
ENSDARG00000008805,4
ENSDARG00000089149,0
ENSDARG00000040492,15
ENSDARG00000016763,7
ENSDARG00000040479,0
ENSDARG00000103410,0
ENSDARG00000103345,0
ENSDARG00000102333,3
ENSDARG00000100359,2
ENSDARG00000104532,0
ENSDARG00000089192,0
ENSDARG00000089607,0
ENSDARG00000097798,0
ENSDARG00000097188,0
ENSDARG00000044847,1
ENSDARG00000053263,1
ENSDARG00000078322,46
ENSDARG00000053217,208
ENSDARG00000030236,3
ENSDARG00000078419,0
ENSDARG00000109703,0
ENSDARG00000114211,0
ENSDARG00000111442,0
ENSDARG00000116570,0
ENSDARG00000077712,0
ENSDARG00000115096,0
ENSDARG00000108812,0
ENSDARG00000074471,5
ENSDARG00000097365,1
ENSDARG00000053190,0
ENSDARG00000040137,0
ENSDARG00000040135,0
ENSDARG00000060126,5
ENSDARG00000070526,0
ENSDARG00000026723,4
ENSDARG00000087251,1
ENSDARG00000020581,6
ENSDARG00000088507,0
ENSDARG00000093378,0
ENSDARG00000100587,1
ENSDARG00000088298,0
ENSDARG00000097839,0
ENSDARG00000097685,2
ENSDARG00000053165,0
ENSDARG00000115992,0
ENSDARG00000019995,13
ENSDARG00000086808,3
ENSDARG00000020242,3
ENSDARG00000088862,3
ENSDARG00000067999,0
ENSDARG00000016775,0
ENSDARG00000027867,0
ENSDARG00000101485,14
ENSDARG00000004870,4
ENSDARG00000020448,10
ENSDARG00000060101,3
ENSDARG00000043417,3
ENSDARG00000116393,0
ENSDARG00000098733,0
ENSDARG00000038969,0
ENSDARG00000038968,0
ENSDARG00000070440,0
ENSDARG00000020077,3
ENSDARG00000007377,6
ENSDARG00000086027,0
ENSDARG00000016117,3
ENSDARG00000027279,0
ENSDARG00000038957,0
ENSDARG00000108078,0
ENSDARG00000111290,0
ENSDARG00000036793,1
ENSDARG00000019367,0
ENSDARG00000100847,1
ENSDARG00000117455,0
ENSDARG00000041952,0
ENSDARG00000014230,34
ENSDARG00000079024,0
ENSDARG00000041960,3
ENSDARG00000087625,3
ENSDARG00000060062,0
ENSDARG00000077567,0
ENSDARG00000081196,0
ENSDARG00000060068,0
ENSDARG00000041449,11
ENSDARG00000098240,7
ENSDARG00000098711,0
ENSDARG00000070461,0
ENSDARG00000042839,2
ENSDARG00000092716,0
ENSDARG00000098081,0
ENSDARG00000099274,0
ENSDARG00000036968,3
ENSDARG00000104708,6
ENSDARG00000101867,1
ENSDARG00000102490,1
ENSDARG00000098669,0
ENSDARG00000099534,0
ENSDARG00000034063,0
ENSDARG00000112675,0
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,0
ENSDARG00000097339,0
ENSDARG00000091101,0
ENSDARG00000086411,3
ENSDARG00000097084,0
ENSDARG00000086453,0
ENSDARG00000091001,7
ENSDARG00000097314,0
ENSDARG00000059349,1
ENSDARG00000103011,0
ENSDARG00000087941,0
ENSDARG00000036239,101
ENSDARG00000067520,3
ENSDARG00000036237,4
ENSDARG00000075454,0
ENSDARG00000023659,0
ENSDARG00000063719,4
ENSDARG00000036232,2
ENSDARG00000117409,0
ENSDARG00000005355,4
ENSDARG00000076618,4
ENSDARG00000092774,3
ENSDARG00000117284,0
ENSDARG00000100553,10
ENSDARG00000101085,0
ENSDARG00000105288,1
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,0
ENSDARG00000108843,0
ENSDARG00000103607,1
ENSDARG00000098838,4
ENSDARG00000099843,13
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,0
ENSDARG00000099663,60
ENSDARG00000104637,5
ENSDARG00000117787,0
ENSDARG00000042703,0
ENSDARG00000099730,30
ENSDARG00000019081,14
ENSDARG00000028336,9
ENSDARG00000061685,0
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,0
ENSDARG00000095394,0
ENSDARG00000043864,5
ENSDARG00000054835,0
ENSDARG00000117599,1
ENSDARG00000102249,15
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,1
ENSDARG00000104569,7
ENSDARG00000101629,17
ENSDARG00000117538,0
ENSDARG00000098687,0
ENSDARG00000099161,0
ENSDARG00000104126,0
ENSDARG00000105011,1
ENSDARG00000115717,16
ENSDARG00000103935,0
ENSDARG00000117536,0
ENSDARG00000112435,2
ENSDARG00000110183,1
ENSDARG00000100204,0
ENSDARG00000099915,0
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,4
ENSDARG00000101644,0
ENSDARG00000098832,7
ENSDARG00000111693,0
ENSDARG00000098597,0
ENSDARG00000103007,277
ENSDARG00000113885,0
ENSDARG00000111557,0
ENSDARG00000098534,0
ENSDARG00000098419,0
ENSDARG00000110240,3
ENSDARG00000107826,0
ENSDARG00000102953,0
ENSDARG00000103957,11
ENSDARG00000103027,8
ENSDARG00000100555,5
ENSDARG00000103959,4
ENSDARG00000107182,0
ENSDARG00000117660,0
ENSDARG00000102447,1
ENSDARG00000099871,0
ENSDARG00000103317,0
ENSDARG00000105218,4
ENSDARG00000101159,0
ENSDARG00000100363,1
ENSDARG00000107807,0
ENSDARG00000101061,5
ENSDARG00000111944,0
ENSDARG00000099439,15
ENSDARG00000100679,0
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,0
ENSDARG00000094185,0
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,13
ENSDARG00000034168,2
ENSDARG00000111801,0
ENSDARG00000113393,4
ENSDARG00000024771,1
ENSDARG00000059398,16
ENSDARG00000098096,0
ENSDARG00000105937,0
ENSDARG00000106529,15
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,5
ENSDARG00000101844,88
ENSDARG00000042933,22
ENSDARG00000007180,3
ENSDARG00000092903,0
ENSDARG00000095291,0
ENSDARG00000061763,0
ENSDARG00000092522,0
ENSDARG00000098315,3
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,0
ENSDARG00000086756,0
ENSDARG00000019484,1
ENSDARG00000059075,5
ENSDARG00000002798,4
ENSDARG00000016080,1
ENSDARG00000088817,0
ENSDARG00000101210,1
ENSDARG00000073944,9
ENSDARG00000088549,1
ENSDARG00000091655,11
ENSDARG00000088750,0
ENSDARG00000092963,1
ENSDARG00000008849,0
ENSDARG00000093091,0
ENSDARG00000063457,1
ENSDARG00000011072,2
ENSDARG00000111241,0
ENSDARG00000008447,11
ENSDARG00000058939,6
ENSDARG00000042559,3
ENSDARG00000094590,6
ENSDARG00000078094,0
ENSDARG00000002764,0
ENSDARG00000078875,0
ENSDARG00000076548,1
ENSDARG00000069654,2
ENSDARG00000010745,10
ENSDARG00000112957,0
ENSDARG00000093117,1
ENSDARG00000078508,0
ENSDARG00000095956,0
ENSDARG00000117755,1
ENSDARG00000005115,2
ENSDARG00000002720,1
ENSDARG00000069504,0
ENSDARG00000018281,0
ENSDARG00000100256,0
ENSDARG00000005842,5
ENSDARG00000077231,0
ENSDARG00000093495,0
ENSDARG00000112349,0
ENSDARG00000003210,0
ENSDARG00000036337,1
ENSDARG00000058486,0
ENSDARG00000030078,2
ENSDARG00000058492,0
ENSDARG00000069515,1
ENSDARG00000094555,0
ENSDARG00000042350,0
ENSDARG00000114258,3
ENSDARG00000058546,0
ENSDARG00000088130,1
ENSDARG00000058571,0
ENSDARG00000058587,0
ENSDARG00000069537,0
ENSDARG00000063293,0
ENSDARG00000069540,5
ENSDARG00000070472,14
ENSDARG00000113899,2
ENSDARG00000095556,86
ENSDARG00000094719,3
ENSDARG00000092833,0
ENSDARG00000092191,1
ENSDARG00000093936,4
ENSDARG00000042387,0
ENSDARG00000042396,1
ENSDARG00000114099,0
ENSDARG00000063321,3
ENSDARG00000063332,0
ENSDARG00000107805,0
ENSDARG00000087928,0
ENSDARG00000109590,0
ENSDARG00000112382,0
ENSDARG00000083529,0
ENSDARG00000117507,0
ENSDARG00000117667,0
ENSDARG00000110805,0
ENSDARG00000112418,0
ENSDARG00000042270,0
ENSDARG00000063157,0
ENSDARG00000063167,4
ENSDARG00000113137,1
ENSDARG00000058285,5
ENSDARG00000058292,3
ENSDARG00000063186,0
ENSDARG00000111958,0
ENSDARG00000058306,3
ENSDARG00000042249,0
ENSDARG00000113620,0
ENSDARG00000042336,2
ENSDARG00000088343,4
ENSDARG00000040100,5
ENSDARG00000092923,0
ENSDARG00000095058,0
ENSDARG00000117745,0
ENSDARG00000058345,0
ENSDARG00000042214,2
ENSDARG00000042213,0
ENSDARG00000092762,0
ENSDARG00000031712,0
ENSDARG00000115049,0
ENSDARG00000113541,0
ENSDARG00000017369,5
ENSDARG00000108715,0
ENSDARG00000107867,0
ENSDARG00000042210,0
ENSDARG00000036571,5
ENSDARG00000104585,0
ENSDARG00000098880,12
ENSDARG00000073752,0
ENSDARG00000107490,0
ENSDARG00000085521,0
ENSDARG00000117675,0
ENSDARG00000079076,0
ENSDARG00000084729,0
ENSDARG00000110477,0
ENSDARG00000117502,0
ENSDARG00000003020,0
ENSDARG00000106819,0
ENSDARG00000089649,0
ENSDARG00000091085,0
ENSDARG00000025332,20
ENSDARG00000115750,0
ENSDARG00000097017,1
ENSDARG00000021979,8
ENSDARG00000042188,0
ENSDARG00000042189,0
ENSDARG00000025299,0
ENSDARG00000094024,0
ENSDARG00000080790,0
ENSDARG00000040633,0
ENSDARG00000068231,0
ENSDARG00000107950,0
ENSDARG00000035273,0
ENSDARG00000093811,0
ENSDARG00000052497,4
ENSDARG00000079496,0
ENSDARG00000101471,4
ENSDARG00000042530,6
ENSDARG00000026865,12
ENSDARG00000063361,0
ENSDARG00000091975,0
ENSDARG00000042518,3
ENSDARG00000110246,0
ENSDARG00000002249,5
ENSDARG00000095548,0
ENSDARG00000042496,1
ENSDARG00000007461,1
ENSDARG00000113151,0
ENSDARG00000063414,1
ENSDARG00000100875,1
ENSDARG00000058857,3
ENSDARG00000069630,18
ENSDARG00000099728,1
ENSDARG00000030251,0
ENSDARG00000026829,49
ENSDARG00000068763,0
ENSDARG00000062951,0
ENSDARG00000097661,0
ENSDARG00000092862,0
ENSDARG00000062933,8
ENSDARG00000091938,0
ENSDARG00000085469,0
ENSDARG00000014215,5
ENSDARG00000111264,0
ENSDARG00000104732,1
ENSDARG00000004529,1
ENSDARG00000041921,37
ENSDARG00000062964,0
ENSDARG00000062967,0
ENSDARG00000013775,1
ENSDARG00000058003,3
ENSDARG00000017675,4
ENSDARG00000019195,2
ENSDARG00000078847,0
ENSDARG00000068814,1
ENSDARG00000013950,1
ENSDARG00000026664,10
ENSDARG00000087394,0
ENSDARG00000028943,1
ENSDARG00000042021,14
ENSDARG00000041951,4
ENSDARG00000010445,1
ENSDARG00000063019,0
ENSDARG00000063026,0
ENSDARG00000063040,0
ENSDARG00000095206,0
ENSDARG00000080407,0
ENSDARG00000011583,2
ENSDARG00000068876,4
ENSDARG00000086405,2
ENSDARG00000093269,0
ENSDARG00000030465,10
ENSDARG00000062893,0
ENSDARG00000005972,2
ENSDARG00000026395,3
ENSDARG00000062915,0
ENSDARG00000112234,5
ENSDARG00000100057,2
ENSDARG00000041379,1
ENSDARG00000041381,0
ENSDARG00000109795,0
ENSDARG00000057728,0
ENSDARG00000057741,0
ENSDARG00000094415,0
ENSDARG00000068947,1
ENSDARG00000115287,0
ENSDARG00000068951,0
ENSDARG00000087659,0
ENSDARG00000008748,28
ENSDARG00000057767,5
ENSDARG00000062868,7
ENSDARG00000085957,0
ENSDARG00000062855,2
ENSDARG00000011909,2
ENSDARG00000111261,0
ENSDARG00000041747,0
ENSDARG00000041691,10
ENSDARG00000057698,29
ENSDARG00000062821,0
ENSDARG00000093781,0
ENSDARG00000062824,1
ENSDARG00000097357,0
ENSDARG00000074721,0
ENSDARG00000057887,1
ENSDARG00000041791,0
ENSDARG00000069011,0
ENSDARG00000057167,25
ENSDARG00000080895,0
ENSDARG00000062483,3
ENSDARG00000041802,0
ENSDARG00000032469,0
ENSDARG00000069027,0
ENSDARG00000057286,1
ENSDARG00000093864,1
ENSDARG00000041581,3
ENSDARG00000101630,0
ENSDARG00000069037,1
ENSDARG00000069038,1
ENSDARG00000095584,0
ENSDARG00000092364,4
ENSDARG00000057239,2
ENSDARG00000057218,2
ENSDARG00000069045,2
ENSDARG00000057210,0
ENSDARG00000034001,1
ENSDARG00000091865,0
ENSDARG00000057180,0
ENSDARG00000062506,6
ENSDARG00000093901,1
ENSDARG00000041572,0
ENSDARG00000041569,107
ENSDARG00000041595,31
ENSDARG00000041599,2
ENSDARG00000092255,0
ENSDARG00000008133,5
ENSDARG00000041560,0
ENSDARG00000041616,0
ENSDARG00000041621,0
ENSDARG00000041623,27
ENSDARG00000003487,7
ENSDARG00000081331,0
ENSDARG00000013855,0
ENSDARG00000024314,2
ENSDARG00000030872,5
ENSDARG00000024631,0
ENSDARG00000007753,4
ENSDARG00000106981,0
ENSDARG00000041631,6
ENSDARG00000062558,5
ENSDARG00000069122,2
ENSDARG00000059707,0
ENSDARG00000095732,7
ENSDARG00000011498,1
ENSDARG00000112014,0
ENSDARG00000057296,2
ENSDARG00000096293,0
ENSDARG00000109398,0
ENSDARG00000057491,5
ENSDARG00000030871,9
ENSDARG00000101438,5
ENSDARG00000091003,2
ENSDARG00000103553,8
ENSDARG00000109897,0
ENSDARG00000083268,0
ENSDARG00000080744,0
ENSDARG00000112898,0
ENSDARG00000069142,14
ENSDARG00000092925,0
ENSDARG00000093548,0
ENSDARG00000108920,0
ENSDARG00000112360,0
ENSDARG00000110304,0
ENSDARG00000114891,0
ENSDARG00000093381,1
ENSDARG00000092711,0
ENSDARG00000062756,6
ENSDARG00000025383,1
ENSDARG00000003616,6
ENSDARG00000096323,0
ENSDARG00000069168,0
ENSDARG00000033020,0
ENSDARG00000016038,3
ENSDARG00000041429,2
ENSDARG00000041431,1
ENSDARG00000096256,0
ENSDARG00000062721,3
ENSDARG00000092535,0
ENSDARG00000094232,0
ENSDARG00000069189,0
ENSDARG00000041450,23
ENSDARG00000062686,0
ENSDARG00000108536,0
ENSDARG00000007825,3
ENSDARG00000083370,0
ENSDARG00000041182,461
ENSDARG00000082911,0
ENSDARG00000082511,0
ENSDARG00000080636,0
ENSDARG00000080450,0
ENSDARG00000110758,0
ENSDARG00000080158,0
ENSDARG00000110617,0
ENSDARG00000057100,2
ENSDARG00000016337,1
ENSDARG00000062476,2
ENSDARG00000083675,0
ENSDARG00000031763,1
ENSDARG00000010207,0
ENSDARG00000041170,7
ENSDARG00000015476,0
ENSDARG00000111588,1
ENSDARG00000062448,2
ENSDARG00000062445,0
ENSDARG00000069246,0
ENSDARG00000041155,14
ENSDARG00000069250,1
ENSDARG00000117246,0
ENSDARG00000002787,9
ENSDARG00000014943,3
ENSDARG00000041145,1
ENSDARG00000041140,34
ENSDARG00000069271,1
ENSDARG00000041133,1
ENSDARG00000069274,1
ENSDARG00000009837,2
ENSDARG00000062381,3
ENSDARG00000012718,0
ENSDARG00000069290,1
ENSDARG00000062370,9
ENSDARG00000041117,1
ENSDARG00000083973,0
ENSDARG00000004823,0
ENSDARG00000041107,0
ENSDARG00000040991,2
ENSDARG00000022160,2
ENSDARG00000081644,0
ENSDARG00000062350,5
ENSDARG00000041092,0
ENSDARG00000027423,0
ENSDARG00000092247,0
ENSDARG00000069321,0
ENSDARG00000041085,4
ENSDARG00000041083,18
ENSDARG00000069328,0
ENSDARG00000041081,7
ENSDARG00000041078,6
ENSDARG00000107077,0
ENSDARG00000041073,0
ENSDARG00000041068,27
ENSDARG00000085890,0
ENSDARG00000041062,13
ENSDARG00000040942,1
ENSDARG00000056764,0
ENSDARG00000056745,3
ENSDARG00000009482,0
ENSDARG00000014634,2
ENSDARG00000062269,2
ENSDARG00000094529,0
ENSDARG00000056713,2
ENSDARG00000069368,0
ENSDARG00000062266,1
ENSDARG00000056531,8
ENSDARG00000030512,0
ENSDARG00000062138,1
ENSDARG00000069378,0
ENSDARG00000093518,0
ENSDARG00000109764,0
