Identifier,DES-1ug/L-C
ENSDARG00000090753,0
ENSDARG00000036781,1
ENSDARG00000019338,2
ENSDARG00000073910,4
ENSDARG00000076988,0
ENSDARG00000005574,1
ENSDARG00000070833,4
ENSDARG00000055027,0
ENSDARG00000036775,0
ENSDARG00000054821,1
ENSDARG00000061294,18
ENSDARG00000098907,1
ENSDARG00000102144,3
ENSDARG00000107576,0
ENSDARG00000109529,0
ENSDARG00000079068,1
ENSDARG00000085514,0
ENSDARG00000079029,1
ENSDARG00000097372,0
ENSDARG00000097538,0
ENSDARG00000013794,5
ENSDARG00000023323,131
ENSDARG00000061391,1
ENSDARG00000110412,0
ENSDARG00000079020,0
ENSDARG00000061405,0
ENSDARG00000097530,0
ENSDARG00000055120,30
ENSDARG00000075444,10
ENSDARG00000099993,0
ENSDARG00000055123,1
ENSDARG00000112312,0
ENSDARG00000055133,19
ENSDARG00000055151,8
ENSDARG00000055158,5
ENSDARG00000000837,2
ENSDARG00000012581,1
ENSDARG00000043135,3
ENSDARG00000033516,0
ENSDARG00000070916,2
ENSDARG00000083797,0
ENSDARG00000043141,2
ENSDARG00000055240,5
ENSDARG00000024602,1
ENSDARG00000091471,1
ENSDARG00000022983,7
ENSDARG00000012874,7
ENSDARG00000097759,0
ENSDARG00000055252,5
ENSDARG00000077618,6
ENSDARG00000022951,0
ENSDARG00000061562,0
ENSDARG00000107649,0
ENSDARG00000091366,0
ENSDARG00000097505,0
ENSDARG00000034042,3
ENSDARG00000015449,5
ENSDARG00000089076,1
ENSDARG00000006272,3
ENSDARG00000005827,13
ENSDARG00000097163,0
ENSDARG00000055283,29
ENSDARG00000031240,9
ENSDARG00000031845,0
ENSDARG00000010181,0
ENSDARG00000007169,2
ENSDARG00000015765,2
ENSDARG00000043213,2
ENSDARG00000097654,0
ENSDARG00000020600,0
ENSDARG00000004952,0
ENSDARG00000031359,0
ENSDARG00000111789,0
ENSDARG00000117724,0
ENSDARG00000081487,0
ENSDARG00000077811,25
ENSDARG00000117372,0
ENSDARG00000109483,0
ENSDARG00000097167,0
ENSDARG00000103264,0
ENSDARG00000013266,5
ENSDARG00000053987,0
ENSDARG00000109707,0
ENSDARG00000074839,2
ENSDARG00000080087,0
ENSDARG00000097318,0
ENSDARG00000042141,1
ENSDARG00000079992,0
ENSDARG00000020231,0
ENSDARG00000011141,7
ENSDARG00000109649,0
ENSDARG00000015566,11
ENSDARG00000081059,0
ENSDARG00000013020,0
ENSDARG00000076501,1
ENSDARG00000079500,0
ENSDARG00000053896,0
ENSDARG00000060594,14
ENSDARG00000117189,0
ENSDARG00000053890,0
ENSDARG00000114834,0
ENSDARG00000070673,1
ENSDARG00000053864,17
ENSDARG00000109346,0
ENSDARG00000096902,0
ENSDARG00000053858,46
ENSDARG00000112129,0
ENSDARG00000070670,7
ENSDARG00000101173,0
ENSDARG00000007198,3
ENSDARG00000060569,0
ENSDARG00000016154,4
ENSDARG00000117332,0
ENSDARG00000053835,1
ENSDARG00000060564,5
ENSDARG00000053829,2
ENSDARG00000020332,0
ENSDARG00000019835,0
ENSDARG00000019364,4
ENSDARG00000060551,1
ENSDARG00000042261,0
ENSDARG00000091548,0
ENSDARG00000030490,4
ENSDARG00000053713,1
ENSDARG00000053711,0
ENSDARG00000005179,6
ENSDARG00000015425,1
ENSDARG00000029668,6
ENSDARG00000084381,0
ENSDARG00000107917,0
ENSDARG00000088263,2
ENSDARG00000085921,0
ENSDARG00000109943,0
ENSDARG00000085416,0
ENSDARG00000116772,0
ENSDARG00000060494,15
ENSDARG00000097217,1
ENSDARG00000021497,0
ENSDARG00000070627,0
ENSDARG00000116255,0
ENSDARG00000092339,0
ENSDARG00000117063,0
ENSDARG00000097540,0
ENSDARG00000111809,0
ENSDARG00000060480,0
ENSDARG00000104306,0
ENSDARG00000013134,0
ENSDARG00000097874,0
ENSDARG00000086849,3
ENSDARG00000106248,0
ENSDARG00000013461,0
ENSDARG00000034160,5
ENSDARG00000089862,0
ENSDARG00000104031,15
ENSDARG00000019877,2
ENSDARG00000038863,3
ENSDARG00000040623,3
ENSDARG00000078479,0
ENSDARG00000097277,0
ENSDARG00000053301,2
ENSDARG00000005861,4
ENSDARG00000082983,0
ENSDARG00000097749,0
ENSDARG00000079753,0
ENSDARG00000075107,0
ENSDARG00000053298,1
ENSDARG00000008203,1
ENSDARG00000097301,0
ENSDARG00000116402,0
ENSDARG00000097567,0
ENSDARG00000003411,0
ENSDARG00000079967,1
ENSDARG00000008239,6
ENSDARG00000089717,0
ENSDARG00000009443,32
ENSDARG00000097650,1
ENSDARG00000038099,6
ENSDARG00000096979,2
ENSDARG00000090912,35
ENSDARG00000038154,14
ENSDARG00000053517,2
ENSDARG00000070583,0
ENSDARG00000004576,2
ENSDARG00000053544,2
ENSDARG00000038064,1
ENSDARG00000014854,2
ENSDARG00000070589,8
ENSDARG00000091813,1
ENSDARG00000070590,0
ENSDARG00000097041,0
ENSDARG00000060430,0
ENSDARG00000097485,0
ENSDARG00000053558,1
ENSDARG00000087985,1
ENSDARG00000053571,3
ENSDARG00000044098,0
ENSDARG00000117244,2
ENSDARG00000101112,0
ENSDARG00000100317,11
ENSDARG00000030357,0
ENSDARG00000075826,0
ENSDARG00000032802,29
ENSDARG00000114373,0
ENSDARG00000097825,3
ENSDARG00000029045,0
ENSDARG00000115071,0
ENSDARG00000096910,0
ENSDARG00000076362,0
ENSDARG00000011235,2
ENSDARG00000097731,1
ENSDARG00000112500,0
ENSDARG00000097410,0
ENSDARG00000113396,0
ENSDARG00000060323,1
ENSDARG00000031533,2
ENSDARG00000079686,8
ENSDARG00000099611,0
ENSDARG00000103124,0
ENSDARG00000076767,0
ENSDARG00000075397,1
ENSDARG00000075170,0
ENSDARG00000004158,1
ENSDARG00000053475,2
ENSDARG00000089467,1
ENSDARG00000060380,7
ENSDARG00000053481,6
ENSDARG00000053485,93
ENSDARG00000027984,32
ENSDARG00000074100,0
ENSDARG00000052390,5
ENSDARG00000027538,0
ENSDARG00000117426,0
ENSDARG00000097132,0
ENSDARG00000005670,0
ENSDARG00000074556,0
ENSDARG00000041864,3
ENSDARG00000016651,22
ENSDARG00000012271,1
ENSDARG00000040192,4
ENSDARG00000002353,0
ENSDARG00000020944,31
ENSDARG00000052898,0
ENSDARG00000070487,6
ENSDARG00000060008,3
ENSDARG00000026335,1
ENSDARG00000052917,1
ENSDARG00000091723,0
ENSDARG00000060021,2
ENSDARG00000077217,0
ENSDARG00000052928,10
ENSDARG00000052942,4
ENSDARG00000081779,0
ENSDARG00000015016,5
ENSDARG00000096971,1
ENSDARG00000090064,0
ENSDARG00000117585,0
ENSDARG00000106768,0
ENSDARG00000078312,0
ENSDARG00000110938,0
ENSDARG00000111292,0
ENSDARG00000086941,0
ENSDARG00000116305,0
ENSDARG00000097694,0
ENSDARG00000089502,0
ENSDARG00000115934,0
ENSDARG00000097605,2
ENSDARG00000091445,0
ENSDARG00000097945,0
ENSDARG00000097623,0
ENSDARG00000116676,0
ENSDARG00000097531,0
ENSDARG00000117677,0
ENSDARG00000097681,0
ENSDARG00000102288,7
ENSDARG00000111621,0
ENSDARG00000104663,1
ENSDARG00000096961,0
ENSDARG00000095833,0
ENSDARG00000108240,0
ENSDARG00000097923,0
ENSDARG00000085771,0
ENSDARG00000111639,0
ENSDARG00000070447,1
ENSDARG00000112488,0
ENSDARG00000091349,0
ENSDARG00000088255,0
ENSDARG00000001937,0
ENSDARG00000091233,0
ENSDARG00000099987,0
ENSDARG00000023587,2
ENSDARG00000105453,0
ENSDARG00000053240,1
ENSDARG00000028393,1
ENSDARG00000037613,0
ENSDARG00000006840,22
ENSDARG00000097776,0
ENSDARG00000034222,3
ENSDARG00000100056,1
ENSDARG00000087780,0
ENSDARG00000040727,2
ENSDARG00000105888,0
ENSDARG00000040487,0
ENSDARG00000008805,2
ENSDARG00000089149,4
ENSDARG00000040492,10
ENSDARG00000016763,12
ENSDARG00000040479,1
ENSDARG00000103410,0
ENSDARG00000103345,0
ENSDARG00000102333,10
ENSDARG00000100359,0
ENSDARG00000104532,0
ENSDARG00000089192,0
ENSDARG00000089607,0
ENSDARG00000097798,0
ENSDARG00000097188,0
ENSDARG00000044847,1
ENSDARG00000053263,0
ENSDARG00000078322,55
ENSDARG00000053217,235
ENSDARG00000030236,9
ENSDARG00000078419,0
ENSDARG00000109703,0
ENSDARG00000114211,0
ENSDARG00000111442,0
ENSDARG00000116570,0
ENSDARG00000077712,0
ENSDARG00000115096,0
ENSDARG00000108812,0
ENSDARG00000074471,3
ENSDARG00000097365,0
ENSDARG00000053190,0
ENSDARG00000040137,1
ENSDARG00000040135,0
ENSDARG00000060126,3
ENSDARG00000070526,0
ENSDARG00000026723,2
ENSDARG00000087251,0
ENSDARG00000020581,3
ENSDARG00000088507,0
ENSDARG00000093378,2
ENSDARG00000100587,0
ENSDARG00000088298,0
ENSDARG00000097839,0
ENSDARG00000097685,0
ENSDARG00000053165,0
ENSDARG00000115992,0
ENSDARG00000019995,4
ENSDARG00000086808,1
ENSDARG00000020242,3
ENSDARG00000088862,3
ENSDARG00000067999,0
ENSDARG00000016775,2
ENSDARG00000027867,0
ENSDARG00000101485,13
ENSDARG00000004870,4
ENSDARG00000020448,11
ENSDARG00000060101,1
ENSDARG00000043417,3
ENSDARG00000116393,0
ENSDARG00000098733,2
ENSDARG00000038969,0
ENSDARG00000038968,0
ENSDARG00000070440,0
ENSDARG00000020077,0
ENSDARG00000007377,7
ENSDARG00000086027,0
ENSDARG00000016117,3
ENSDARG00000027279,6
ENSDARG00000038957,0
ENSDARG00000108078,0
ENSDARG00000111290,0
ENSDARG00000036793,0
ENSDARG00000019367,2
ENSDARG00000100847,0
ENSDARG00000117455,0
ENSDARG00000041952,0
ENSDARG00000014230,41
ENSDARG00000079024,0
ENSDARG00000041960,2
ENSDARG00000087625,4
ENSDARG00000060062,0
ENSDARG00000077567,1
ENSDARG00000081196,0
ENSDARG00000060068,0
ENSDARG00000041449,12
ENSDARG00000098240,8
ENSDARG00000098711,1
ENSDARG00000070461,0
ENSDARG00000042839,1
ENSDARG00000092716,0
ENSDARG00000098081,0
ENSDARG00000099274,0
ENSDARG00000036968,1
ENSDARG00000104708,11
ENSDARG00000101867,0
ENSDARG00000102490,1
ENSDARG00000098669,0
ENSDARG00000099534,0
ENSDARG00000034063,0
ENSDARG00000112675,0
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,0
ENSDARG00000097339,1
ENSDARG00000091101,1
ENSDARG00000086411,6
ENSDARG00000097084,0
ENSDARG00000086453,1
ENSDARG00000091001,11
ENSDARG00000097314,6
ENSDARG00000059349,1
ENSDARG00000103011,0
ENSDARG00000087941,0
ENSDARG00000036239,87
ENSDARG00000067520,2
ENSDARG00000036237,14
ENSDARG00000075454,0
ENSDARG00000023659,2
ENSDARG00000063719,3
ENSDARG00000036232,4
ENSDARG00000117409,0
ENSDARG00000005355,5
ENSDARG00000076618,9
ENSDARG00000092774,4
ENSDARG00000117284,0
ENSDARG00000100553,8
ENSDARG00000101085,1
ENSDARG00000105288,1
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,1
ENSDARG00000108843,0
ENSDARG00000103607,0
ENSDARG00000098838,4
ENSDARG00000099843,9
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,0
ENSDARG00000099663,60
ENSDARG00000104637,4
ENSDARG00000117787,3
ENSDARG00000042703,1
ENSDARG00000099730,47
ENSDARG00000019081,14
ENSDARG00000028336,15
ENSDARG00000061685,0
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,0
ENSDARG00000095394,0
ENSDARG00000043864,5
ENSDARG00000054835,0
ENSDARG00000117599,0
ENSDARG00000102249,10
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,0
ENSDARG00000104569,12
ENSDARG00000101629,16
ENSDARG00000117538,1
ENSDARG00000098687,0
ENSDARG00000099161,2
ENSDARG00000104126,0
ENSDARG00000105011,0
ENSDARG00000115717,18
ENSDARG00000103935,1
ENSDARG00000117536,0
ENSDARG00000112435,2
ENSDARG00000110183,0
ENSDARG00000100204,0
ENSDARG00000099915,0
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,1
ENSDARG00000101644,3
ENSDARG00000098832,17
ENSDARG00000111693,0
ENSDARG00000098597,1
ENSDARG00000103007,324
ENSDARG00000113885,0
ENSDARG00000111557,0
ENSDARG00000098534,0
ENSDARG00000098419,0
ENSDARG00000110240,1
ENSDARG00000107826,0
ENSDARG00000102953,0
ENSDARG00000103957,5
ENSDARG00000103027,8
ENSDARG00000100555,6
ENSDARG00000103959,4
ENSDARG00000107182,0
ENSDARG00000117660,0
ENSDARG00000102447,0
ENSDARG00000099871,0
ENSDARG00000103317,1
ENSDARG00000105218,3
ENSDARG00000101159,0
ENSDARG00000100363,2
ENSDARG00000107807,0
ENSDARG00000101061,7
ENSDARG00000111944,0
ENSDARG00000099439,32
ENSDARG00000100679,0
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,0
ENSDARG00000094185,0
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,14
ENSDARG00000034168,6
ENSDARG00000111801,0
ENSDARG00000113393,3
ENSDARG00000024771,0
ENSDARG00000059398,16
ENSDARG00000098096,0
ENSDARG00000105937,0
ENSDARG00000106529,12
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,8
ENSDARG00000101844,149
ENSDARG00000042933,15
ENSDARG00000007180,7
ENSDARG00000092903,1
ENSDARG00000095291,0
ENSDARG00000061763,1
ENSDARG00000092522,0
ENSDARG00000098315,8
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,0
ENSDARG00000086756,0
ENSDARG00000019484,1
ENSDARG00000059075,6
ENSDARG00000002798,0
ENSDARG00000016080,0
ENSDARG00000088817,1
ENSDARG00000101210,0
ENSDARG00000073944,11
ENSDARG00000088549,1
ENSDARG00000091655,11
ENSDARG00000088750,0
ENSDARG00000092963,3
ENSDARG00000008849,0
ENSDARG00000093091,0
ENSDARG00000063457,1
ENSDARG00000011072,1
ENSDARG00000111241,0
ENSDARG00000008447,12
ENSDARG00000058939,3
ENSDARG00000042559,10
ENSDARG00000094590,5
ENSDARG00000078094,0
ENSDARG00000002764,4
ENSDARG00000078875,0
ENSDARG00000076548,0
ENSDARG00000069654,2
ENSDARG00000010745,7
ENSDARG00000112957,0
ENSDARG00000093117,0
ENSDARG00000078508,0
ENSDARG00000095956,0
ENSDARG00000117755,1
ENSDARG00000005115,6
ENSDARG00000002720,2
ENSDARG00000069504,0
ENSDARG00000018281,0
ENSDARG00000100256,0
ENSDARG00000005842,6
ENSDARG00000077231,0
ENSDARG00000093495,0
ENSDARG00000112349,0
ENSDARG00000003210,0
ENSDARG00000036337,0
ENSDARG00000058486,0
ENSDARG00000030078,1
ENSDARG00000058492,1
ENSDARG00000069515,0
ENSDARG00000094555,0
ENSDARG00000042350,0
ENSDARG00000114258,4
ENSDARG00000058546,0
ENSDARG00000088130,1
ENSDARG00000058571,1
ENSDARG00000058587,0
ENSDARG00000069537,0
ENSDARG00000063293,0
ENSDARG00000069540,2
ENSDARG00000070472,15
ENSDARG00000113899,9
ENSDARG00000095556,117
ENSDARG00000094719,10
ENSDARG00000092833,0
ENSDARG00000092191,0
ENSDARG00000093936,1
ENSDARG00000042387,0
ENSDARG00000042396,0
ENSDARG00000114099,1
ENSDARG00000063321,4
ENSDARG00000063332,1
ENSDARG00000107805,0
ENSDARG00000087928,0
ENSDARG00000109590,0
ENSDARG00000112382,0
ENSDARG00000083529,0
ENSDARG00000117507,0
ENSDARG00000117667,0
ENSDARG00000110805,0
ENSDARG00000112418,0
ENSDARG00000042270,1
ENSDARG00000063157,0
ENSDARG00000063167,3
ENSDARG00000113137,1
ENSDARG00000058285,5
ENSDARG00000058292,5
ENSDARG00000063186,0
ENSDARG00000111958,0
ENSDARG00000058306,6
ENSDARG00000042249,0
ENSDARG00000113620,0
ENSDARG00000042336,0
ENSDARG00000088343,0
ENSDARG00000040100,7
ENSDARG00000092923,0
ENSDARG00000095058,0
ENSDARG00000117745,0
ENSDARG00000058345,1
ENSDARG00000042214,1
ENSDARG00000042213,0
ENSDARG00000092762,0
ENSDARG00000031712,0
ENSDARG00000115049,0
ENSDARG00000113541,0
ENSDARG00000017369,1
ENSDARG00000108715,0
ENSDARG00000107867,0
ENSDARG00000042210,2
ENSDARG00000036571,9
ENSDARG00000104585,0
ENSDARG00000098880,15
ENSDARG00000073752,0
ENSDARG00000107490,0
ENSDARG00000085521,1
ENSDARG00000117675,3
ENSDARG00000079076,0
ENSDARG00000084729,0
ENSDARG00000110477,0
ENSDARG00000117502,0
ENSDARG00000003020,0
ENSDARG00000106819,0
ENSDARG00000089649,0
ENSDARG00000091085,0
ENSDARG00000025332,12
ENSDARG00000115750,0
ENSDARG00000097017,3
ENSDARG00000021979,7
ENSDARG00000042188,0
ENSDARG00000042189,0
ENSDARG00000025299,0
ENSDARG00000094024,0
ENSDARG00000080790,0
ENSDARG00000040633,0
ENSDARG00000068231,0
ENSDARG00000107950,0
ENSDARG00000035273,1
ENSDARG00000093811,0
ENSDARG00000052497,2
ENSDARG00000079496,0
ENSDARG00000101471,4
ENSDARG00000042530,1
ENSDARG00000026865,16
ENSDARG00000063361,0
ENSDARG00000091975,0
ENSDARG00000042518,4
ENSDARG00000110246,0
ENSDARG00000002249,9
ENSDARG00000095548,0
ENSDARG00000042496,0
ENSDARG00000007461,1
ENSDARG00000113151,0
ENSDARG00000063414,0
ENSDARG00000100875,0
ENSDARG00000058857,3
ENSDARG00000069630,19
ENSDARG00000099728,0
ENSDARG00000030251,0
ENSDARG00000026829,68
ENSDARG00000068763,2
ENSDARG00000062951,0
ENSDARG00000097661,0
ENSDARG00000092862,0
ENSDARG00000062933,10
ENSDARG00000091938,0
ENSDARG00000085469,0
ENSDARG00000014215,3
ENSDARG00000111264,0
ENSDARG00000104732,0
ENSDARG00000004529,2
ENSDARG00000041921,35
ENSDARG00000062964,0
ENSDARG00000062967,1
ENSDARG00000013775,0
ENSDARG00000058003,7
ENSDARG00000017675,8
ENSDARG00000019195,2
ENSDARG00000078847,1
ENSDARG00000068814,1
ENSDARG00000013950,0
ENSDARG00000026664,14
ENSDARG00000087394,0
ENSDARG00000028943,0
ENSDARG00000042021,7
ENSDARG00000041951,3
ENSDARG00000010445,0
ENSDARG00000063019,0
ENSDARG00000063026,0
ENSDARG00000063040,1
ENSDARG00000095206,0
ENSDARG00000080407,0
ENSDARG00000011583,7
ENSDARG00000068876,1
ENSDARG00000086405,2
ENSDARG00000093269,0
ENSDARG00000030465,12
ENSDARG00000062893,0
ENSDARG00000005972,0
ENSDARG00000026395,0
ENSDARG00000062915,0
ENSDARG00000112234,7
ENSDARG00000100057,4
ENSDARG00000041379,0
ENSDARG00000041381,0
ENSDARG00000109795,0
ENSDARG00000057728,0
ENSDARG00000057741,0
ENSDARG00000094415,0
ENSDARG00000068947,1
ENSDARG00000115287,0
ENSDARG00000068951,0
ENSDARG00000087659,0
ENSDARG00000008748,26
ENSDARG00000057767,3
ENSDARG00000062868,1
ENSDARG00000085957,0
ENSDARG00000062855,1
ENSDARG00000011909,2
ENSDARG00000111261,1
ENSDARG00000041747,1
ENSDARG00000041691,4
ENSDARG00000057698,43
ENSDARG00000062821,2
ENSDARG00000093781,0
ENSDARG00000062824,0
ENSDARG00000097357,0
ENSDARG00000074721,0
ENSDARG00000057887,1
ENSDARG00000041791,0
ENSDARG00000069011,0
ENSDARG00000057167,23
ENSDARG00000080895,0
ENSDARG00000062483,1
ENSDARG00000041802,0
ENSDARG00000032469,0
ENSDARG00000069027,3
ENSDARG00000057286,1
ENSDARG00000093864,2
ENSDARG00000041581,2
ENSDARG00000101630,0
ENSDARG00000069037,3
ENSDARG00000069038,0
ENSDARG00000095584,0
ENSDARG00000092364,6
ENSDARG00000057239,2
ENSDARG00000057218,3
ENSDARG00000069045,2
ENSDARG00000057210,0
ENSDARG00000034001,1
ENSDARG00000091865,0
ENSDARG00000057180,0
ENSDARG00000062506,16
ENSDARG00000093901,0
ENSDARG00000041572,0
ENSDARG00000041569,110
ENSDARG00000041595,21
ENSDARG00000041599,5
ENSDARG00000092255,0
ENSDARG00000008133,3
ENSDARG00000041560,0
ENSDARG00000041616,0
ENSDARG00000041621,3
ENSDARG00000041623,15
ENSDARG00000003487,7
ENSDARG00000081331,0
ENSDARG00000013855,1
ENSDARG00000024314,8
ENSDARG00000030872,10
ENSDARG00000024631,0
ENSDARG00000007753,2
ENSDARG00000106981,0
ENSDARG00000041631,5
ENSDARG00000062558,3
ENSDARG00000069122,2
ENSDARG00000059707,7
ENSDARG00000095732,4
ENSDARG00000011498,2
ENSDARG00000112014,0
ENSDARG00000057296,1
ENSDARG00000096293,0
ENSDARG00000109398,0
ENSDARG00000057491,1
ENSDARG00000030871,3
ENSDARG00000101438,10
ENSDARG00000091003,0
ENSDARG00000103553,3
ENSDARG00000109897,0
ENSDARG00000083268,0
ENSDARG00000080744,0
ENSDARG00000112898,0
ENSDARG00000069142,20
ENSDARG00000092925,0
ENSDARG00000093548,0
ENSDARG00000108920,0
ENSDARG00000112360,0
ENSDARG00000110304,0
ENSDARG00000114891,0
ENSDARG00000093381,0
ENSDARG00000092711,0
ENSDARG00000062756,5
ENSDARG00000025383,1
ENSDARG00000003616,7
ENSDARG00000096323,0
ENSDARG00000069168,0
ENSDARG00000033020,0
ENSDARG00000016038,2
ENSDARG00000041429,1
ENSDARG00000041431,1
ENSDARG00000096256,0
ENSDARG00000062721,2
ENSDARG00000092535,0
ENSDARG00000094232,0
ENSDARG00000069189,0
ENSDARG00000041450,25
ENSDARG00000062686,0
ENSDARG00000108536,0
ENSDARG00000007825,0
ENSDARG00000083370,0
ENSDARG00000041182,476
ENSDARG00000082911,0
ENSDARG00000082511,0
ENSDARG00000080636,0
ENSDARG00000080450,0
ENSDARG00000110758,0
ENSDARG00000080158,0
ENSDARG00000110617,0
ENSDARG00000057100,0
ENSDARG00000016337,1
ENSDARG00000062476,3
ENSDARG00000083675,0
ENSDARG00000031763,2
ENSDARG00000010207,0
ENSDARG00000041170,7
ENSDARG00000015476,0
ENSDARG00000111588,1
ENSDARG00000062448,1
ENSDARG00000062445,0
ENSDARG00000069246,0
ENSDARG00000041155,9
ENSDARG00000069250,1
ENSDARG00000117246,0
ENSDARG00000002787,3
ENSDARG00000014943,0
ENSDARG00000041145,0
ENSDARG00000041140,20
ENSDARG00000069271,0
ENSDARG00000041133,0
ENSDARG00000069274,2
ENSDARG00000009837,7
ENSDARG00000062381,0
ENSDARG00000012718,0
ENSDARG00000069290,3
ENSDARG00000062370,10
ENSDARG00000041117,3
ENSDARG00000083973,0
ENSDARG00000004823,0
ENSDARG00000041107,0
ENSDARG00000040991,1
ENSDARG00000022160,0
ENSDARG00000081644,0
ENSDARG00000062350,10
ENSDARG00000041092,0
ENSDARG00000027423,0
ENSDARG00000092247,0
ENSDARG00000069321,0
ENSDARG00000041085,3
ENSDARG00000041083,13
ENSDARG00000069328,0
ENSDARG00000041081,10
ENSDARG00000041078,3
ENSDARG00000107077,0
ENSDARG00000041073,0
ENSDARG00000041068,30
ENSDARG00000085890,0
ENSDARG00000041062,23
ENSDARG00000040942,1
ENSDARG00000056764,2
ENSDARG00000056745,1
ENSDARG00000009482,0
ENSDARG00000014634,9
ENSDARG00000062269,0
ENSDARG00000094529,1
ENSDARG00000056713,4
ENSDARG00000069368,0
ENSDARG00000062266,6
ENSDARG00000056531,8
ENSDARG00000030512,1
ENSDARG00000062138,1
ENSDARG00000069378,0
ENSDARG00000093518,0
ENSDARG00000109764,0
ENSDARG00000069379,0
ENSDARG00000018301,0
ENSDARG00000062178,0
ENSDARG00000093618,0
ENSDARG00000056621,14
ENSDARG00000056639,5
ENSDARG00000056628,5
ENSDARG00000095086,2
ENSDARG00000056525,1
ENSDARG00000094495,0
ENSDARG00000040901,0
ENSDARG00000094601,0
ENSDARG00000056506,0
ENSDARG00000040902,0
ENSDARG00000003153,3
ENSDARG00000092444,0
ENSDARG00000013251,0
ENSDARG00000016676,3
ENSDARG00000040917,6
ENSDARG00000093393,0
ENSDARG00000031756,1
ENSDARG00000001414,0
ENSDARG00000112515,0
ENSDARG00000117732,0
ENSDARG00000097764,0
ENSDARG00000040926,13
ENSDARG00000092402,2
ENSDARG00000094853,0
ENSDARG00000083999,0
ENSDARG00000093976,0
ENSDARG00000068702,5
ENSDARG00000107479,0
ENSDARG00000092636,1
ENSDARG00000117663,0
ENSDARG00000012248,5
ENSDARG00000060687,22
ENSDARG00000095451,53
ENSDARG00000068709,5
ENSDARG00000018788,0
ENSDARG00000018726,0
ENSDARG00000107286,0
ENSDARG00000096815,0
ENSDARG00000038112,0
ENSDARG00000054048,0
ENSDARG00000038116,0
ENSDARG00000091978,0
ENSDARG00000060707,0
ENSDARG00000038121,0
ENSDARG00000001976,0
ENSDARG00000075881,6
ENSDARG00000074163,2
ENSDARG00000074414,5
ENSDARG00000014680,0
ENSDARG00000003795,104
ENSDARG00000093286,0
ENSDARG00000081763,0
ENSDARG00000096320,1
ENSDARG00000073824,0
ENSDARG00000041108,12
ENSDARG00000077089,0
ENSDARG00000075942,0
ENSDARG00000068152,0
ENSDARG00000078989,2
ENSDARG00000108730,0
ENSDARG00000054301,1
ENSDARG00000068144,0
ENSDARG00000008936,19
ENSDARG00000060885,1
ENSDARG00000060879,3
ENSDARG00000039381,6
ENSDARG00000068140,6
ENSDARG00000097612,0
ENSDARG00000068138,0
ENSDARG00000034753,13
ENSDARG00000060860,0
ENSDARG00000039378,3
ENSDARG00000060841,7
ENSDARG00000068128,0
ENSDARG00000060813,1
ENSDARG00000082311,0
ENSDARG00000108596,0
ENSDARG00000110471,0
ENSDARG00000022564,3
ENSDARG00000022437,9
ENSDARG00000084665,0
ENSDARG00000017173,2
ENSDARG00000006025,3
ENSDARG00000026070,9
ENSDARG00000111114,0
ENSDARG00000015015,11
ENSDARG00000107143,0
ENSDARG00000094425,0
ENSDARG00000068678,1
ENSDARG00000062082,6
ENSDARG00000062086,0
ENSDARG00000095779,1
ENSDARG00000095317,1
ENSDARG00000010029,0
ENSDARG00000107024,0
ENSDARG00000093015,0
ENSDARG00000003994,1
ENSDARG00000111003,0
ENSDARG00000061977,0
ENSDARG00000108141,0
ENSDARG00000108732,0
ENSDARG00000106159,0
ENSDARG00000015890,10
ENSDARG00000043635,10
ENSDARG00000043640,4
ENSDARG00000056330,0
ENSDARG00000068601,1
ENSDARG00000092489,0
ENSDARG00000007976,6
ENSDARG00000093977,0
ENSDARG00000095204,0
ENSDARG00000062020,7
ENSDARG00000002304,6
ENSDARG00000017093,3
ENSDARG00000032970,96
ENSDARG00000056396,1
ENSDARG00000056407,0
ENSDARG00000015399,0
ENSDARG00000094938,3
ENSDARG00000062042,0
ENSDARG00000068629,10
ENSDARG00000100719,3
ENSDARG00000101431,1
ENSDARG00000099336,3
ENSDARG00000018283,5
ENSDARG00000026072,18
ENSDARG00000040861,12
ENSDARG00000020237,0
ENSDARG00000068208,0
ENSDARG00000114715,0
ENSDARG00000101059,2
ENSDARG00000098577,0
ENSDARG00000100451,0
ENSDARG00000104241,0
ENSDARG00000104522,0
ENSDARG00000103223,0
ENSDARG00000098316,0
ENSDARG00000100604,0
ENSDARG00000095508,0
ENSDARG00000104881,0
ENSDARG00000099876,1
ENSDARG00000101400,0
ENSDARG00000116427,0
