Identifier,TGSH-1ug/L-B
ENSDARG00000088263,2
ENSDARG00000085921,0
ENSDARG00000109943,0
ENSDARG00000085416,0
ENSDARG00000116772,0
ENSDARG00000060494,41
ENSDARG00000097217,1
ENSDARG00000021497,0
ENSDARG00000070627,1
ENSDARG00000116255,0
ENSDARG00000092339,0
ENSDARG00000117063,0
ENSDARG00000097540,0
ENSDARG00000111809,0
ENSDARG00000060480,0
ENSDARG00000104306,3
ENSDARG00000013134,1
ENSDARG00000097874,0
ENSDARG00000086849,1
ENSDARG00000106248,21
ENSDARG00000013461,0
ENSDARG00000034160,17
ENSDARG00000089862,1
ENSDARG00000104031,19
ENSDARG00000019877,1
ENSDARG00000038863,8
ENSDARG00000040623,15
ENSDARG00000078479,3
ENSDARG00000097277,1
ENSDARG00000053301,10
ENSDARG00000005861,29
ENSDARG00000082983,0
ENSDARG00000097749,0
ENSDARG00000079753,2
ENSDARG00000075107,1
ENSDARG00000053298,5
ENSDARG00000008203,0
ENSDARG00000097301,0
ENSDARG00000116402,0
ENSDARG00000097567,0
ENSDARG00000003411,4
ENSDARG00000079967,25
ENSDARG00000008239,2
ENSDARG00000089717,0
ENSDARG00000009443,75
ENSDARG00000097650,0
ENSDARG00000038099,19
ENSDARG00000096979,0
ENSDARG00000090912,32
ENSDARG00000038154,17
ENSDARG00000053517,13
ENSDARG00000070583,9
ENSDARG00000004576,2
ENSDARG00000053544,28
ENSDARG00000038064,6
ENSDARG00000014854,3
ENSDARG00000070589,16
ENSDARG00000091813,5
ENSDARG00000070590,1
ENSDARG00000097041,0
ENSDARG00000060430,3
ENSDARG00000097485,5
ENSDARG00000053558,5
ENSDARG00000087985,0
ENSDARG00000053571,3
ENSDARG00000044098,2
ENSDARG00000117244,7
ENSDARG00000101112,0
ENSDARG00000100317,8
ENSDARG00000030357,0
ENSDARG00000075826,0
ENSDARG00000032802,92
ENSDARG00000114373,0
ENSDARG00000097825,0
ENSDARG00000029045,1
ENSDARG00000115071,0
ENSDARG00000096910,0
ENSDARG00000076362,5
ENSDARG00000011235,30
ENSDARG00000097731,11
ENSDARG00000112500,0
ENSDARG00000097410,0
ENSDARG00000113396,0
ENSDARG00000060323,2
ENSDARG00000031533,4
ENSDARG00000079686,20
ENSDARG00000099611,0
ENSDARG00000103124,0
ENSDARG00000076767,1
ENSDARG00000075397,0
ENSDARG00000075170,0
ENSDARG00000004158,6
ENSDARG00000053475,9
ENSDARG00000089467,4
ENSDARG00000060380,10
ENSDARG00000053481,0
ENSDARG00000053485,158
ENSDARG00000027984,22
ENSDARG00000074100,0
ENSDARG00000052390,9
ENSDARG00000027538,0
ENSDARG00000117426,0
ENSDARG00000097132,0
ENSDARG00000005670,13
ENSDARG00000074556,3
ENSDARG00000041864,70
ENSDARG00000016651,71
ENSDARG00000012271,3
ENSDARG00000040192,7
ENSDARG00000002353,3
ENSDARG00000020944,65
ENSDARG00000052898,0
ENSDARG00000070487,2
ENSDARG00000060008,1
ENSDARG00000026335,4
ENSDARG00000052917,8
ENSDARG00000091723,0
ENSDARG00000060021,1
ENSDARG00000077217,1
ENSDARG00000052928,20
ENSDARG00000052942,17
ENSDARG00000081779,0
ENSDARG00000015016,15
ENSDARG00000096971,1
ENSDARG00000090064,0
ENSDARG00000117585,0
ENSDARG00000106768,0
ENSDARG00000078312,0
ENSDARG00000110938,0
ENSDARG00000111292,0
ENSDARG00000086941,0
ENSDARG00000116305,0
ENSDARG00000097694,0
ENSDARG00000089502,0
ENSDARG00000115934,0
ENSDARG00000097605,2
ENSDARG00000091445,0
ENSDARG00000097945,0
ENSDARG00000097623,0
ENSDARG00000116676,0
ENSDARG00000097531,0
ENSDARG00000117677,0
ENSDARG00000097681,0
ENSDARG00000102288,19
ENSDARG00000111621,0
ENSDARG00000104663,2
ENSDARG00000096961,0
ENSDARG00000095833,3
ENSDARG00000108240,0
ENSDARG00000097923,0
ENSDARG00000085771,0
ENSDARG00000111639,0
ENSDARG00000070447,0
ENSDARG00000112488,0
ENSDARG00000091349,2
ENSDARG00000088255,2
ENSDARG00000001937,5
ENSDARG00000091233,0
ENSDARG00000099987,0
ENSDARG00000023587,0
ENSDARG00000105453,1
ENSDARG00000053240,0
ENSDARG00000028393,4
ENSDARG00000037613,0
ENSDARG00000006840,21
ENSDARG00000097776,0
ENSDARG00000034222,4
ENSDARG00000100056,3
ENSDARG00000087780,17
ENSDARG00000040727,3
ENSDARG00000105888,0
ENSDARG00000040487,1
ENSDARG00000008805,3
ENSDARG00000089149,2
ENSDARG00000040492,17
ENSDARG00000016763,44
ENSDARG00000040479,1
ENSDARG00000103410,0
ENSDARG00000103345,0
ENSDARG00000102333,9
ENSDARG00000100359,6
ENSDARG00000104532,0
ENSDARG00000089192,0
ENSDARG00000089607,0
ENSDARG00000097798,0
ENSDARG00000097188,0
ENSDARG00000044847,8
ENSDARG00000053263,2
ENSDARG00000078322,92
ENSDARG00000053217,273
ENSDARG00000030236,42
ENSDARG00000078419,3
ENSDARG00000109703,0
ENSDARG00000114211,0
ENSDARG00000111442,0
ENSDARG00000116570,0
ENSDARG00000077712,0
ENSDARG00000115096,0
ENSDARG00000108812,0
ENSDARG00000074471,26
ENSDARG00000097365,2
ENSDARG00000053190,1
ENSDARG00000040137,4
ENSDARG00000040135,0
ENSDARG00000060126,10
ENSDARG00000070526,0
ENSDARG00000026723,33
ENSDARG00000087251,2
ENSDARG00000020581,11
ENSDARG00000088507,1
ENSDARG00000093378,1
ENSDARG00000100587,4
ENSDARG00000088298,1
ENSDARG00000097839,1
ENSDARG00000097685,4
ENSDARG00000053165,1
ENSDARG00000115992,0
ENSDARG00000019995,26
ENSDARG00000086808,2
ENSDARG00000020242,12
ENSDARG00000088862,4
ENSDARG00000067999,1
ENSDARG00000016775,3
ENSDARG00000027867,2
ENSDARG00000101485,58
ENSDARG00000004870,17
ENSDARG00000020448,12
ENSDARG00000060101,17
ENSDARG00000043417,15
ENSDARG00000116393,1
ENSDARG00000098733,2
ENSDARG00000038969,1
ENSDARG00000038968,0
ENSDARG00000070440,0
ENSDARG00000020077,9
ENSDARG00000007377,16
ENSDARG00000086027,1
ENSDARG00000016117,17
ENSDARG00000027279,7
ENSDARG00000038957,0
ENSDARG00000108078,0
ENSDARG00000111290,1
ENSDARG00000036793,0
ENSDARG00000019367,2
ENSDARG00000100847,1
ENSDARG00000117455,0
ENSDARG00000041952,3
ENSDARG00000014230,87
ENSDARG00000079024,0
ENSDARG00000041960,2
ENSDARG00000087625,4
ENSDARG00000060062,0
ENSDARG00000077567,2
ENSDARG00000081196,0
ENSDARG00000060068,2
ENSDARG00000041449,48
ENSDARG00000098240,37
ENSDARG00000098711,9
ENSDARG00000070461,0
ENSDARG00000042839,5
ENSDARG00000092716,1
ENSDARG00000098081,0
ENSDARG00000099274,0
ENSDARG00000036968,0
ENSDARG00000104708,22
ENSDARG00000101867,1
ENSDARG00000102490,4
ENSDARG00000098669,0
ENSDARG00000099534,0
ENSDARG00000034063,1
ENSDARG00000112675,0
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,1
ENSDARG00000097339,0
ENSDARG00000091101,1
ENSDARG00000086411,13
ENSDARG00000097084,0
ENSDARG00000086453,2
ENSDARG00000091001,12
ENSDARG00000097314,9
ENSDARG00000059349,0
ENSDARG00000103011,1
ENSDARG00000087941,0
ENSDARG00000036239,65
ENSDARG00000067520,12
ENSDARG00000036237,11
ENSDARG00000075454,0
ENSDARG00000023659,1
ENSDARG00000063719,15
ENSDARG00000036232,3
ENSDARG00000117409,0
ENSDARG00000005355,7
ENSDARG00000076618,13
ENSDARG00000092774,18
ENSDARG00000117284,5
ENSDARG00000100553,36
ENSDARG00000101085,3
ENSDARG00000105288,19
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,0
ENSDARG00000108843,0
ENSDARG00000103607,2
ENSDARG00000098838,2
ENSDARG00000099843,26
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,5
ENSDARG00000099663,85
ENSDARG00000104637,6
ENSDARG00000117787,4
ENSDARG00000042703,3
ENSDARG00000099730,169
ENSDARG00000019081,14
ENSDARG00000028336,25
ENSDARG00000061685,1
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,1
ENSDARG00000095394,0
ENSDARG00000043864,45
ENSDARG00000054835,0
ENSDARG00000117599,0
ENSDARG00000102249,23
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,7
ENSDARG00000104569,13
ENSDARG00000101629,18
ENSDARG00000117538,0
ENSDARG00000098687,0
ENSDARG00000099161,0
ENSDARG00000104126,0
ENSDARG00000105011,3
ENSDARG00000115717,33
ENSDARG00000103935,2
ENSDARG00000117536,0
ENSDARG00000112435,19
ENSDARG00000110183,2
ENSDARG00000100204,0
ENSDARG00000099915,1
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,4
ENSDARG00000101644,14
ENSDARG00000098832,96
ENSDARG00000111693,0
ENSDARG00000098597,0
ENSDARG00000103007,1250
ENSDARG00000113885,1
ENSDARG00000111557,0
ENSDARG00000098534,0
ENSDARG00000098419,0
ENSDARG00000110240,2
ENSDARG00000107826,0
ENSDARG00000102953,2
ENSDARG00000103957,17
ENSDARG00000103027,13
ENSDARG00000100555,11
ENSDARG00000103959,19
ENSDARG00000107182,0
ENSDARG00000117660,0
ENSDARG00000102447,1
ENSDARG00000099871,2
ENSDARG00000103317,2
ENSDARG00000105218,16
ENSDARG00000101159,0
ENSDARG00000100363,10
ENSDARG00000107807,0
ENSDARG00000101061,8
ENSDARG00000111944,0
ENSDARG00000099439,26
ENSDARG00000100679,7
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,2
ENSDARG00000094185,1
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,24
ENSDARG00000034168,30
ENSDARG00000111801,0
ENSDARG00000113393,4
ENSDARG00000024771,3
ENSDARG00000059398,31
ENSDARG00000098096,0
ENSDARG00000105937,0
ENSDARG00000106529,29
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,1
ENSDARG00000101844,310
ENSDARG00000042933,30
ENSDARG00000007180,10
ENSDARG00000092903,0
ENSDARG00000095291,0
ENSDARG00000061763,6
ENSDARG00000092522,0
ENSDARG00000098315,4
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,0
ENSDARG00000086756,0
ENSDARG00000019484,0
ENSDARG00000059075,11
ENSDARG00000002798,6
ENSDARG00000016080,2
ENSDARG00000088817,5
ENSDARG00000101210,0
ENSDARG00000073944,110
ENSDARG00000088549,0
ENSDARG00000091655,20
ENSDARG00000088750,2
ENSDARG00000092963,4
ENSDARG00000008849,1
ENSDARG00000093091,7
ENSDARG00000063457,1
ENSDARG00000011072,1
ENSDARG00000111241,0
ENSDARG00000008447,24
ENSDARG00000058939,7
ENSDARG00000042559,15
ENSDARG00000094590,19
ENSDARG00000078094,1
ENSDARG00000002764,9
ENSDARG00000078875,0
ENSDARG00000076548,0
ENSDARG00000069654,6
ENSDARG00000010745,66
ENSDARG00000112957,0
ENSDARG00000093117,1
ENSDARG00000078508,0
ENSDARG00000095956,1
ENSDARG00000117755,0
ENSDARG00000005115,6
ENSDARG00000002720,6
ENSDARG00000069504,0
ENSDARG00000018281,0
ENSDARG00000100256,0
ENSDARG00000005842,34
ENSDARG00000077231,3
ENSDARG00000093495,0
ENSDARG00000112349,3
ENSDARG00000003210,0
ENSDARG00000036337,2
ENSDARG00000058486,0
ENSDARG00000030078,13
ENSDARG00000058492,1
ENSDARG00000069515,1
ENSDARG00000094555,0
ENSDARG00000042350,1
ENSDARG00000114258,3
ENSDARG00000058546,0
ENSDARG00000088130,10
ENSDARG00000058571,1
ENSDARG00000058587,0
ENSDARG00000069537,2
ENSDARG00000063293,0
ENSDARG00000069540,2
ENSDARG00000070472,33
ENSDARG00000113899,16
ENSDARG00000095556,204
ENSDARG00000094719,7
ENSDARG00000092833,2
ENSDARG00000092191,0
ENSDARG00000093936,7
ENSDARG00000042387,3
ENSDARG00000042396,0
ENSDARG00000114099,0
ENSDARG00000063321,4
ENSDARG00000063332,2
ENSDARG00000107805,0
ENSDARG00000087928,0
ENSDARG00000109590,0
ENSDARG00000112382,0
ENSDARG00000083529,0
ENSDARG00000117507,0
ENSDARG00000117667,0
ENSDARG00000110805,0
ENSDARG00000112418,0
ENSDARG00000042270,1
ENSDARG00000063157,13
ENSDARG00000063167,9
ENSDARG00000113137,1
ENSDARG00000058285,8
ENSDARG00000058292,4
ENSDARG00000063186,0
ENSDARG00000111958,0
ENSDARG00000058306,12
ENSDARG00000042249,2
ENSDARG00000113620,0
ENSDARG00000042336,11
ENSDARG00000088343,6
ENSDARG00000040100,5
ENSDARG00000092923,1
ENSDARG00000095058,0
ENSDARG00000117745,1
ENSDARG00000058345,0
ENSDARG00000042214,2
ENSDARG00000042213,0
ENSDARG00000092762,0
ENSDARG00000031712,0
ENSDARG00000115049,0
ENSDARG00000113541,0
ENSDARG00000017369,8
ENSDARG00000108715,0
ENSDARG00000107867,0
ENSDARG00000042210,8
ENSDARG00000036571,7
ENSDARG00000104585,0
ENSDARG00000098880,235
ENSDARG00000073752,2
ENSDARG00000107490,0
ENSDARG00000085521,0
ENSDARG00000117675,1
ENSDARG00000079076,0
ENSDARG00000084729,0
ENSDARG00000110477,0
ENSDARG00000117502,0
ENSDARG00000003020,0
ENSDARG00000106819,0
ENSDARG00000089649,0
ENSDARG00000091085,0
ENSDARG00000025332,39
ENSDARG00000115750,0
ENSDARG00000097017,57
ENSDARG00000021979,50
ENSDARG00000042188,3
ENSDARG00000042189,0
ENSDARG00000025299,0
ENSDARG00000094024,0
ENSDARG00000080790,0
ENSDARG00000040633,1
ENSDARG00000068231,3
ENSDARG00000107950,0
ENSDARG00000035273,2
ENSDARG00000093811,0
ENSDARG00000052497,11
ENSDARG00000079496,3
ENSDARG00000101471,9
ENSDARG00000042530,12
ENSDARG00000026865,44
ENSDARG00000063361,2
ENSDARG00000091975,1
ENSDARG00000042518,12
ENSDARG00000110246,0
ENSDARG00000002249,14
ENSDARG00000095548,2
ENSDARG00000042496,0
ENSDARG00000007461,5
ENSDARG00000113151,0
ENSDARG00000063414,0
ENSDARG00000100875,0
ENSDARG00000058857,11
ENSDARG00000069630,62
ENSDARG00000099728,0
ENSDARG00000030251,0
ENSDARG00000026829,73
ENSDARG00000068763,8
ENSDARG00000062951,0
ENSDARG00000097661,0
ENSDARG00000092862,0
ENSDARG00000062933,41
ENSDARG00000091938,0
ENSDARG00000085469,0
ENSDARG00000014215,24
ENSDARG00000111264,0
ENSDARG00000104732,0
ENSDARG00000004529,5
ENSDARG00000041921,72
ENSDARG00000062964,0
ENSDARG00000062967,1
ENSDARG00000013775,1
ENSDARG00000058003,2
ENSDARG00000017675,7
ENSDARG00000019195,12
ENSDARG00000078847,6
ENSDARG00000068814,0
ENSDARG00000013950,3
ENSDARG00000026664,42
ENSDARG00000087394,1
ENSDARG00000028943,6
ENSDARG00000042021,9
ENSDARG00000041951,9
ENSDARG00000010445,1
ENSDARG00000063019,0
ENSDARG00000063026,2
ENSDARG00000063040,1
ENSDARG00000095206,0
ENSDARG00000080407,0
ENSDARG00000011583,8
ENSDARG00000068876,2
ENSDARG00000086405,9
ENSDARG00000093269,0
ENSDARG00000030465,15
ENSDARG00000062893,0
ENSDARG00000005972,4
ENSDARG00000026395,5
ENSDARG00000062915,2
ENSDARG00000112234,17
ENSDARG00000100057,9
ENSDARG00000041379,0
ENSDARG00000041381,3
ENSDARG00000109795,0
ENSDARG00000057728,0
ENSDARG00000057741,2
ENSDARG00000094415,0
ENSDARG00000068947,4
ENSDARG00000115287,0
ENSDARG00000068951,1
ENSDARG00000087659,0
ENSDARG00000008748,72
ENSDARG00000057767,8
ENSDARG00000062868,15
ENSDARG00000085957,0
ENSDARG00000062855,2
ENSDARG00000011909,7
ENSDARG00000111261,0
ENSDARG00000041747,0
ENSDARG00000041691,17
ENSDARG00000057698,129
ENSDARG00000062821,1
ENSDARG00000093781,2
ENSDARG00000062824,0
ENSDARG00000097357,0
ENSDARG00000074721,0
ENSDARG00000057887,3
ENSDARG00000041791,4
ENSDARG00000069011,0
ENSDARG00000057167,82
ENSDARG00000080895,0
ENSDARG00000062483,0
ENSDARG00000041802,1
ENSDARG00000032469,1
ENSDARG00000069027,7
ENSDARG00000057286,7
ENSDARG00000093864,5
ENSDARG00000041581,4
ENSDARG00000101630,0
ENSDARG00000069037,1
ENSDARG00000069038,7
ENSDARG00000095584,0
ENSDARG00000092364,3
ENSDARG00000057239,7
ENSDARG00000057218,10
ENSDARG00000069045,9
ENSDARG00000057210,0
ENSDARG00000034001,9
ENSDARG00000091865,0
ENSDARG00000057180,0
ENSDARG00000062506,22
ENSDARG00000093901,2
ENSDARG00000041572,2
ENSDARG00000041569,55
ENSDARG00000041595,10
ENSDARG00000041599,20
ENSDARG00000092255,0
ENSDARG00000008133,1
ENSDARG00000041560,2
ENSDARG00000041616,0
ENSDARG00000041621,6
ENSDARG00000041623,65
ENSDARG00000003487,9
ENSDARG00000081331,0
ENSDARG00000013855,9
ENSDARG00000024314,12
ENSDARG00000030872,6
ENSDARG00000024631,1
ENSDARG00000007753,21
ENSDARG00000106981,0
ENSDARG00000041631,5
ENSDARG00000062558,10
ENSDARG00000069122,21
ENSDARG00000059707,19
ENSDARG00000095732,34
ENSDARG00000011498,6
ENSDARG00000112014,0
ENSDARG00000057296,23
ENSDARG00000096293,1
ENSDARG00000109398,0
ENSDARG00000057491,10
ENSDARG00000030871,16
ENSDARG00000101438,9
ENSDARG00000091003,0
ENSDARG00000103553,15
ENSDARG00000109897,0
ENSDARG00000083268,0
ENSDARG00000080744,0
ENSDARG00000112898,0
ENSDARG00000069142,46
ENSDARG00000092925,0
ENSDARG00000093548,0
ENSDARG00000108920,0
ENSDARG00000112360,0
ENSDARG00000110304,0
ENSDARG00000114891,0
ENSDARG00000093381,2
ENSDARG00000092711,0
ENSDARG00000062756,3
ENSDARG00000025383,3
ENSDARG00000003616,19
ENSDARG00000096323,0
ENSDARG00000069168,4
ENSDARG00000033020,5
ENSDARG00000016038,3
ENSDARG00000041429,6
ENSDARG00000041431,7
ENSDARG00000096256,0
ENSDARG00000062721,5
ENSDARG00000092535,0
ENSDARG00000094232,0
ENSDARG00000069189,0
ENSDARG00000041450,80
ENSDARG00000062686,0
ENSDARG00000108536,0
ENSDARG00000007825,11
ENSDARG00000083370,0
ENSDARG00000041182,1081
ENSDARG00000082911,0
ENSDARG00000082511,0
ENSDARG00000080636,0
ENSDARG00000080450,0
ENSDARG00000110758,0
ENSDARG00000080158,0
ENSDARG00000110617,0
ENSDARG00000057100,1
ENSDARG00000016337,10
ENSDARG00000062476,8
ENSDARG00000083675,0
ENSDARG00000031763,1
ENSDARG00000010207,4
ENSDARG00000041170,8
ENSDARG00000015476,0
ENSDARG00000111588,3
ENSDARG00000062448,6
ENSDARG00000062445,3
ENSDARG00000069246,0
ENSDARG00000041155,49
ENSDARG00000069250,5
ENSDARG00000117246,0
ENSDARG00000002787,30
ENSDARG00000014943,4
ENSDARG00000041145,2
ENSDARG00000041140,39
ENSDARG00000069271,1
ENSDARG00000041133,2
ENSDARG00000069274,1
ENSDARG00000009837,15
ENSDARG00000062381,8
ENSDARG00000012718,0
ENSDARG00000069290,9
ENSDARG00000062370,28
ENSDARG00000041117,2
ENSDARG00000083973,0
ENSDARG00000004823,0
ENSDARG00000041107,5
ENSDARG00000040991,15
ENSDARG00000022160,0
ENSDARG00000081644,0
ENSDARG00000062350,23
ENSDARG00000041092,1
ENSDARG00000027423,1
ENSDARG00000092247,0
ENSDARG00000069321,0
ENSDARG00000041085,4
ENSDARG00000041083,13
ENSDARG00000069328,2
ENSDARG00000041081,28
ENSDARG00000041078,14
ENSDARG00000107077,0
ENSDARG00000041073,0
ENSDARG00000041068,45
ENSDARG00000085890,0
ENSDARG00000041062,49
ENSDARG00000040942,6
ENSDARG00000056764,3
ENSDARG00000056745,37
ENSDARG00000009482,0
ENSDARG00000014634,19
ENSDARG00000062269,9
ENSDARG00000094529,2
ENSDARG00000056713,10
ENSDARG00000069368,4
ENSDARG00000062266,9
ENSDARG00000056531,18
ENSDARG00000030512,3
ENSDARG00000062138,9
ENSDARG00000069378,9
ENSDARG00000093518,1
ENSDARG00000109764,0
ENSDARG00000069379,3
ENSDARG00000018301,0
ENSDARG00000062178,1
ENSDARG00000093618,0
ENSDARG00000056621,61
ENSDARG00000056639,29
ENSDARG00000056628,9
ENSDARG00000095086,6
ENSDARG00000056525,10
ENSDARG00000094495,0
ENSDARG00000040901,0
ENSDARG00000094601,0
ENSDARG00000056506,0
ENSDARG00000040902,0
ENSDARG00000003153,8
ENSDARG00000092444,0
ENSDARG00000013251,0
ENSDARG00000016676,59
ENSDARG00000040917,9
ENSDARG00000093393,0
ENSDARG00000031756,21
ENSDARG00000001414,0
ENSDARG00000112515,0
ENSDARG00000117732,0
ENSDARG00000097764,1
ENSDARG00000040926,97
ENSDARG00000092402,13
ENSDARG00000094853,0
ENSDARG00000083999,0
ENSDARG00000093976,0
ENSDARG00000068702,1
ENSDARG00000107479,0
ENSDARG00000092636,0
ENSDARG00000117663,1
ENSDARG00000012248,34
ENSDARG00000060687,71
ENSDARG00000095451,162
ENSDARG00000068709,14
ENSDARG00000018788,4
ENSDARG00000018726,0
ENSDARG00000107286,0
ENSDARG00000096815,0
ENSDARG00000038112,1
ENSDARG00000054048,1
ENSDARG00000038116,0
ENSDARG00000091978,0
ENSDARG00000060707,0
ENSDARG00000038121,9
ENSDARG00000001976,3
ENSDARG00000075881,6
ENSDARG00000074163,1
ENSDARG00000074414,11
ENSDARG00000014680,0
ENSDARG00000003795,340
ENSDARG00000093286,2
ENSDARG00000081763,0
ENSDARG00000096320,0
ENSDARG00000073824,3
ENSDARG00000041108,37
ENSDARG00000077089,1
ENSDARG00000075942,1
ENSDARG00000068152,0
ENSDARG00000078989,13
ENSDARG00000108730,0
ENSDARG00000054301,3
ENSDARG00000068144,0
ENSDARG00000008936,18
ENSDARG00000060885,5
ENSDARG00000060879,1
ENSDARG00000039381,6
ENSDARG00000068140,5
ENSDARG00000097612,0
ENSDARG00000068138,0
ENSDARG00000034753,33
ENSDARG00000060860,0
ENSDARG00000039378,2
ENSDARG00000060841,19
ENSDARG00000068128,3
ENSDARG00000060813,4
ENSDARG00000082311,0
ENSDARG00000108596,0
ENSDARG00000110471,0
ENSDARG00000022564,2
ENSDARG00000022437,7
ENSDARG00000084665,0
ENSDARG00000017173,3
ENSDARG00000006025,29
ENSDARG00000026070,21
ENSDARG00000111114,0
ENSDARG00000015015,29
ENSDARG00000107143,0
ENSDARG00000094425,0
ENSDARG00000068678,0
ENSDARG00000062082,28
ENSDARG00000062086,3
ENSDARG00000095779,2
ENSDARG00000095317,0
ENSDARG00000010029,10
ENSDARG00000107024,0
ENSDARG00000093015,0
ENSDARG00000003994,14
ENSDARG00000111003,0
ENSDARG00000061977,7
ENSDARG00000108141,0
ENSDARG00000108732,0
ENSDARG00000106159,0
ENSDARG00000015890,15
ENSDARG00000043635,18
ENSDARG00000043640,1
ENSDARG00000056330,1
ENSDARG00000068601,1
ENSDARG00000092489,1
ENSDARG00000007976,26
ENSDARG00000093977,0
ENSDARG00000095204,0
ENSDARG00000062020,43
ENSDARG00000002304,4
ENSDARG00000017093,5
ENSDARG00000032970,269
ENSDARG00000056396,1
ENSDARG00000056407,0
ENSDARG00000015399,0
ENSDARG00000094938,0
ENSDARG00000062042,3
ENSDARG00000068629,7
ENSDARG00000100719,3
ENSDARG00000101431,11
ENSDARG00000099336,1
ENSDARG00000018283,6
ENSDARG00000026072,24
ENSDARG00000040861,33
ENSDARG00000020237,0
ENSDARG00000068208,12
ENSDARG00000114715,0
ENSDARG00000101059,2
ENSDARG00000098577,0
ENSDARG00000100451,0
ENSDARG00000104241,0
ENSDARG00000104522,2
ENSDARG00000103223,0
ENSDARG00000098316,0
ENSDARG00000100604,0
ENSDARG00000095508,0
ENSDARG00000104881,0
ENSDARG00000099876,0
ENSDARG00000101400,0
ENSDARG00000116427,0
ENSDARG00000100377,1
ENSDARG00000105189,0
ENSDARG00000103122,0
ENSDARG00000098225,0
ENSDARG00000098546,0
ENSDARG00000104552,0
ENSDARG00000100356,0
ENSDARG00000101083,1
ENSDARG00000104854,0
ENSDARG00000099773,0
ENSDARG00000102459,0
ENSDARG00000100026,0
ENSDARG00000104430,0
ENSDARG00000098732,0
ENSDARG00000117439,0
ENSDARG00000098492,0
ENSDARG00000112564,1
ENSDARG00000114798,0
ENSDARG00000068576,0
ENSDARG00000067828,0
ENSDARG00000096362,0
ENSDARG00000088029,0
ENSDARG00000094735,0
ENSDARG00000008095,0
ENSDARG00000055952,0
ENSDARG00000056154,0
ENSDARG00000094862,0
ENSDARG00000023168,0
ENSDARG00000061873,0
ENSDARG00000056180,0
ENSDARG00000091990,0
ENSDARG00000061903,0
ENSDARG00000040632,0
ENSDARG00000068520,0
ENSDARG00000088192,0
ENSDARG00000040594,0
ENSDARG00000109991,0
ENSDARG00000115088,0
ENSDARG00000061883,0
ENSDARG00000056009,0
ENSDARG00000055994,0
ENSDARG00000056000,0
ENSDARG00000092523,0
ENSDARG00000056006,0
ENSDARG00000029635,0
ENSDARG00000068549,1
ENSDARG00000115763,3
ENSDARG00000092510,2
ENSDARG00000056014,0
ENSDARG00000035214,0
ENSDARG00000055920,0
ENSDARG00000092709,0
ENSDARG00000093764,0
ENSDARG00000117738,0
ENSDARG00000095263,0
ENSDARG00000078738,0
ENSDARG00000076694,0
ENSDARG00000068566,0
ENSDARG00000091790,0
ENSDARG00000053036,0
ENSDARG00000079253,16
ENSDARG00000040582,2
ENSDARG00000020085,1
ENSDARG00000079848,24
ENSDARG00000005942,0
ENSDARG00000008140,0
ENSDARG00000014165,33
ENSDARG00000061841,16
ENSDARG00000100141,0
ENSDARG00000114191,0
ENSDARG00000096365,3
ENSDARG00000068103,4
ENSDARG00000074996,4
ENSDARG00000068104,1
ENSDARG00000018890,33
ENSDARG00000039513,0
ENSDARG00000067741,10
ENSDARG00000023797,69
ENSDARG00000111654,0
ENSDARG00000061796,5
ENSDARG00000098086,0
ENSDARG00000040564,30
ENSDARG00000111599,0
ENSDARG00000061761,2
ENSDARG00000013777,5
ENSDARG00000068456,0
ENSDARG00000040557,1
ENSDARG00000040555,46
ENSDARG00000040547,2
ENSDARG00000092309,0
ENSDARG00000093973,0
ENSDARG00000040527,3
ENSDARG00000061742,25
ENSDARG00000077897,8
ENSDARG00000010758,6
ENSDARG00000055751,3
ENSDARG00000020611,1
ENSDARG00000068421,1
ENSDARG00000098049,1
ENSDARG00000089627,0
ENSDARG00000055746,0
ENSDARG00000055672,0
ENSDARG00000061699,13
ENSDARG00000061691,3
ENSDARG00000068407,0
ENSDARG00000068406,0
ENSDARG00000068404,38
ENSDARG00000095674,0
ENSDARG00000068401,68
ENSDARG00000068398,0
ENSDARG00000095600,0
ENSDARG00000111632,0
ENSDARG00000068247,38
ENSDARG00000082078,0
ENSDARG00000101673,0
ENSDARG00000036291,12
ENSDARG00000074628,0
ENSDARG00000054259,7
ENSDARG00000054272,72
ENSDARG00000095019,6
ENSDARG00000074442,4
ENSDARG00000093233,3
ENSDARG00000007982,15
ENSDARG00000040452,27
ENSDARG00000117300,4
ENSDARG00000032532,39
ENSDARG00000061635,18
ENSDARG00000068303,0
ENSDARG00000055377,55
ENSDARG00000026766,18
