895	Neurophilin interactions with VEGF and VEGF receptor	4	5	2	2	0	2	1	1	2	0	0	388	5	8594	0.80194	1.0	1.0	0.0																														0	0	0															0															0																							
896	NGF processing	4	4	1	1	0	1	1	1	1	0	0	388	4	8595	0.83815	1.0	1.0	0.0																														0	0	0															0															0																							
898	Generation of second messenger molecules	16	23	4	4	1	4	4	4	4	1	1	387	22	8577	0.73848	0.63808	1.0	4.35	18803	plcg1	Plcg1_66733	18803(-0.4784)	0.26027	0.26027	0.26027		0.26027		0.101611	0.101611	0.101611		0.101611		0.936398	0.936398	0.936398		0.9363980000000001						0.26027	0.101611	0.936398	1	0	1	18803	Plcg1_66733	0.26027	0.26027		0.101611	0.101611		0.936398	0.936398		0.26027	0.101611	0.936398	0															0						Hill,1(1)	4.593407154083252	4.593407154083252	4.593407154083252	4.593407154083252	0.0	4.593407154083252	0.26027	0.26027	0.101611	0.101611	0.936398	0.936398	UP	1.0	0.0	0.0	
899	Inhibition of TSC complex formation by Akt	4	4	2	2	0	1	2	1	2	0	0	388	4	8595	0.83815	1.0	1.0	0.0																														0	0	0															0															0																							
9	Rho cell motility signaling pathway	20	22	8	7	2	8	7	7	8	2	2	386	20	8579	0.93303	0.24527	0.24527	9.09	18720;107589	pip5k1a;mylk	Pip5k1a_61847;Mylk_69186	107589(0.09458)	9.626065	9.626065	6.08363	5.009759620825133	7.383830777137795	3.878461400878059	6.35267	6.35267	4.41082	2.7461906060941947	5.123548639787328	2.126048966683953	12.44311	12.44311	9.39512	4.3105087959775625	10.513841717323881	3.337114602035695	0.5	9.626065			13.1685;6.08363	8.29452;4.41082	15.4911;9.39512	1	1	1	18720	Pip5k1a_61847	13.1685	13.1685		8.29452	8.29452		15.4911	15.4911		13.1685	8.29452	15.4911	1	107589	Mylk_69186	6.08363	6.08363		4.41082	4.41082		9.39512	9.39512		6.08363	4.41082	9.39512	0						Hill,1(0.5);Linear,1(0.5)	3.3657068665486345	7.207284212112427	2.3159101009368896	4.891374111175537	1.8211280663416476	3.6036421060562134	2.682892400000002	16.5692376	2.546644	10.158695999999999	6.469049600000003	18.4171704	CONFLICT	0.5	0.5	0.0	
90	ERBB2 role in signal transduction and oncology	23	26	8	8	1	8	7	7	8	1	1	387	25	8574	0.68981	0.68308	1.0	3.85	13649	egfr	Egfr_72327	13649(-0.2211)	17.9069	17.9069	17.9069		17.9069		13.5607	13.5607	13.5607		13.560699999999999		23.9233	23.9233	23.9233		23.9233						17.9069	13.5607	23.9233	0	1	0															1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,1(1)	6.179101467132568	6.179101467132568	6.179101467132568	6.179101467132568	0.0	6.179101467132568	17.9069	17.9069	13.5607	13.5607	23.9233	23.9233	DOWN	0.0	1.0	0.0	
900	NCAM1 interactions	24	44	11	10	2	11	10	10	11	2	2	386	42	8557	0.70457	0.5724	0.71516	4.55	12834;12831	col6a2;col5a1	Col6a2_29638,Col6a2_78378;Col5a1_64844	12834(0.01233)	7.7825075	7.7825075	5.09717	3.797640712049059	7.196498597122303	3.706111453978232	6.0854	6.0854	3.72749	3.3345883008551445	5.570844100719425	3.2542193517387723	11.41821	11.41821	7.70762	5.247566702405983	10.608464940047963	5.121091892552457					10.467845;5.09717	8.44331;3.72749	15.1288;7.70762	0	3	0															2	12834;12831	Col6a2_29638,Col6a2_78378;Col5a1_64844	7.7825075	7.7825075	3.797640712049059	6.0854	6.0854	3.3345883008551445	11.41821	11.41821	5.247566702405983	10.467845;5.09717	8.44331;3.72749	15.1288;7.70762	0						Hill,1(0.34);Linear,2(0.67)	7.279700302912765	36.32692527770996	3.0170841217041016	28.882797241210938	14.543652524734336	4.427043914794922	2.5192460000000008	13.045769	1.4638963999999994	10.7069036	4.1454536000000015	18.6909664	DOWN	0.0	1.0	0.0	
901	Costimulation by the CD28 family	45	57	10	10	1	10	9	9	10	1	1	387	56	8543	0.2877	0.91983	0.51881	1.75	226849	ppp2r5a	Ppp2r5a_74553,Ppp2r5a_79150	226849(-0.7203)	6.852233	6.852233	6.852233		6.852233		3.206339	3.206339	3.206339		3.206339		8.71745	8.71745	8.71745		8.71745						6.852233	3.206339	8.71745	0	2	0															1	226849	Ppp2r5a_74553,Ppp2r5a_79150	6.852233	6.852233		3.206339	3.206339		8.71745	8.71745		6.852233	3.206339	8.71745	0						Hill,2(1)	2.5978144293659846	5.392231225967407	1.9747283458709717	3.4175028800964355	1.0201956568740882	2.6961156129837036	6.852233	6.852233	3.206339	3.206339	8.71745	8.71745	DOWN	0.0	1.0	0.0	
902	PKB-mediated events	25	28	7	6	0	6	6	5	7	0	0	388	28	8571	0.29007	1.0	0.63237	0.0																														0	0	0															0															0																							
903	DARPP-32 events	19	21	5	5	1	5	5	5	5	1	1	387	20	8579	0.77094	0.6046	0.6046	4.76	110385	pde4c	Pde4c_29349		14.4649	14.4649	14.4649		14.4649		10.2917	10.2917	10.2917		10.2917		24.6242	24.6242	24.6242		24.6242						14.4649	10.2917	24.6242	1	0	1	110385	Pde4c_29349	14.4649	14.4649		10.2917	10.2917		24.6242	24.6242		14.4649	10.2917	24.6242	0															0						Hill,1(1)	47.37383651733398	47.373836517333984	47.373836517333984	47.373836517333984	0.0	47.373836517333984	14.4649	14.4649	10.2917	10.2917	24.6242	24.6242	UP	1.0	0.0	0.0	
904	G-protein activation	17	29	5	5	3	5	4	4	5	3	3	385	26	8573	0.9654	0.12791	0.12791	10.34	14679;14678;14677	gnai3;gnai2;gnai1	Gnai3_60072;Gnai2_74909;Gnai1_31395	14678(0.007875)	11.796820000000002	13.3832	7.86706	3.4242550274767716	11.377159014277037	3.5768755409786515	8.830266666666667	9.54488	5.60052	2.938352551300358	8.505002852369381	3.064647119229466	17.271733333333334	15.593	12.7197	5.583977360567764	16.90284777490887	5.644998712714257	0.5	10.62513	1.5	13.761700000000001	13.3832;7.86706;14.1402	9.54488;5.60052;11.3454	15.593;12.7197;23.5025	0	3	0															3	14679;14678;14677	Gnai3_60072;Gnai2_74909;Gnai1_31395	11.796820000000002	13.3832	3.4242550274767716	8.830266666666667	9.54488	2.938352551300358	17.271733333333334	15.593	5.583977360567764	13.3832;7.86706;14.1402	9.54488;5.60052;11.3454	15.593;12.7197;23.5025	0						Hill,2(0.67);Linear,1(0.34)	8.046701767415701	47.48875451087952	2.597461462020874	39.85883712768555	20.845527667644575	5.032455921173096	7.9219106587002095	15.671729341299791	5.505207739190785	12.155325594142548	10.952868102079087	23.59059856458758	DOWN	0.0	1.0	0.0	
905	Immune system	694	873	222	209	37	219	194	188	222	35	35	353	838	7761	0.35746	0.70681	0.72576	4.01	234779;15959;112419;14389;13136;110033;16551;13426;246256;67605;18176;67455;57751;231672;107568;242785;67128;21356;68729;14828;18226;18141;19069;71819;226849;11773;18803;19766;54401;22123;19181;18035;16150;12048;109905	plcg2;ifit3;ifit1bl2;gab2;cd55;kif22;kif11;dync1i1;fcgr4;akt1s1;nras;klhl13;rnf25;fbxw8;wwp1;klhl21;ube2g1;tapbp;trim37;hspa5;nup62;nup50;nup88;kif23;ppp2r5a;ap2m1;plcg1;ripk1;ywhab;psmd3;psmc2;nfkbia;ikbkb;bcl2l1;rap1a	Plcg2_59221;Ifit3_56273;Ifit1bl2_54741;Gab2_61042;Cd55_29177;Kif22_30176;Kif11_29129;Dync1i1_63542;Fcgr4_54594;Akt1s1_69228;Nras_31874;Klhl13_29312;Rnf25_78815;Fbxw8_74498;Wwp1_57205;Klhl21_30190;Ube2g1_68979;Tapbp_80145;Trim37_64795;Hspa5_73866;Nup62_30242;Nup50_60357;Nup88_63395;Kif23_31277;Ppp2r5a_74553,Ppp2r5a_79150;Ap2m1_65255;Plcg1_66733;Ripk1_65501;Ywhab_60393;Psmd3_74969;Psmc2_60765;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914;Rap1a_77941	15959(-0.3845);110033(-0.02487);13426(0.2408);18176(-0.6864);67455(0.4815);57751(0.3273);14828(-0.1514);18226(0.04689);226849(-0.7203);11773(-0.8298);18803(-0.4784);19766(0.2979);12048(-0.007109)	12.025123228571427	13.74705	0.26027	6.482884890349642	11.599230943044347	6.184458723712979	8.186747428571428	9.41023	0.101611	4.429720278217719	7.977483696527749	4.232667617732597	18.5018888	22.7184	0.936398	9.14325600616541	17.337990565099172	8.658453958776178					3.68766;15.0137;24.7591;12.7414;14.7554;3.47545;4.5149;16.4073;13.972;19.8459;25.1437;12.2317;14.9433;14.1837;13.9612;3.54428;14.3655;14.0646;2.46372;21.5596;2.73691;14.6323;13.7191;3.36894;6.852233;14.0521;0.26027;13.6377;8.18755;11.497;4.02285;21.137;13.74705;13.2517;14.1425	2.48946;11.8547;14.0779;8.52264;12.1823;2.37391;2.96489;10.4089;10.2757;12.8585;13.5966;7.47641;9.68571;11.7284;11.3391;2.41426;12.4481;3.30406;1.74306;14.2513;1.92014;12.3175;9.27172;2.31184;3.206339;11.0603;0.101611;9.41023;5.80768;7.82304;2.68507;12.1905;10.93842;9.10057;12.3953	6.86144;25.7531;26.0156;24.4982;24.6396;6.22233;8.92338;37.7395;23.7218;25.7474;26.9108;15.4065;31.8173;23.3153;22.7697;6.39309;22.7184;25.0059;4.0305;25.0595;4.57241;24.2139;24.3764;5.95373;8.71745;23.5097;0.936398;19.2397;13.3611;21.0091;7.69093;25.4799;18.52985;14.5552;21.871	16	21	15	234779;15959;14389;67605;18176;57751;242785;21356;68729;14828;18141;18803;18035;16150;12048	Plcg2_59221;Ifit3_56273;Gab2_61042;Akt1s1_69228;Nras_31874;Rnf25_78815;Klhl21_30190;Tapbp_80145;Trim37_64795;Hspa5_73866;Nup50_60357;Plcg1_66733;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	13.069078666666664	14.0646	7.5380153840146145	8.357926066666666	9.68571	4.937150907215974	19.052831866666665	24.4982	9.88065217583107	3.68766;15.0137;12.7414;19.8459;25.1437;14.9433;3.54428;14.0646;2.46372;21.5596;14.6323;0.26027;21.137;13.74705;13.2517	2.48946;11.8547;8.52264;12.8585;13.5966;9.68571;2.41426;3.30406;1.74306;14.2513;12.3175;0.101611;12.1905;10.93842;9.10057	6.86144;25.7531;24.4982;25.7474;26.9108;31.8173;6.39309;25.0059;4.0305;25.0595;24.2139;0.936398;25.4799;18.52985;14.5552	20	112419;13136;110033;16551;13426;246256;67455;231672;107568;67128;18226;19069;71819;226849;11773;19766;54401;22123;19181;109905	Ifit1bl2_54741;Cd55_29177;Kif22_30176;Kif11_29129;Dync1i1_63542;Fcgr4_54594;Klhl13_29312;Fbxw8_74498;Wwp1_57205;Ube2g1_68979;Nup62_30242;Nup88_63395;Kif23_31277;Ppp2r5a_74553,Ppp2r5a_79150;Ap2m1_65255;Ripk1_65501;Ywhab_60393;Psmd3_74969;Psmc2_60765;Rap1a_77941	11.242156649999998	13.6784	5.642103193251631	8.05836345	9.340975	4.1367208684803956	18.088681500000003	21.44005	8.788810260579405	24.7591;14.7554;3.47545;4.5149;16.4073;13.972;12.2317;14.1837;13.9612;14.3655;2.73691;13.7191;3.36894;6.852233;14.0521;13.6377;8.18755;11.497;4.02285;14.1425	14.0779;12.1823;2.37391;2.96489;10.4089;10.2757;7.47641;11.7284;11.3391;12.4481;1.92014;9.27172;2.31184;3.206339;11.0603;9.41023;5.80768;7.82304;2.68507;12.3953	26.0156;24.6396;6.22233;8.92338;37.7395;23.7218;15.4065;23.3153;22.7697;22.7184;4.57241;24.3764;5.95373;8.71745;23.5097;19.2397;13.3611;21.0091;7.69093;21.871	0						Hill,24(0.65);Linear,5(0.14);Poly 2,8(0.22)	6.267711492458951	334.0941525697708	1.9558578729629517	45.69914627075195	9.421493405650653	6.096064567565918	9.877340431357695	14.172906025785156	6.719179027937412	9.65431582920544	15.47272380745236	21.53105379254764	CONFLICT	0.42857142857142855	0.5714285714285714	0.0	
906	Disease	513	672	172	161	44	170	150	148	171	39	39	349	633	7966	0.97715	0.034587	0.059885	5.8	171463;228960;22393;12282;20617;20909;13198;14389;14163;67605;319765;13854;18176;50911;21374;83602;14828;101739;13649;66335;18226;18141;19069;54127;20054;76846;76808;110954;20005;26961;20022;103573;17420;66671;11773;18803;54401;22123;19181	il17rd;stx16;wfs1;hyou1;snca;stx4a;ddit3;gab2;fgd1;akt1s1;igf2bp2;epn1;nras;exosc9;tbp;gtf2a1;hspa5;psip1;egfr;atp6v1c1;nup62;nup50;nup88;rps28;rps15;rps9;rpl18a;rpl10;rpl9;rpl8;polr2j;xpo1;mnat1;ccnh;ap2m1;plcg1;ywhab;psmd3;psmc2	Il17rd_72101;Stx16_29244;Wfs1_29097;Hyou1_29983;Snca_63733;Stx4a_65604;Ddit3_29142;Gab2_61042;Fgd1_60507;Akt1s1_69228;Igf2bp2_65263;Epn1_66991;Nras_31874;Exosc9_76192;Tbp_32065;Gtf2a1_74031;Hspa5_73866;Psip1_68280;Egfr_72327;Atp6v1c1_63894;Nup62_30242;Nup50_60357;Nup88_63395;Rps28_75512;Rps15_62945;Rps9_64050;Rpl18a_78208;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Polr2j_76242;Xpo1_78569;Mnat1_31677;Ccnh_73712;Ap2m1_65255;Plcg1_66733;Ywhab_60393;Psmd3_74969;Psmc2_60765	228960(-0.8593);20909(-0.7424);18176(-0.6864);21374(0.006087);83602(-0.71);14828(-0.1514);13649(-0.2211);66335(-0.2304);18226(0.04689);76846(-0.814);110954(-0.9508);20022(0.006872);17420(-0.7394);66671(-0.8399);11773(-0.8298);18803(-0.4784)	11.565785128205126	12.7414	0.224619	6.518703757042817	12.312612353705273	6.7842401641184065	7.715860051282052	7.84105	0.101611	4.446152271324659	8.328224045774093	4.572120554255596	17.39233917948718	21.0091	0.63807	8.05364547889476	17.775039510809243	7.7647291339650835	32.5	16.31875			25.4663;13.1636;0.224619;14.4577;14.7306;1.96329;13.5599;12.7414;9.06481;19.8459;1.23546;13.9147;25.1437;12.3106;13.6489;14.5171;21.5596;14.2393;17.9069;0.994306;2.73691;14.6323;13.7191;8.17674;14.0534;12.0882;13.907;4.79452;8.947894999999999;5.91289;11.265;12.6277;7.44871;22.0468;14.0521;0.26027;8.18755;11.497;4.02285	14.2945;7.84105;0.106018;10.9485;3.55998;0.640816;10.9259;8.52264;6.36397;12.8585;0.616884;9.007;13.5966;7.32627;10.1847;12.0;14.2513;11.8627;13.5607;0.484433;1.92014;12.3175;9.27172;5.80072;11.5785;8.15931;10.8085;1.55126;5.70956;4.29377;7.05299;7.3515;5.32701;13.3459;11.0603;0.101611;5.80768;7.82304;2.68507	26.4273;14.5492;0.63807;24.9364;25.2158;5.14949;22.6718;24.4982;15.196;25.7474;4.53928;23.9004;26.9108;18.4284;18.121;24.1388;25.0595;23.5996;23.9233;3.24862;4.57241;24.2139;24.3764;13.3392;23.3143;22.6167;22.8712;11.0037;15.93948;9.09615;15.4543;13.5548;11.9041;22.638;23.5097;0.936398;13.3611;21.0091;7.69093	25	15	24	228960;22393;12282;20617;20909;13198;14389;67605;319765;13854;18176;21374;14828;66335;18141;54127;20054;76846;76808;110954;20005;26961;66671;18803	Stx16_29244;Wfs1_29097;Hyou1_29983;Snca_63733;Stx4a_65604;Ddit3_29142;Gab2_61042;Akt1s1_69228;Igf2bp2_65263;Epn1_66991;Nras_31874;Tbp_32065;Hspa5_73866;Atp6v1c1_63894;Nup50_60357;Rps28_75512;Rps15_62945;Rps9_64050;Rpl18a_78208;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Ccnh_73712;Plcg1_66733	11.333487083333331	13.36175	7.169097797832873	7.383789666666665	8.340975	4.895166139347744	17.131457833333332	22.62735	8.910823470263155	13.1636;0.224619;14.4577;14.7306;1.96329;13.5599;12.7414;19.8459;1.23546;13.9147;25.1437;13.6489;21.5596;0.994306;14.6323;8.17674;14.0534;12.0882;13.907;4.79452;8.947894999999999;5.91289;22.0468;0.26027	7.84105;0.106018;10.9485;3.55998;0.640816;10.9259;8.52264;12.8585;0.616884;9.007;13.5966;10.1847;14.2513;0.484433;12.3175;5.80072;11.5785;8.15931;10.8085;1.55126;5.70956;4.29377;13.3459;0.101611	14.5492;0.63807;24.9364;25.2158;5.14949;22.6718;24.4982;25.7474;4.53928;23.9004;26.9108;18.121;25.0595;3.24862;24.2139;13.3392;23.3143;22.6167;22.8712;11.0037;15.93948;9.09615;22.638;0.936398	15	171463;14163;50911;83602;101739;13649;18226;19069;20022;103573;17420;11773;54401;22123;19181	Il17rd_72101;Fgd1_60507;Exosc9_76192;Gtf2a1_74031;Psip1_68280;Egfr_72327;Nup62_30242;Nup88_63395;Polr2j_76242;Xpo1_78569;Mnat1_31677;Ap2m1_65255;Ywhab_60393;Psmd3_74969;Psmc2_60765	11.937462000000002	12.3106	5.537395871459792	8.247172666666668	7.3515	3.7145695897918847	17.809749333333336	18.4284	6.730607590278965	25.4663;9.06481;12.3106;14.5171;14.2393;17.9069;2.73691;13.7191;11.265;12.6277;7.44871;14.0521;8.18755;11.497;4.02285	14.2945;6.36397;7.32627;12.0;11.8627;13.5607;1.92014;9.27172;7.05299;7.3515;5.32701;11.0603;5.80768;7.82304;2.68507	26.4273;15.196;18.4284;24.1388;23.5996;23.9233;4.57241;24.3764;15.4543;13.5548;11.9041;23.5097;13.3611;21.0091;7.69093	0						Hill,29(0.73);Linear,8(0.2);Poly 2,3(0.08)	5.1535838089258394	306.72057116031647	1.7919368743896484	40.9167594909668	9.051035581058175	4.663166046142578	9.519882252482727	13.611688003927526	6.320429907984769	9.111290194579338	14.864693030892415	19.919985328081946	UP	0.6153846153846154	0.38461538461538464	0.0	
907	Activation of NF-kappaB in B cells	62	66	19	16	4	19	15	15	19	4	4	384	62	8537	0.8447	0.31813	0.53312	6.06	22123;19181;18035;16150	psmd3;psmc2;nfkbia;ikbkb	Psmd3_74969;Psmc2_60765;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666		12.600975	12.622025	4.02285	7.04698990166487	13.770247275650936	7.564896938277298	8.4092575	9.38073	2.68507	4.234951053934979	9.007751019852806	4.387364047826389	18.177445	19.769475	7.69093	7.559437924327886	18.727834867957203	7.854523712611711	2.5	17.442025			11.497;4.02285;21.137;13.74705	7.82304;2.68507;12.1905;10.93842	21.0091;7.69093;25.4799;18.52985	3	2	2	18035;16150	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	17.442025	17.442025	5.225483757629525	11.56446	11.56446	0.8853542585880738	22.004875	22.004875	4.9144274845855955	21.137;13.74705	12.1905;10.93842	25.4799;18.52985	2	22123;19181	Psmd3_74969;Psmc2_60765	7.759925	7.759925	5.285022148605435	5.254055	5.254055	3.6330934285330443	14.350014999999999	14.350014999999999	9.417368319995244	11.497;4.02285	7.82304;2.68507	21.0091;7.69093	0						Hill,3(0.6);Linear,1(0.2);Poly 2,1(0.2)	7.608717578889121	46.96817898750305	3.0189034938812256	21.509580612182617	7.17760031502711	6.465006351470947	5.694924896368426	19.507025103631573	4.25900546714372	12.559509532856282	10.769195834158673	25.585694165841325	CONFLICT	0.5	0.5	0.0	
908	Activation of RAS in B cells	4	5	3	3	1	3	3	2	3	1	1	387	4	8595	0.98295	0.19806	0.19806	20.0	18176	nras	Nras_31874	18176(-0.6864)	25.1437	25.1437	25.1437		25.1437		13.5966	13.5966	13.5966		13.5966		26.9108	26.9108	26.9108		26.9108		0.0	25.1437	0.0	25.1437	25.1437	13.5966	26.9108	1	0	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	0															0						Hill,1(1)	1.9558578729629517	1.9558578729629517	1.9558578729629517	1.9558578729629517	0.0	1.9558578729629517	25.1437	25.1437	13.5966	13.5966	26.9108	26.9108	UP	1.0	0.0	0.0	
909	EGFR interaction with phospholipase C-gamma	28	36	11	11	3	11	10	10	11	2	2	386	34	8565	0.79796	0.46452	0.66805	5.56	13649;18803	egfr;plcg1	Egfr_72327;Plcg1_66733	13649(-0.2211);18803(-0.4784)	9.083585	9.083585	0.26027	12.478051738089968	12.86119943380202	11.27657011495567	6.8311555	6.8311555	0.101611	9.51701310049327	9.712342948947814	8.60064277382869	12.429849	12.429849	0.936398	16.25419428267061	17.350655566669815	14.689116966163777	0.5	9.083585			17.9069;0.26027	13.5607;0.101611	23.9233;0.936398	1	1	1	18803	Plcg1_66733	0.26027	0.26027		0.101611	0.101611		0.936398	0.936398		0.26027	0.101611	0.936398	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,2(1)	5.327581898472613	10.77250862121582	4.593407154083252	6.179101467132568	1.1212552016461157	5.38625431060791	-8.210112400000003	26.377282400000002	-6.35875172	20.02106272	-10.097314959999995	34.95701296	CONFLICT	0.5	0.5	0.0	
91	Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	19	20	7	6	1	7	6	6	7	1	1	387	19	8580	0.78707	0.58672	0.58672	5.0	26905	eif2s3x	Eif2s3x_31679	26905(-0.4257)	13.0041	13.0041	13.0041		13.0041		6.78139	6.78139	6.78139		6.78139		14.2858	14.2858	14.2858		14.2858		0.0	13.0041			13.0041	6.78139	14.2858	1	0	1	26905	Eif2s3x_31679	13.0041	13.0041		6.78139	6.78139		14.2858	14.2858		13.0041	6.78139	14.2858	0															0						Hill,1(1)	3.7765538692474365	3.7765538692474365	3.7765538692474365	3.7765538692474365	0.0	3.7765538692474365	13.0041	13.0041	6.78139	6.78139	14.2858	14.2858	UP	1.0	0.0	0.0	
910	Phospholipase C-mediated cascade	35	52	15	15	2	15	12	12	15	1	1	387	51	8548	0.33636	0.8999	0.72727	1.92	18803	plcg1	Plcg1_66733	18803(-0.4784)	0.26027	0.26027	0.26027		0.26027		0.101611	0.101611	0.101611		0.101611		0.936398	0.936398	0.936398		0.9363980000000001						0.26027	0.101611	0.936398	1	0	1	18803	Plcg1_66733	0.26027	0.26027		0.101611	0.101611		0.936398	0.936398		0.26027	0.101611	0.936398	0															0						Hill,1(1)	4.593407154083252	4.593407154083252	4.593407154083252	4.593407154083252	0.0	4.593407154083252	0.26027	0.26027	0.101611	0.101611	0.936398	0.936398	UP	1.0	0.0	0.0	
911	EGFR transactivation by gastrin	9	9	6	5	2	6	5	4	6	2	2	386	7	8592	0.99448	0.05474	0.05474	22.22	18176;13649	nras;egfr	Nras_31874;Egfr_72327	18176(-0.6864);13649(-0.2211)	21.5253	21.5253	17.9069	5.117190354090798	19.47017476170742	4.211716708168496	13.57865	13.57865	13.5607	0.02538513344577054	13.568455024865312	0.02089329950008518	25.41705	25.41705	23.9233	2.1124815087948496	24.56865199958558	1.7386833497751903	0.0	17.9069	0.0	17.9069	25.1437;17.9069	13.5966;13.5607	26.9108;23.9233	1	1	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,2(1)	3.476412554966421	8.13495934009552	1.9558578729629517	6.179101467132568	2.9862841840399836	4.06747967004776	14.433236000000003	28.617364000000002	13.543468	13.613831999999999	22.489300000000004	28.344799999999996	CONFLICT	0.5	0.5	0.0	
912	SHC-related events	15	17	10	10	2	10	9	8	10	2	2	386	15	8584	0.96539	0.16541	0.16541	11.76	18176;54401	nras;ywhab	Nras_31874;Ywhab_60393	18176(-0.6864)	16.665625	16.665625	8.18755	11.989808647816279	14.892191143561538	11.724562939612102	9.70214	9.70214	5.80768	5.507598150119526	8.887501391996965	5.385755774253208	20.13595	20.13595	13.3611	9.581084753043351	18.718794765787976	9.36912627352684	0.0	8.18755	0.5	16.665625	25.1437;8.18755	13.5966;5.80768	26.9108;13.3611	1	1	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	1	54401	Ywhab_60393	8.18755	8.18755		5.80768	5.80768		13.3611	13.3611		8.18755	5.80768	13.3611	0						Hill,1(0.5);Linear,1(0.5)	2.4839672201826817	5.110531449317932	1.9558578729629517	3.1546735763549805	0.8476907132614244	2.555265724658966	0.048597999999998365	33.282652	2.068998400000001	17.3352816	6.857244000000003	33.414656	CONFLICT	0.5	0.5	0.0	
913	eIF4E release	5	6	2	2	0	2	2	2	2	0	0	388	6	8593	0.7673	1.0	1.0	0.0																														0	0	0															0															0																							
914	AKT phosphorylation of cytosolic targets	14	14	2	2	1	2	2	2	2	1	1	387	13	8586	0.87975	0.46115	0.46115	7.14	67605	akt1s1	Akt1s1_69228		19.8459	19.8459	19.8459		19.8459		12.8585	12.8585	12.8585		12.8585		25.7474	25.7474	25.7474		25.7474		0.0	19.8459			19.8459	12.8585	25.7474	1	0	1	67605	Akt1s1_69228	19.8459	19.8459		12.8585	12.8585		25.7474	25.7474		19.8459	12.8585	25.7474	0															0						Hill,1(1)	34.49493408203126	34.49493408203125	34.49493408203125	34.49493408203125	0.0	34.49493408203125	19.8459	19.8459	12.8585	12.8585	25.7474	25.7474	UP	1.0	0.0	0.0	
915	AKT phosphorylation of nuclear targets	9	9	5	5	0	5	5	5	5	0	0	388	9	8590	0.67208	1.0	1.0	0.0																														0	0	0															0															0																							
916	Negative regulation of the PI3K/Akt network	7	7	2	2	0	2	2	2	2	0	0	388	7	8592	0.73415	1.0	1.0	0.0																														0	0	0															0															0																							
917	PI3K cascade	45	57	17	17	1	17	15	15	17	1	1	387	56	8543	0.2877	0.91983	0.51881	1.75	67605	akt1s1	Akt1s1_69228		19.8459	19.8459	19.8459		19.8459		12.8585	12.8585	12.8585		12.8585		25.7474	25.7474	25.7474		25.7474						19.8459	12.8585	25.7474	1	0	1	67605	Akt1s1_69228	19.8459	19.8459		12.8585	12.8585		25.7474	25.7474		19.8459	12.8585	25.7474	0															0						Hill,1(1)	34.49493408203126	34.49493408203125	34.49493408203125	34.49493408203125	0.0	34.49493408203125	19.8459	19.8459	12.8585	12.8585	25.7474	25.7474	UP	1.0	0.0	0.0	
918	PI3K/AKT activation	35	37	14	13	1	14	13	13	14	1	1	387	36	8563	0.52113	0.8053	1.0	2.7	67605	akt1s1	Akt1s1_69228		19.8459	19.8459	19.8459		19.8459		12.8585	12.8585	12.8585		12.8585		25.7474	25.7474	25.7474		25.7474						19.8459	12.8585	25.7474	1	0	1	67605	Akt1s1_69228	19.8459	19.8459		12.8585	12.8585		25.7474	25.7474		19.8459	12.8585	25.7474	0															0						Hill,1(1)	34.49493408203126	34.49493408203125	34.49493408203125	34.49493408203125	0.0	34.49493408203125	19.8459	19.8459	12.8585	12.8585	25.7474	25.7474	UP	1.0	0.0	0.0	
919	Glycoprotein VI-mediated activation cascade	25	32	8	6	1	8	6	6	8	1	1	387	31	8568	0.5951	0.75702	1.0	3.12	234779	plcg2	Plcg2_59221		3.68766	3.68766	3.68766		3.68766		2.48946	2.48946	2.48946		2.48946		6.86144	6.86144	6.86144		6.86144						3.68766	2.48946	6.86144	1	0	1	234779	Plcg2_59221	3.68766	3.68766		2.48946	2.48946		6.86144	6.86144		3.68766	2.48946	6.86144	0															0						Poly 2,1(1)	4.801580905914307	4.801580905914307	4.801580905914307	4.801580905914307	0.0	4.801580905914307	3.68766	3.68766	2.48946	2.48946	6.86144	6.86144	UP	1.0	0.0	0.0	
