101	Phospholipase C signaling pathway	7	10	4	4	1	4	4	4	4	0	0	637	10	8340	0.47924	1.0	1.0	0.0																														0	0	0															0															0																							
1010	Formation of apoptosome	3	3	1	1	1	1	1	1	1	1	1	636	2	8348	0.98566	0.19795	0.19795	33.33	12371	casp9	Casp9_66180	12371(0.103)	13.8548	13.8548	13.8548		13.854800000000001		9.31347	9.31347	9.31347		9.31347		25.7734	25.7734	25.7734		25.7734		0.0	13.8548	0.0	13.8548	13.8548	9.31347	25.7734	0	1	0															1	12371	Casp9_66180	13.8548	13.8548		9.31347	9.31347		25.7734	25.7734		13.8548	9.31347	25.7734	0						Exp 2,1(1)	1.6788792610168457	1.6788792610168457	1.6788792610168457	1.6788792610168457	0.0	1.6788792610168457	13.8548	13.8548	9.31347	9.31347	25.7734	25.7734	DOWN	0.0	1.0	0.0	
1011	Apoptosis regulation	66	74	28	27	11	28	27	27	28	11	11	626	63	8287	0.99452	0.014531	0.018771	14.86	12575;12530;12447;22190;22059;23997;69077;67151;19173;26445;12371	cdkn1a;cdc25a;ccne1;ubc;trp53;psmd13;psmd11;psmd9;psmb5;psmb2;casp9	Cdkn1a_30669;Cdc25a_32088;Ccne1_80378;Ubc_56074;Trp53_31258;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689;Casp9_66180	12530(-0.2188);12447(-0.4379);22059(0.2127);23997(0.01333);69077(0.2136);12371(0.103)	13.030759545454545	13.8548	2.99367	6.464474779094758	11.683382534531999	6.745200781243224	8.39737722727273	9.31347	1.4575	4.377376402333084	7.440861913540407	4.553188969323361	26.961690454545455	26.080865	6.85103	14.671746126501517	24.753436661601633	14.960066189964698	2.5	6.795365	6.5	17.841450000000002	19.5202;6.45041;6.47626;20.1362;2.99367;7.11447;16.3975;11.115645;19.9938;19.2854;13.8548	12.5854;3.51192;4.65353;13.2308;1.4575;4.21106;11.2173;6.9033695;12.8178;12.469;9.31347	42.4921;6.85103;10.1723;42.6561;7.379;18.9369;30.2565;26.080865;44.4083;41.5721;25.7734	8	4	7	12575;22190;22059;23997;69077;67151;26445	Cdkn1a_30669;Ubc_56074;Trp53_31258;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	13.794726428571428	16.3975	6.811551272555758	8.867775642857143	11.2173	4.686894336921078	29.910509285714287	30.2565	13.537688760903883	19.5202;20.1362;2.99367;7.11447;16.3975;11.115645;19.2854	12.5854;13.2308;1.4575;4.21106;11.2173;6.9033695;12.469	42.4921;42.6561;7.379;18.9369;30.2565;26.080865;41.5721	4	12530;12447;19173;12371	Cdc25a_32088;Ccne1_80378;Psmb5_71178;Casp9_66180	11.6938175	10.16553	6.539005616107978	7.57418	6.9835	4.303209389072301	21.8012575	17.97285	17.181368217497262	6.45041;6.47626;19.9938;13.8548	3.51192;4.65353;12.8178;9.31347	6.85103;10.1723;44.4083;25.7734	0						Exp 2,4(0.34);Exp 4,2(0.17);Exp 5,1(0.09);Linear,4(0.34);Poly 2,1(0.09)	2.27894591096312	33.114805698394775	1.550549030303955	10.31065845489502	2.471457504574217	1.86858731508255	9.210499079492099	16.851020011416995	5.810513083483498	10.984241371061957	18.29124256681152	35.63213834227938	UP	0.6363636363636364	0.36363636363636365	0.0	
1012	Apoptosis intrinsic pathway	27	27	12	12	9	12	12	12	12	9	9	628	18	8332	0.99999	6.2682E-5	6.2682E-5	33.33	171543;170770;12125;56455;22059;12371;12028;11798;12370	bmf;bbc3;bcl2l11;dynll1;trp53;casp9;bax;xiap;casp8	Bmf_30266;Bbc3_31767;Bcl2l11_67930;Dynll1_79280;Trp53_31258;Casp9_66180;Bax_65736;Xiap_78640;Casp8_76424	12125(0.004931);22059(0.2127);12371(0.103);12370(0.4364)	9.26929	6.77215	2.99367	7.633229347862872	10.361258628987681	8.843652881768206	5.494244444444444	4.94825	1.4575	4.197716319202953	5.931479314592546	4.723744302626229	16.85646	12.8278	6.48054	10.664801948390796	18.258912569883133	11.741281179168137	0.5	3.3318399999999997	1.5	3.889615	26.7022;3.67001;7.4413;6.77215;2.99367;13.8548;4.81456;4.10922;13.0657	13.6903;2.51909;5.34199;4.94825;1.4575;9.31347;2.27129;1.57946;8.32685	37.7665;6.48054;11.7432;10.3027;7.379;25.7734;12.8625;12.8278;26.5725	3	6	3	170770;22059;12028	Bbc3_31767;Trp53_31258;Bax_65736	3.8260799999999997	3.67001	0.9204229906407154	2.0826266666666666	2.27129	0.5553725974814858	8.907346666666667	7.379	3.454596360001171	3.67001;2.99367;4.81456	2.51909;1.4575;2.27129	6.48054;7.379;12.8625	6	171543;12125;56455;12371;11798;12370	Bmf_30266;Bcl2l11_67930;Dynll1_79280;Casp9_66180;Xiap_78640;Casp8_76424	11.990895	10.253499999999999	8.137650241743621	7.200053333333334	6.83442	4.194605811051458	20.831016666666667	19.3006	10.969847038389679	26.7022;7.4413;6.77215;13.8548;4.10922;13.0657	13.6903;5.34199;4.94825;9.31347;1.57946;8.32685	37.7665;11.7432;10.3027;25.7734;12.8278;26.5725	0						Exp 2,4(0.45);Exp 4,3(0.34);Hill,1(0.12);Poly 2,1(0.12)	2.180846151407742	20.678099036216736	1.5605220794677734	3.292858123779297	0.7847341342740328	1.799085021018982	4.282246826062925	14.256333173937074	2.751736449231849	8.236752439657039	9.888789393718014	23.824130606281983	DOWN	0.3333333333333333	0.6666666666666666	0.0	
1014	Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	19	23	8	8	3	7	8	7	8	2	2	635	21	8329	0.77941	0.49242	0.67637	8.7	26416;12028	mapk14;bax	Mapk14_31848;Bax_65736		15.88193	15.88193	4.81456	15.651624753801121	7.540655937602269	10.286867913302947	10.447395	10.447395	2.27129	11.562758578386475	4.285214412566816	7.599503059922618	25.988100000000003	25.988100000000003	12.8625	18.562401534284295	16.095575684520565	12.199945739850497	0.5	15.88193			26.9493;4.81456	18.6235;2.27129	39.1137;12.8625	1	1	1	12028	Bax_65736	4.81456	4.81456		2.27129	2.27129		12.8625	12.8625		4.81456	2.27129	12.8625	1	26416	Mapk14_31848	26.9493	26.9493		18.6235	18.6235		39.1137	39.1137		26.9493	18.6235	39.1137	0						Exp 4,1(0.5);Hill,1(0.5)	1.576262129597074	3.1526830196380615	1.5605220794677734	1.592160940170288	0.022372052951764684	1.5763415098190308	-5.8101151999999985	37.5739752	-5.5777708	26.4725608	0.26192400000000404	51.714276	CONFLICT	0.5	0.5	0.0	
1015	Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	47	64	9	8	4	8	8	7	9	4	4	633	60	8290	0.52118	0.67412	1.0	6.25	64704;22190;22059;12028	htra2;ubc;trp53;bax	Htra2_78390;Ubc_56074;Trp53_31258;Bax_65736	64704(0.3572);22059(0.2127)	11.964557499999998	12.36418	2.99367	9.337477965333663	7.21427927763445	7.586324385447339	7.434597500000001	7.525045	1.4575	6.443133364186377	4.162239026592578	5.245153915550772	26.744100000000003	27.759300000000003	7.379	19.333817390434476	16.880978497717802	15.629391932137864	2.5	20.025			19.9138;20.1362;2.99367;4.81456	12.7788;13.2308;1.4575;2.27129	44.0788;42.6561;7.379;12.8625	4	0	4	64704;22190;22059;12028	Htra2_78390;Ubc_56074;Trp53_31258;Bax_65736	11.964557499999998	12.36418	9.337477965333663	7.434597500000001	7.525045	6.443133364186377	26.744100000000003	27.759300000000003	19.333817390434476	19.9138;20.1362;2.99367;4.81456	12.7788;13.2308;1.4575;2.27129	44.0788;42.6561;7.379;12.8625	0															0						Exp 2,1(0.25);Exp 4,2(0.5);Linear,1(0.25)	1.6675860623543137	6.68570864200592	1.5605220794677734	1.8567662239074707	0.1328976773381784	1.6342101693153381	2.8138290939730126	21.115285906026987	1.1203268030973508	13.748868196902649	7.796958957374212	45.69124104262579	UP	1.0	0.0	0.0	
1016	Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	70	91	27	26	13	26	26	25	27	13	13	624	78	8272	0.99541	0.011473	0.012673	14.29	231724;243362;56484;12534;11350;171543;170770;12125;56455;16476;12370;23797;18749	rad9b;stard13;foxo3;cdk1;abl1;bmf;bbc3;bcl2l11;dynll1;jun;casp8;akt3;prkacb	Rad9b_67442;Stard13_69174;Foxo3_69633,Foxo3_80464;Cdk1_76534;Abl1_71120;Bmf_30266;Bbc3_31767;Bcl2l11_67930;Dynll1_79280;Jun_29880,Jun_77116;Casp8_76424;Akt3_31925;Prkacb_29599	243362(-0.08922);56484(-0.5036);12534(-0.7398);11350(-0.2314);12125(0.004931);12370(0.4364);18749(-0.4368)	13.17664	11.30367	3.67001	8.390121947346774	13.342700118634312	8.494559411178615	7.671981923076922	8.080365	2.15457	4.049359185667295	7.668347086175614	4.274870580243	22.737264615384614	19.1525	6.48054	13.17934503718895	22.60667130515187	11.859296145409058	3.5	7.106725	8.5	15.590075	6.32563;8.79251;11.30367;29.6397;21.7009;26.7022;3.67001;7.4413;6.77215;18.11445;13.0657;12.2674;5.5007	3.0744;6.26385;8.080365;13.4096;12.0031;13.6903;2.51909;5.34199;4.94825;11.514949999999999;8.32685;8.40845;2.15457	15.9312;14.1537;18.682499999999997;53.6934;36.7131;37.7665;6.48054;11.7432;10.3027;22.697499999999998;26.5725;21.6951;19.1525	5	10	3	56484;170770;16476	Foxo3_69633,Foxo3_80464;Bbc3_31767;Jun_29880,Jun_77116	11.029376666666666	11.30367	7.226125473096449	7.371468333333333	8.080365	4.539633812094137	15.953513333333333	18.682499999999997	8.445885038320924	11.30367;3.67001;18.11445	8.080365;2.51909;11.514949999999999	18.682499999999997;6.48054;22.697499999999998	10	231724;243362;12534;11350;171543;12125;56455;12370;23797;18749	Rad9b_67442;Stard13_69174;Cdk1_76534;Abl1_71120;Bmf_30266;Bcl2l11_67930;Dynll1_79280;Casp8_76424;Akt3_31925;Prkacb_29599	13.820819	10.529955000000001	8.95863389562078	7.762136000000001	7.29535	4.152629215997979	24.77239	20.4238	13.992857231336119	6.32563;8.79251;29.6397;21.7009;26.7022;7.4413;6.77215;13.0657;12.2674;5.5007	3.0744;6.26385;13.4096;12.0031;13.6903;5.34199;4.94825;8.32685;8.40845;2.15457	15.9312;14.1537;53.6934;36.7131;37.7665;11.7432;10.3027;26.5725;21.6951;19.1525	0						Exp 2,6(0.4);Exp 3,1(0.07);Exp 4,2(0.14);Hill,2(0.14);Linear,2(0.14);Poly 2,1(0.07);Power,1(0.07)	2.9954569522251635	61.4430855512619	1.5144460201263428	20.92448616027832	4.902138227454971	2.2883598804473877	8.615717755264079	17.73756224473592	5.470725194898362	9.87323865125548	15.57289104270088	29.901638188068347	DOWN	0.23076923076923078	0.7692307692307693	0.0	
1017	Mitochondrial pathway of apoptosis: caspases	56	72	22	20	5	21	19	18	22	5	5	632	67	8283	0.5972	0.58519	1.0	6.94	227154;110920;12371;11798;14083	stradb;hspa13;casp9;xiap;ptk2	Stradb_71650;Hspa13_67646;Casp9_66180;Xiap_78640;Ptk2_31747	12371(0.103);14083(-0.4945)	8.546816	8.69179	3.39777	4.782467668111307	8.435485173138563	5.3692040683662405	5.498926	6.29743	1.57946	3.6547387628160237	5.324163932531134	4.0244371006653905	16.409824	13.5277	6.52362	7.990090090223011	16.55118044769061	9.164786122922797	2.5	10.686145			12.6805;8.69179;13.8548;4.10922;3.39777	8.51646;6.29743;9.31347;1.57946;1.78781	23.3966;13.5277;25.7734;12.8278;6.52362	1	4	1	110920	Hspa13_67646	8.69179	8.69179		6.29743	6.29743		13.5277	13.5277		8.69179	6.29743	13.5277	4	227154;12371;11798;14083	Stradb_71650;Casp9_66180;Xiap_78640;Ptk2_31747	8.5105725	8.39486	5.521525035720805	5.299300000000001	5.152135	4.188533987773447	17.130354999999998	18.1122	9.036645029366085	12.6805;13.8548;4.10922;3.39777	8.51646;9.31347;1.57946;1.78781	23.3966;25.7734;12.8278;6.52362	0						Exp 2,2(0.4);Exp 4,1(0.2);Exp 5,1(0.2);Linear,1(0.2)	1.8327856166159124	9.222640991210938	1.5797702074050903	2.169365882873535	0.2343374464155644	1.8230570554733276	4.35479826001202	12.73883373998798	2.2954062290452373	8.702445770954764	9.406201241470255	23.413446758529744	DOWN	0.2	0.8	0.0	
1019	DCC role in regulating apoptosis	7	10	1	1	1	1	1	1	1	1	1	636	9	8341	0.84523	0.52076	0.52076	10.0	12371	casp9	Casp9_66180	12371(0.103)	13.8548	13.8548	13.8548		13.854800000000001		9.31347	9.31347	9.31347		9.31347		25.7734	25.7734	25.7734		25.7734		0.0	13.8548	0.0	13.8548	13.8548	9.31347	25.7734	0	1	0															1	12371	Casp9_66180	13.8548	13.8548		9.31347	9.31347		25.7734	25.7734		13.8548	9.31347	25.7734	0						Exp 2,1(1)	1.6788792610168457	1.6788792610168457	1.6788792610168457	1.6788792610168457	0.0	1.6788792610168457	13.8548	13.8548	9.31347	9.31347	25.7734	25.7734	DOWN	0.0	1.0	0.0	
102	Phosphoinositides and their downstream targets	23	25	8	8	3	8	8	8	8	2	2	635	23	8327	0.74064	0.53764	0.69638	8.0	16800;216238	arhgef2;eea1	Arhgef2_72887;Eea1_64204	216238(0.1177)	6.735545	6.735545	2.05539	6.618738675008252	3.1089958678124336	4.183776336243278	4.607564999999999	4.607564999999999	1.15186	4.887104878560518	1.9298152312751964	3.0891918759181207	11.664175	11.664175	4.39575	10.279105212091661	6.032032394440907	6.497533632274795	0.5	6.735545			11.4157;2.05539	8.06327;1.15186	18.9326;4.39575	2	0	2	16800;216238	Arhgef2_72887;Eea1_64204	6.735545	6.735545	6.618738675008252	4.607564999999999	4.607564999999999	4.887104878560518	11.664175	11.664175	10.279105212091661	11.4157;2.05539	8.06327;1.15186	18.9326;4.39575	0															0						Exp 4,1(0.5);Linear,1(0.5)	2.0407371644564565	4.084341049194336	1.9656703472137451	2.118670701980591	0.1081875883795841	2.042170524597168	-2.437558799999998	15.908648799999998	-2.1656167999999996	11.380746799999997	-2.581938000000001	25.910288	UP	1.0	0.0	0.0	
1020	Breakdown of the nuclear lamina	3	3	1	1	0	1	1	1	1	0	0	637	3	8347	0.80205	1.0	1.0	0.0																														0	0	0															0															0																							
1021	Activation of DNA fragmentation factor	7	9	2	2	1	2	2	2	2	1	1	636	8	8342	0.87034	0.48416	0.48416	11.11	16211	kpnb1	Kpnb1_61900	16211(0.338)	12.4949	12.4949	12.4949		12.494899999999998		8.72822	8.72822	8.72822		8.72822		21.3318	21.3318	21.3318		21.3318		0.0	12.4949	0.0	12.4949	12.4949	8.72822	21.3318	1	0	1	16211	Kpnb1_61900	12.4949	12.4949		8.72822	8.72822		21.3318	21.3318		12.4949	8.72822	21.3318	0															0						Linear,1(1)	1.8585020303726196	1.8585020303726196	1.8585020303726196	1.8585020303726196	0.0	1.8585020303726196	12.4949	12.4949	8.72822	8.72822	21.3318	21.3318	UP	1.0	0.0	0.0	
1022	Caspase-mediated cleavage of cytoskeletal proteins	11	12	6	6	1	6	6	6	6	1	1	636	11	8339	0.7928	0.58637	0.58637	8.33	12370	casp8	Casp8_76424	12370(0.4364)	13.0657	13.0657	13.0657		13.065699999999998		8.32685	8.32685	8.32685		8.32685		26.5725	26.5725	26.5725		26.572500000000005		0.0	13.0657			13.0657	8.32685	26.5725	0	1	0															1	12370	Casp8_76424	13.0657	13.0657		8.32685	8.32685		26.5725	26.5725		13.0657	8.32685	26.5725	0						Exp 2,1(1)	3.035736322402954	3.035736322402954	3.035736322402954	3.035736322402954	0.0	3.035736322402954	13.0657	13.0657	8.32685	8.32685	26.5725	26.5725	DOWN	0.0	1.0	0.0	
1023	Inactivation of BCL-2 by BH3-only proteins	6	6	2	2	2	2	2	2	2	2	2	635	4	8346	0.99397	0.062152	0.062152	33.33	170770;12125	bbc3;bcl2l11	Bbc3_31767;Bcl2l11_67930	12125(0.004931)	5.555655	5.555655	3.67001	2.666704732821017	5.498299225462528	2.665470833137066	3.9305399999999997	3.9305399999999997	2.51909	1.9960917326115057	3.887607842583882	1.9951681294365138	9.11187	9.11187	6.48054	3.721262573079201	9.031832681091252	3.7195407233909616	0.0	3.67001	0.0	3.67001	3.67001;7.4413	2.51909;5.34199	6.48054;11.7432	1	1	1	170770	Bbc3_31767	3.67001	3.67001		2.51909	2.51909		6.48054	6.48054		3.67001	2.51909	6.48054	1	12125	Bcl2l11_67930	7.4413	7.4413		5.34199	5.34199		11.7432	11.7432		7.4413	5.34199	11.7432	0						Exp 2,1(0.5);Poly 2,1(0.5)	3.217882120131703	6.437471389770508	3.144613265991211	3.292858123779297	0.10482494421799093	3.218735694885254	1.8597908000000003	9.251519199999999	1.1640979999999996	6.696982	3.954463200000001	14.269276799999998	CONFLICT	0.5	0.5	0.0	
1024	Activation and myristolyation of BID and its translocation to mitochondria	3	3	1	1	1	1	1	1	1	1	1	636	2	8348	0.98566	0.19795	0.19795	33.33	12370	casp8	Casp8_76424	12370(0.4364)	13.0657	13.0657	13.0657		13.065699999999998		8.32685	8.32685	8.32685		8.32685		26.5725	26.5725	26.5725		26.572500000000005		0.0	13.0657	0.0	13.0657	13.0657	8.32685	26.5725	0	1	0															1	12370	Casp8_76424	13.0657	13.0657		8.32685	8.32685		26.5725	26.5725		13.0657	8.32685	26.5725	0						Exp 2,1(1)	3.035736322402954	3.035736322402954	3.035736322402954	3.035736322402954	0.0	3.035736322402954	13.0657	13.0657	8.32685	8.32685	26.5725	26.5725	DOWN	0.0	1.0	0.0	
1025	Cell cycle	379	439	153	148	55	151	143	141	153	53	53	584	386	7964	0.99996	7.8642E-5	1.1681E-4	12.07	66140;67177;68121;216274;445007;74470;217653;68014;66578;76499;52696;68612;26920;23882;20174;20873;69957;237222;12545;22631;22629;22137;21808;27401;110379;56430;19891;106344;19355;19076;18817;101706;17873;17220;102920;13197;13191;26370;12428;231724;12534;11350;12575;12530;12447;56455;22190;22059;23997;69077;67151;19173;26445	ska2;cdt1;cep70;cep290;nup85;cep72;mis18bp1;zwilch;mis18a;clasp2;zwint;ube2c;cntrl;gadd45g;ruvbl2;plk4;cdc16;ofd1;cdc7;ywhaz;ywhah;ttk;tgfb2;skp2;sec13;clip1;rpa2;rfc4;rad1;prim2;plk1;numa1;gadd45b;mcm7;cenpi;gadd45a;dctn1;cetn2;ccna2;rad9b;cdk1;abl1;cdkn1a;cdc25a;ccne1;dynll1;ubc;trp53;psmd13;psmd11;psmd9;psmb5;psmb2	Ska2_74961;Cdt1_31064;Cep70_70756,Cep70_71595;Cep290_75136;Nup85_29233;Cep72_79912;Mis18bp1_78750;Zwilch_31068;Mis18a_31724;Clasp2_66847;Zwint_69991;Ube2c_73160;Cntrl_75230;Gadd45g_30550;Ruvbl2_74686;Plk4_29522;Cdc16_71237;Ofd1_59577;Cdc7_75404;Ywhaz_76102;Ywhah_66373;Ttk_77530;Tgfb2_60154;AC139209.1_82371;Sec13_61206;Clip1_61747;Rpa2_29571,Rpa2_80431;Rfc4_29685;Rad1_77614;Prim2_56868;Plk1_29780;Numa1_64329;Gadd45b_31606;Mcm7_69345;Cenpi_30714;Gadd45a_31917;Dctn1_76416;Cetn2_30963,Cetn2_67324;Ccna2_65309;Rad9b_67442;Cdk1_76534;Abl1_71120;Cdkn1a_30669;Cdc25a_32088;Ccne1_80378;Dynll1_79280;Ubc_56074;Trp53_31258;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	74470(-0.01321);68014(-0.3072);66578(-0.5979);68612(-0.4974);26920(0.1421);23882(0.1616);20873(-0.3801);22631(-0.1201);27401(-0.07102);19891(0.478);106344(-0.1085);18817(0.161);101706(-0.6538);17220(-0.03575);13191(0.365);26370(0.3929);12428(-0.3054);12534(-0.7398);11350(-0.2314);12530(-0.2188);12447(-0.4379);22059(0.2127);23997(0.01333);69077(0.2136)	9.347075433962264	6.54617	0.652365	7.653340241424355	8.86542544946481	7.088179223508826	5.688078330188678	4.21106	0.355119	4.830892812087776	5.375666168091899	4.529322907594227	17.959688396226415	15.7042	1.49132	12.8612690832306	17.52051754432422	11.928351017264447	20.5	5.098545	42.5	16.4927	2.83639;3.05301;7.874875;1.67003;14.5057;10.027;2.16584;6.28429;0.652365;4.34663;11.9566;2.1572;11.4108;3.88866;13.4945;16.5879;12.7032;11.5507;5.42503;4.02071;1.61402;1.50035;0.968783;9.71479;4.10724;2.45537;31.26413;26.2666;4.46856;4.77206;2.3586;13.2089;2.02671;18.5922;6.54617;10.8511;4.62321;6.96628;2.55656;6.32563;29.6397;21.7009;19.5202;6.45041;6.47626;6.77215;20.1362;2.99367;7.11447;16.3975;11.115645;19.9938;19.2854	1.57859;1.42285;5.20985;0.892539;9.91432;6.14089;1.04244;3.03085;0.355119;2.13815;8.39903;1.31593;7.88195;2.18731;9.32639;11.0716;8.85424;7.48742;2.54236;2.71072;0.856841;0.818396;0.694718;6.73487;2.09497;0.764031;19.94836;14.8737;1.28266;2.0851;0.865839;9.04732;1.17048;12.808;3.97024;6.7398;0.688749;4.47603;1.55247;3.0744;13.4096;12.0031;12.5854;3.51192;4.65353;4.94825;13.2308;1.4575;4.21106;11.2173;6.9033695;12.8178;12.469	6.29583;6.38904;14.5918;4.14047;26.2881;20.9708;6.029;6.71978;1.49132;12.0035;20.1144;4.30249;19.7632;6.38033;23.7101;32.2364;21.8143;22.4787;14.9401;7.49418;3.99851;3.6083;1.50949;16.5361;9.93499;8.72803;35.00605;30.6966;15.7042;15.1424;8.69198;23.5712;4.26725;34.7184;16.3026;17.123;22.1896;13.43295;5.1024;15.9312;53.6934;36.7131;42.4921;6.85103;10.1723;10.3027;42.6561;7.379;18.9369;30.2565;26.080865;44.4083;41.5721	23	34	21	67177;445007;76499;52696;20174;20873;69957;110379;19891;106344;19355;17220;13197;13191;12575;22190;22059;23997;69077;67151;26445	Cdt1_31064;Nup85_29233;Clasp2_66847;Zwint_69991;Ruvbl2_74686;Plk4_29522;Cdc16_71237;Sec13_61206;Rpa2_29571,Rpa2_80431;Rfc4_29685;Rad1_77614;Mcm7_69345;Gadd45a_31917;Dctn1_76416;Cdkn1a_30669;Ubc_56074;Trp53_31258;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	13.018269761904762	12.7032	7.8762022665331015	8.173202309523807	8.85424	5.375748242690127	24.633440238095243	23.7101	11.137546312860879	3.05301;14.5057;4.34663;11.9566;13.4945;16.5879;12.7032;4.10724;31.26413;26.2666;4.46856;18.5922;10.8511;4.62321;19.5202;20.1362;2.99367;7.11447;16.3975;11.115645;19.2854	1.42285;9.91432;2.13815;8.39903;9.32639;11.0716;8.85424;2.09497;19.94836;14.8737;1.28266;12.808;6.7398;0.688749;12.5854;13.2308;1.4575;4.21106;11.2173;6.9033695;12.469	6.38904;26.2881;12.0035;20.1144;23.7101;32.2364;21.8143;9.93499;35.00605;30.6966;15.7042;34.7184;17.123;22.1896;42.4921;42.6561;7.379;18.9369;30.2565;26.080865;41.5721	32	66140;68121;216274;74470;217653;68014;66578;68612;26920;23882;237222;12545;22631;22629;22137;21808;27401;56430;19076;18817;101706;17873;102920;26370;12428;231724;12534;11350;12530;12447;56455;19173	Ska2_74961;Cep70_70756,Cep70_71595;Cep290_75136;Cep72_79912;Mis18bp1_78750;Zwilch_31068;Mis18a_31724;Ube2c_73160;Cntrl_75230;Gadd45g_30550;Ofd1_59577;Cdc7_75404;Ywhaz_76102;Ywhah_66373;Ttk_77530;Tgfb2_60154;AC139209.1_82371;Clip1_61747;Prim2_56868;Plk1_29780;Numa1_64329;Gadd45b_31606;Cenpi_30714;Cetn2_30963,Cetn2_67324;Ccna2_65309;Rad9b_67442;Cdk1_76534;Abl1_71120;Cdc25a_32088;Ccne1_80378;Dynll1_79280;Psmb5_71178	6.937854156249999	5.85466	6.565714221626656	4.05721571875	2.8707849999999997	3.6842054291068775	13.58003875	9.450165	12.14351947132157	2.83639;7.874875;1.67003;10.027;2.16584;6.28429;0.652365;2.1572;11.4108;3.88866;11.5507;5.42503;4.02071;1.61402;1.50035;0.968783;9.71479;2.45537;4.77206;2.3586;13.2089;2.02671;6.54617;6.96628;2.55656;6.32563;29.6397;21.7009;6.45041;6.47626;6.77215;19.9938	1.57859;5.20985;0.892539;6.14089;1.04244;3.03085;0.355119;1.31593;7.88195;2.18731;7.48742;2.54236;2.71072;0.856841;0.818396;0.694718;6.73487;0.764031;2.0851;0.865839;9.04732;1.17048;3.97024;4.47603;1.55247;3.0744;13.4096;12.0031;3.51192;4.65353;4.94825;12.8178	6.29583;14.5918;4.14047;20.9708;6.029;6.71978;1.49132;4.30249;19.7632;6.38033;22.4787;14.9401;7.49418;3.99851;3.6083;1.50949;16.5361;8.72803;15.1424;8.69198;23.5712;4.26725;16.3026;13.43295;5.1024;15.9312;53.6934;36.7131;6.85103;10.1723;10.3027;44.4083	0						Exp 2,11(0.2);Exp 3,1(0.02);Exp 4,23(0.41);Exp 5,5(0.09);Hill,1(0.02);Linear,11(0.2);Poly 2,3(0.06);Power,2(0.04)	2.3634051014838664	158.8648977279663	1.5144460201263428	11.401989936828613	2.1474983080230605	1.9963669776916504	7.286591855921905	11.407559012002626	4.387472974542348	6.988683685835005	14.497091294464356	21.42228549798846	DOWN	0.39622641509433965	0.6037735849056604	0.0	
